applicant_id,institution_id,cohort_default_rate,race,age,sex,status,income,credit_score,dti,program_level,major,loan_amount,score_base,score_with_cdr,approved,low_risk_terms
1730,ForProfit1,0.25,White,31,F,Non-US,40000,705,0.065,undergrad,Arts,125000.0,0.6451607345039657,0.1951607345039657,1,1
1731,CommunityCollege,0.12,White,23,M,Non-US,65000,684,0.204,graduate,STEM,28000.0,0.6861340792186322,0.47013407921863226,1,1
1732,StateU,0.065,White,19,F,US Person,63000,678,0.229,undergrad,Arts,36000.0,-0.05670501024754716,-0.17370501024754717,0,0
1733,CommunityCollege,0.12,White,19,M,Non-US,36000,719,0.255,undergrad,STEM,40000.0,0.5245405342152147,0.30854053421521477,1,1
1734,ForProfit2,0.3,Black,22,M,US Person,65000,743,0.236,undergrad,Arts,25000.0,0.17344760546626992,-0.3665523945337301,0,0
1735,ForProfit2,0.3,White,30,M,Non-US,134000,633,0.247,undergrad,Business,20000.0,0.29824238506943834,-0.2417576149305617,0,0
1736,CommunityCollege,0.12,White,24,M,US Person,42000,777,0.266,undergrad,Law,13000.0,1.3006658209257784,1.0846658209257785,1,1
1737,StateU,0.065,White,25,F,Non-US,48000,696,0.102,undergrad,Law,42000.0,0.7557585150895088,0.6387585150895088,1,1
1738,ForProfit1,0.25,Black,20,M,Non-US,19000,670,0.161,graduate,Business,31000.0,0.130089986761052,-0.319910013238948,0,0
1739,StateU,0.065,White,19,M,Non-US,30000,563,0.187,undergrad,STEM,28000.0,-0.6836115906170896,-0.8006115906170896,0,0
1740,CommunityCollege,0.12,White,25,M,Non-US,21000,632,0.05,undergrad,Law,15000.0,0.5560182444298969,0.3400182444298969,1,1
1741,UVA,0.035,White,19,F,Non-US,65000,791,0.255,undergrad,Arts,28000.0,1.0470706357971349,0.9840706357971348,1,1
1742,ForProfit2,0.3,White,19,F,Non-US,28000,708,0.514,undergrad,STEM,36000.0,0.05714300788196084,-0.4828569921180392,0,0
1743,UVA,0.035,White,22,F,Non-US,60000,752,0.027,undergrad,Law,48000.0,1.521237800493871,1.458237800493871,1,1
1744,ForProfit1,0.25,Black,27,M,Non-US,23000,527,0.116,graduate,STEM,43000.0,-1.3451998858466043,-1.7951998858466043,0,0
1745,CommunityCollege,0.12,White,27,F,Non-US,26000,638,0.275,undergrad,STEM,34000.0,0.12518690645823732,-0.09081309354176267,1,0
1746,StateU,0.065,White,23,F,Non-US,109000,589,0.165,undergrad,Arts,49000.0,-0.290379960912299,-0.407379960912299,0,0
1747,CommunityCollege,0.12,Black,32,F,Non-US,33000,689,0.23,undergrad,STEM,18000.0,0.2525083303520177,0.0365083303520177,1,0
1748,CommunityCollege,0.12,White,29,M,US Person,48000,676,0.2,undergrad,Arts,24000.0,0.05585391200160071,-0.1601460879983993,0,0
1749,ForProfit1,0.25,White,19,M,Non-US,68000,687,0.235,graduate,STEM,44000.0,0.5571938082847208,0.10719380828472075,1,0
1750,CommunityCollege,0.12,White,32,F,Non-US,41000,685,0.118,undergrad,Business,37000.0,0.7771517637744574,0.5611517637744574,1,1
1751,CommunityCollege,0.12,White,22,F,Non-US,29000,682,0.274,undergrad,Law,55000.0,0.0762847993633198,-0.1397152006366802,0,0
1752,ForProfit1,0.25,Other,30,M,Non-US,32000,722,0.418,undergrad,Business,58000.0,0.08049293897646119,-0.3695070610235388,0,0
1753,StateU,0.065,White,26,F,Non-US,49000,698,0.213,undergrad,Business,11000.0,0.5121239833875011,0.3951239833875011,1,1
1754,ForProfit1,0.25,Black,24,F,Non-US,29000,767,0.099,graduate,Arts,15000.0,0.8494057526611842,0.3994057526611842,1,1
1755,ForProfit1,0.25,Asian,27,F,Non-US,34000,722,0.269,graduate,Business,25000.0,0.45188114269831525,0.0018811426983152413,1,0
1756,CommunityCollege,0.12,Black,23,F,Non-US,19000,583,0.206,undergrad,STEM,47000.0,-1.145693685410275,-1.361693685410275,0,0
1757,CommunityCollege,0.12,Other,26,F,US Person,69000,685,0.152,undergrad,Arts,61000.0,-0.1403397504429486,-0.35633975044294863,0,0
1758,StateU,0.065,Black,27,M,US Person,54000,573,0.098,undergrad,Law,52000.0,-0.8504403777460441,-0.9674403777460441,0,0
1759,CommunityCollege,0.12,Other,29,M,Non-US,68000,650,0.228,undergrad,STEM,17000.0,0.03691586855941177,-0.1790841314405882,0,0
1760,UVA,0.035,Black,24,F,Non-US,54000,721,0.171,undergrad,STEM,14000.0,0.6067012836809382,0.5437012836809382,1,1
1761,CommunityCollege,0.12,Asian,20,F,Non-US,51000,738,0.436,graduate,Business,23000.0,0.6571758330635775,0.44117583306357755,1,1
1762,CommunityCollege,0.12,White,23,M,Non-US,104000,656,0.217,graduate,Law,53000.0,0.6502427169400548,0.4342427169400548,1,1
1763,CommunityCollege,0.12,White,28,M,Non-US,73000,725,0.235,graduate,Business,73000.0,0.9951384717353282,0.7791384717353282,1,1
1764,ForProfit1,0.25,Other,20,M,US Person,35000,620,0.133,graduate,Arts,18000.0,-0.812446066587326,-1.262446066587326,0,0
1765,CommunityCollege,0.12,White,25,F,Non-US,56000,599,0.307,graduate,STEM,30000.0,-0.4391729372153562,-0.6551729372153562,0,0
1766,CommunityCollege,0.12,White,19,M,Non-US,60000,721,0.159,graduate,Arts,63000.0,1.1676671750180037,0.9516671750180037,1,1
1767,ForProfit1,0.25,White,22,M,Non-US,74000,730,0.127,graduate,Arts,17000.0,0.9925227351361424,0.5425227351361424,1,1
1768,CommunityCollege,0.12,White,27,M,Non-US,28000,639,0.242,undergrad,Law,14000.0,-0.30681413605685226,-0.5228141360568522,0,0
1769,CommunityCollege,0.12,White,31,F,Non-US,39000,580,0.086,undergrad,STEM,74000.0,-0.6090760947338357,-0.8250760947338357,0,0
1770,StateU,0.065,Other,26,F,US Person,11000,638,0.225,graduate,Business,32000.0,-0.5030997212771541,-0.6200997212771541,0,0
1771,StateU,0.065,White,35,M,US Person,110000,697,0.23,graduate,Business,49000.0,1.2017077437979427,1.0847077437979427,1,1
1772,ForProfit1,0.25,Other,26,F,Non-US,51000,662,0.16,undergrad,Business,14000.0,0.016794182968101645,-0.43320581703189837,0,0
1773,CommunityCollege,0.12,Black,19,F,Non-US,29000,692,0.191,undergrad,STEM,62000.0,0.31127711114242973,0.09527711114242973,1,0
1774,StateU,0.065,White,26,F,US Person,32000,644,0.308,graduate,Law,40000.0,-0.2645202994996185,-0.3815202994996185,0,0
1775,CommunityCollege,0.12,Other,22,F,Non-US,43000,691,0.183,graduate,Arts,28000.0,0.20612252420805954,-0.009877475791940454,1,0
1776,CommunityCollege,0.12,Other,32,M,Non-US,61000,601,0.091,undergrad,Business,22000.0,-0.2116226031930703,-0.4276226031930703,0,0
1777,StateU,0.065,White,28,F,Non-US,205000,642,0.17,undergrad,Business,20000.0,1.1622037022909455,1.0452037022909455,1,1
1778,ForProfit1,0.25,White,28,F,Non-US,40000,702,0.13,graduate,STEM,37000.0,0.7600447681461909,0.3100447681461909,1,1
1779,ForProfit2,0.3,White,23,M,Non-US,35000,678,0.18,undergrad,Business,18000.0,0.13298917434385782,-0.4070108256561422,0,0
1780,CommunityCollege,0.12,Other,19,F,Non-US,45000,591,0.39,undergrad,Business,24000.0,-0.8812243538115679,-1.097224353811568,0,0
1781,StateU,0.065,White,31,M,Non-US,59000,702,0.091,undergrad,Arts,31000.0,0.7587718577719661,0.6417718577719661,1,1
1782,StateU,0.065,White,33,F,US Person,101000,784,0.36,undergrad,STEM,23000.0,1.5774622524489628,1.4604622524489628,1,1
1783,ForProfit1,0.25,White,21,M,Non-US,51000,717,0.158,undergrad,STEM,13000.0,0.6041839865200815,0.15418398652008153,1,1
1784,ForProfit1,0.25,White,25,M,Non-US,62000,643,0.362,graduate,STEM,12000.0,0.11983938625202588,-0.3301606137479741,0,0
1785,CommunityCollege,0.12,White,21,M,Non-US,47000,675,0.185,undergrad,Law,16000.0,0.5221110922234187,0.3061110922234187,1,1
1786,CommunityCollege,0.12,White,21,M,Non-US,65000,621,0.148,graduate,Law,30000.0,0.5685496530752147,0.3525496530752147,1,1
1787,StateU,0.065,White,29,F,US Person,56000,671,0.18,undergrad,Arts,50000.0,0.10317342182043654,-0.013826578179563467,1,0
1788,ForProfit1,0.25,Black,31,M,Non-US,51000,707,0.183,undergrad,Arts,20000.0,-0.16289435511832134,-0.6128943551183214,0,0
1789,ForProfit1,0.25,White,25,F,Non-US,123000,612,0.069,undergrad,Law,27000.0,0.314089878646968,-0.135910121353032,0,0
1790,StateU,0.065,White,30,M,US Person,72000,798,0.124,undergrad,Arts,25000.0,1.620072822668934,1.503072822668934,1,1
1791,CommunityCollege,0.12,Asian,26,F,Non-US,57000,753,0.272,undergrad,Arts,39000.0,0.6489429263285432,0.43294292632854325,1,1
1792,CommunityCollege,0.12,Black,19,F,US Person,59000,765,0.238,graduate,Business,51000.0,1.19293754451887,0.9769375445188699,1,1
1793,ForProfit2,0.3,White,19,M,Non-US,32000,709,0.066,undergrad,Law,12000.0,0.7669449784155029,0.22694497841550287,1,1
1794,CommunityCollege,0.12,White,22,F,Non-US,42000,713,0.491,graduate,Arts,113000.0,-0.17360520151573944,-0.3896052015157394,0,0
1795,ForProfit1,0.25,White,22,M,Non-US,31000,535,0.123,undergrad,Arts,34000.0,-1.1719762994915228,-1.6219762994915228,0,0
1796,ForProfit1,0.25,White,19,M,US Person,71000,623,0.104,undergrad,Arts,39000.0,-0.3765525651905967,-0.8265525651905967,0,0
1797,CommunityCollege,0.12,Black,27,M,Non-US,33000,627,0.344,undergrad,Arts,31000.0,-0.9666211240426971,-1.1826211240426971,0,0
1798,UVA,0.035,White,32,F,Non-US,50000,590,0.519,undergrad,Business,19000.0,-1.0746204698097805,-1.1376204698097805,0,0
1799,UVA,0.035,Black,20,F,Non-US,34000,717,0.156,graduate,STEM,42000.0,0.7897220079586968,0.7267220079586968,1,1
1800,CommunityCollege,0.12,White,19,F,Non-US,38000,571,0.24,undergrad,Business,54000.0,-0.8193195845004019,-1.035319584500402,0,0
1801,ForProfit2,0.3,White,23,F,Non-US,44000,720,0.376,undergrad,STEM,10000.0,0.3768806969688572,-0.16311930303114286,0,0
1802,StateU,0.065,Black,26,F,Non-US,103000,627,0.172,undergrad,Arts,47000.0,-0.24727983066027565,-0.36427983066027564,0,0
1803,ForProfit2,0.3,Other,21,M,US Person,53000,629,0.267,undergrad,Business,28000.0,-0.1964466030120054,-0.7364466030120054,0,0
1804,ForProfit2,0.3,Other,21,F,Non-US,62000,704,0.319,undergrad,Arts,11000.0,-0.015435870964062383,-0.5554358709640624,0,0
1805,CommunityCollege,0.12,White,20,F,Non-US,34000,599,0.077,graduate,Business,21000.0,-0.011590480948894505,-0.2275904809488945,0,0
1806,StateU,0.065,White,22,F,Non-US,91000,645,0.113,graduate,Arts,20000.0,0.40951922269975927,0.2925192226997593,1,1
1807,CommunityCollege,0.12,White,29,F,Non-US,37000,631,0.12,undergrad,Business,39000.0,-0.24391319594613955,-0.45991319594613955,0,0
1808,CommunityCollege,0.12,White,24,F,Non-US,22000,658,0.107,undergrad,Business,37000.0,0.06211862748854485,-0.15388137251145514,0,0
1809,StateU,0.065,Black,22,F,US Person,20000,670,0.088,undergrad,Arts,18000.0,-0.13635544612461795,-0.25335544612461797,0,0
1810,ForProfit1,0.25,White,27,M,US Person,45000,688,0.273,graduate,STEM,21000.0,0.9020761577872399,0.4520761577872399,1,1
1811,CommunityCollege,0.12,White,21,M,US Person,54000,623,0.135,graduate,Arts,27000.0,-0.25540990787205237,-0.4714099078720524,0,0
1812,CommunityCollege,0.12,White,24,M,Non-US,41000,664,0.228,undergrad,STEM,32000.0,0.34185699492722843,0.12585699492722843,1,0
1813,StateU,0.065,White,29,M,Non-US,50000,729,0.089,graduate,STEM,40000.0,1.3408974815875188,1.2238974815875188,1,1
1814,CommunityCollege,0.12,White,28,F,US Person,25000,709,0.243,undergrad,Business,56000.0,0.26746643820563765,0.05146643820563765,1,0
1815,CommunityCollege,0.12,White,20,F,Non-US,33000,604,0.177,undergrad,Arts,20000.0,-0.9735788080228245,-1.1895788080228245,0,0
1816,StateU,0.065,White,20,F,Non-US,49000,710,0.083,graduate,Arts,43000.0,1.0819330879358542,0.9649330879358542,1,1
1817,ForProfit1,0.25,White,19,M,Non-US,39000,741,0.15,undergrad,Business,12000.0,1.5370738639355817,1.0870738639355817,1,1
1818,CommunityCollege,0.12,White,19,F,Non-US,76000,690,0.215,undergrad,Arts,33000.0,0.6841554789392641,0.4681554789392641,1,1
1819,UVA,0.035,White,19,F,Non-US,34000,688,0.211,undergrad,Business,22000.0,0.36933228853147915,0.30633228853147915,1,1
1820,CommunityCollege,0.12,White,20,M,US Person,21000,667,0.259,undergrad,STEM,66000.0,0.19201289549454387,-0.02398710450545613,1,0
1821,StateU,0.065,White,24,M,Non-US,108000,604,0.426,undergrad,STEM,39000.0,-0.35265137508272526,-0.46965137508272525,0,0
1822,CommunityCollege,0.12,Other,25,F,Non-US,22000,537,0.375,undergrad,Law,13000.0,-1.1541556353419096,-1.3701556353419095,0,0
1823,CommunityCollege,0.12,White,29,F,Non-US,58000,691,0.304,graduate,STEM,29000.0,0.6812101784844039,0.46521017848440394,1,1
1824,StateU,0.065,Asian,19,F,Non-US,28000,704,0.361,undergrad,Law,12000.0,0.08583292493442038,-0.031167075065579627,1,0
1825,CommunityCollege,0.12,Black,34,F,Non-US,100000,637,0.186,undergrad,STEM,36000.0,0.4766580216620123,0.26065802166201235,1,1
1826,CommunityCollege,0.12,White,25,F,Non-US,42000,632,0.254,graduate,Business,58000.0,-0.332184173421198,-0.548184173421198,0,0
1827,CommunityCollege,0.12,White,27,M,Non-US,35000,683,0.292,undergrad,STEM,39000.0,0.1600546375685759,-0.05594536243142409,1,0
1828,ForProfit2,0.3,White,26,F,Non-US,29000,717,0.267,undergrad,Arts,24000.0,0.1196194970615052,-0.4203805029384948,0,0
1829,UVA,0.035,Asian,26,F,Non-US,54000,533,0.051,graduate,STEM,41000.0,-0.6077185635822622,-0.6707185635822622,0,0
1830,CommunityCollege,0.12,White,19,M,Non-US,38000,771,0.285,undergrad,Law,59000.0,1.038224210189493,0.822224210189493,1,1
1831,CommunityCollege,0.12,Other,26,F,Non-US,86000,730,0.27,undergrad,Business,22000.0,0.6955264331260351,0.47952643312603516,1,1
1832,CommunityCollege,0.12,White,23,M,Non-US,25000,759,0.036,undergrad,STEM,86000.0,1.5044151337409255,1.2884151337409255,1,1
1833,CommunityCollege,0.12,White,26,M,US Person,51000,680,0.132,graduate,STEM,28000.0,0.48554829253279796,0.269548292532798,1,1
1834,ForProfit2,0.3,White,22,F,Non-US,27000,623,0.148,graduate,STEM,31000.0,0.12344418130011048,-0.41655581869988956,0,0
1835,StateU,0.065,White,24,F,US Person,45000,658,0.255,undergrad,Arts,49000.0,-0.26415609357177705,-0.38115609357177704,0,0
1836,StateU,0.065,White,20,M,Non-US,35000,618,0.098,undergrad,STEM,52000.0,-0.036999508135699,-0.15399950813569901,0,0
1837,StateU,0.065,White,29,F,Non-US,65000,681,0.308,undergrad,STEM,66000.0,0.18777788010943855,0.07077788010943854,1,0
1838,ForProfit1,0.25,White,32,M,Non-US,19000,724,0.066,undergrad,STEM,16000.0,0.9863601372895264,0.5363601372895264,1,1
1839,ForProfit1,0.25,White,21,M,Non-US,72000,731,0.068,undergrad,Business,20000.0,1.1929368974272203,0.7429368974272204,1,1
1840,ForProfit1,0.25,White,19,F,Non-US,49000,667,0.124,graduate,Law,51000.0,0.7251503837599107,0.2751503837599107,1,1
1841,ForProfit2,0.3,White,24,M,Non-US,24000,683,0.182,graduate,Business,6000.0,0.3173374781345109,-0.22266252186548913,0,0
1842,StateU,0.065,White,23,M,Non-US,105000,711,0.326,graduate,Business,28000.0,1.0976104058249836,0.9806104058249836,1,1
1843,ForProfit1,0.25,Other,20,M,Non-US,23000,787,0.087,graduate,Arts,55000.0,1.1223208238735254,0.6723208238735254,1,1
1844,CommunityCollege,0.12,White,19,F,US Person,82000,721,0.468,undergrad,Business,40000.0,0.03840516817519213,-0.17759483182480787,0,0
1845,ForProfit2,0.3,White,19,M,Non-US,21000,777,0.089,undergrad,Business,41000.0,1.7446927498086149,1.2046927498086148,1,1
1846,ForProfit1,0.25,Other,24,F,Non-US,70000,703,0.17,undergrad,STEM,42000.0,0.8866747744264644,0.43667477442646435,1,1
1847,ForProfit1,0.25,Black,25,M,Non-US,34000,617,0.104,graduate,Business,10000.0,-0.033962296201348136,-0.4839622962013481,0,0
1848,UVA,0.035,White,23,F,Non-US,46000,647,0.367,graduate,STEM,7000.0,0.097960876907668,0.034960876907667984,1,0
1849,CommunityCollege,0.12,White,21,F,Non-US,41000,587,0.462,undergrad,STEM,25000.0,-0.915066636007872,-1.131066636007872,0,0
1850,CommunityCollege,0.12,White,30,M,US Person,45000,680,0.119,graduate,Business,23000.0,0.43243103550534717,0.21643103550534717,1,1
1851,CommunityCollege,0.12,White,28,M,Non-US,48000,727,0.185,undergrad,STEM,17000.0,1.0196374416564076,0.8036374416564076,1,1
1852,ForProfit1,0.25,Other,23,F,Non-US,64000,688,0.151,graduate,Business,11000.0,0.8221317714830442,0.37213177148304416,1,1
1853,CommunityCollege,0.12,White,30,F,US Person,52000,544,0.144,undergrad,Law,18000.0,-0.8424269005071704,-1.0584269005071705,0,0
1854,StateU,0.065,Other,30,F,Non-US,67000,732,0.223,graduate,Business,84000.0,0.7633704186014607,0.6463704186014607,1,1
1855,StateU,0.065,White,20,F,Non-US,36000,800,0.2,undergrad,Business,15000.0,1.3677133857369324,1.2507133857369324,1,1
1856,StateU,0.065,Asian,24,M,Non-US,29000,746,0.179,undergrad,Law,33000.0,1.0128123236123068,0.8958123236123068,1,1
1857,StateU,0.065,White,24,F,Non-US,49000,720,0.098,graduate,Business,19000.0,0.8391700406623744,0.7221700406623744,1,1
1858,ForProfit2,0.3,White,32,M,Non-US,23000,623,0.3,undergrad,Law,25000.0,-0.3989855447938574,-0.9389855447938574,0,0
1859,CommunityCollege,0.12,Other,30,M,Non-US,74000,621,0.085,graduate,Arts,61000.0,-0.06139136745203015,-0.27739136745203014,0,0
1860,ForProfit1,0.25,White,22,M,Non-US,58000,745,0.122,graduate,STEM,18000.0,1.2591596098142914,0.8091596098142915,1,1
1861,ForProfit2,0.3,White,24,F,Non-US,201000,754,0.211,undergrad,Business,42000.0,2.0461961837092066,1.5061961837092066,1,1
1862,ForProfit1,0.25,White,23,F,Non-US,39000,680,0.16,undergrad,STEM,16000.0,0.3926633865079576,-0.05733661349204239,1,0
1863,ForProfit1,0.25,White,24,M,Non-US,83000,774,0.166,graduate,STEM,41000.0,1.909599983111801,1.459599983111801,1,1
1864,StateU,0.065,Black,23,F,Non-US,85000,566,0.05,undergrad,Law,36000.0,-0.15772451829691306,-0.2747245182969131,0,0
1865,ForProfit2,0.3,White,21,F,Non-US,77000,752,0.158,undergrad,Arts,41000.0,1.0487033949399505,0.5087033949399504,1,1
1866,StateU,0.065,White,24,F,Non-US,65000,678,0.187,undergrad,Law,35000.0,0.40449006381244484,0.28749006381244485,1,1
1867,ForProfit2,0.3,White,25,F,Non-US,101000,747,0.253,undergrad,Arts,19000.0,0.9512020461845395,0.4112020461845395,1,1
1868,CommunityCollege,0.12,Asian,19,M,Non-US,42000,708,0.384,undergrad,Business,42000.0,0.5618745764533153,0.3458745764533153,1,1
1869,CommunityCollege,0.12,White,25,F,Non-US,18000,734,0.129,undergrad,Arts,72000.0,0.4273544586884826,0.2113544586884826,1,1
1870,StateU,0.065,White,24,F,Non-US,39000,800,0.277,graduate,Arts,9000.0,1.6207851694333737,1.5037851694333737,1,1
1871,CommunityCollege,0.12,White,19,M,Non-US,57000,789,0.32,graduate,Business,60000.0,1.2437018335492995,1.0277018335492996,1,1
1872,StateU,0.065,White,21,M,US Person,31000,675,0.105,graduate,Arts,21000.0,0.13877155898411864,0.02177155898411863,1,0
1873,ForProfit2,0.3,White,23,M,Non-US,36000,768,0.026,graduate,Arts,24000.0,1.4252939606680453,0.8852939606680452,1,1
1874,StateU,0.065,White,22,M,Non-US,55000,594,0.36,graduate,Law,59000.0,-0.48055776700362246,-0.5975577670036225,0,0
1875,ForProfit1,0.25,Black,25,M,Non-US,30000,721,0.135,undergrad,STEM,27000.0,0.748863418800464,0.298863418800464,1,1
1876,CommunityCollege,0.12,White,28,F,Non-US,72000,723,0.158,undergrad,Arts,15000.0,0.6961990648980013,0.48019906489800135,1,1
1877,ForProfit1,0.25,White,25,F,Non-US,56000,678,0.072,graduate,Business,25000.0,0.39556691916026526,-0.05443308083973475,1,0
1878,CommunityCollege,0.12,Other,22,M,Non-US,40000,583,0.124,undergrad,Business,44000.0,-0.6424555280693749,-0.8584555280693749,0,0
1879,CommunityCollege,0.12,White,35,M,Non-US,65000,710,0.093,undergrad,Arts,19000.0,0.7956074697127565,0.5796074697127566,1,1
1880,UVA,0.035,White,25,M,US Person,78000,745,0.179,undergrad,STEM,10000.0,1.115248798936217,1.052248798936217,1,1
1881,CommunityCollege,0.12,White,19,F,Non-US,79000,552,0.272,graduate,Business,52000.0,-0.9148731485793701,-1.1308731485793702,0,0
1882,ForProfit2,0.3,White,26,M,Non-US,53000,663,0.29,undergrad,STEM,34000.0,0.2615373953592949,-0.27846260464070516,0,0
1883,UVA,0.035,Black,25,M,Non-US,76000,622,0.246,undergrad,Arts,33000.0,-0.7097699146675187,-0.7727699146675188,0,0
1884,StateU,0.065,White,19,F,Non-US,13000,687,0.343,undergrad,Arts,34000.0,-0.18958015344897372,-0.3065801534489737,0,0
1885,CommunityCollege,0.12,Black,27,M,Non-US,74000,604,0.242,undergrad,Law,18000.0,-0.5334118006327243,-0.7494118006327243,0,0
1886,CommunityCollege,0.12,Other,25,M,Non-US,33000,729,0.255,undergrad,Arts,34000.0,0.18633326336153344,-0.029666736638466557,1,0
1887,CommunityCollege,0.12,White,25,F,Non-US,30000,744,0.164,undergrad,STEM,40000.0,1.023012487279294,0.8070124872792941,1,1
1888,CommunityCollege,0.12,Asian,21,F,Non-US,39000,782,0.204,undergrad,Business,40000.0,1.4636357763566927,1.2476357763566928,1,1
1889,ForProfit2,0.3,White,19,F,Non-US,42000,662,0.209,undergrad,STEM,68000.0,-0.09049934524625106,-0.6304993452462511,0,0
1890,StateU,0.065,White,26,F,Non-US,79000,692,0.137,undergrad,STEM,43000.0,0.7082522652921476,0.5912522652921476,1,1
1891,StateU,0.065,Other,27,M,Non-US,47000,601,0.156,graduate,Business,13000.0,-0.7972244782058139,-0.9142244782058139,0,0
1892,StateU,0.065,Other,33,F,Non-US,24000,649,0.075,graduate,STEM,35000.0,0.1457029510554232,0.028702951055423184,1,0
1893,CommunityCollege,0.12,White,20,F,Non-US,25000,699,0.158,graduate,Law,23000.0,1.0581366683566165,0.8421366683566165,1,1
1894,ForProfit1,0.25,White,24,F,US Person,82000,746,0.291,graduate,Arts,15000.0,1.1066829310017186,0.6566829310017186,1,1
1895,StateU,0.065,Black,25,M,Non-US,42000,654,0.273,undergrad,Arts,56000.0,-0.7471498371464531,-0.8641498371464531,0,0
1896,UVA,0.035,White,19,F,Non-US,14000,686,0.125,graduate,Arts,14000.0,0.06536700764048477,0.002367007640484753,1,0
1897,CommunityCollege,0.12,White,23,F,Non-US,49000,688,0.213,undergrad,Law,28000.0,0.7740084821185131,0.5580084821185132,1,1
1898,CommunityCollege,0.12,Other,32,M,Non-US,97000,666,0.075,graduate,Business,32000.0,0.7841200358958472,0.5681200358958473,1,1
1899,StateU,0.065,White,19,M,Non-US,28000,692,0.152,graduate,Arts,24000.0,0.12734573150730402,0.010345731507304015,1,0
1900,StateU,0.065,White,24,F,US Person,157000,596,0.17,graduate,STEM,78000.0,0.08404147427577036,-0.03295852572422965,1,0
1901,ForProfit2,0.3,Asian,20,F,Non-US,82000,747,0.094,undergrad,Law,43000.0,1.6419280397947333,1.1019280397947333,1,1
1902,StateU,0.065,Black,22,F,Non-US,11000,626,0.255,undergrad,STEM,244000.0,-0.49555140504525214,-0.6125514050452522,0,0
1903,UVA,0.035,Black,19,F,Non-US,47000,676,0.12,undergrad,STEM,42000.0,-0.011014894145426335,-0.07401489414542635,1,0
1904,ForProfit2,0.3,White,19,F,Non-US,60000,675,0.405,undergrad,Business,14000.0,-0.40460165251748825,-0.9446016525174883,0,0
1905,StateU,0.065,White,20,F,Non-US,50000,652,0.177,graduate,Business,14000.0,0.09220025755360177,-0.024799742446398237,1,0
1906,CommunityCollege,0.12,White,26,F,Non-US,37000,741,0.24,undergrad,STEM,17000.0,0.6121885810305014,0.3961885810305015,1,1
1907,ForProfit2,0.3,White,23,F,US Person,28000,607,0.156,graduate,Business,55000.0,-0.18523810654902895,-0.725238106549029,0,0
1908,CommunityCollege,0.12,White,23,F,Non-US,47000,696,0.251,graduate,STEM,28000.0,0.8854524720610185,0.6694524720610185,1,1
1909,StateU,0.065,White,19,F,Non-US,66000,700,0.396,undergrad,Business,33000.0,0.3255266357192653,0.20852663571926533,1,1
1910,StateU,0.065,White,30,F,Non-US,80000,726,0.305,undergrad,STEM,14000.0,0.5324086948171087,0.41540869481710874,1,1
1911,CommunityCollege,0.12,White,28,F,US Person,24000,661,0.108,graduate,Law,33000.0,0.38246124793371666,0.16646124793371667,1,1
1912,CommunityCollege,0.12,Other,28,M,US Person,54000,653,0.225,undergrad,STEM,13000.0,-0.10044662422936536,-0.31644662422936537,0,0
1913,ForProfit1,0.25,Black,19,F,US Person,42000,544,0.261,undergrad,Business,23000.0,-1.4320072874713283,-1.8820072874713283,0,0
1914,ForProfit2,0.3,White,23,F,Non-US,43000,668,0.21,undergrad,STEM,43000.0,0.21264247750680543,-0.3273575224931946,0,0
1915,StateU,0.065,Other,33,F,US Person,33000,699,0.264,undergrad,Arts,58000.0,0.37200201087294643,0.25500201087294644,1,1
1916,StateU,0.065,White,28,F,Non-US,39000,638,0.169,undergrad,Business,38000.0,-0.047487119262962715,-0.16448711926296272,0,0
1917,CommunityCollege,0.12,White,25,M,Non-US,66000,643,0.25,undergrad,Arts,72000.0,-0.04554698877704477,-0.26154698877704474,0,0
1918,ForProfit1,0.25,White,26,M,Non-US,13000,730,0.316,undergrad,STEM,14000.0,0.5152732802480092,0.06527328024800921,1,0
1919,StateU,0.065,White,31,M,Non-US,85000,626,0.238,graduate,STEM,44000.0,0.10631602477124495,-0.010683975228755055,1,0
1920,StateU,0.065,Black,25,M,Non-US,27000,637,0.135,graduate,Business,48000.0,-0.40441562911022283,-0.5214156291102229,0,0
1921,CommunityCollege,0.12,White,19,M,US Person,37000,752,0.204,undergrad,Arts,22000.0,0.8227001784076855,0.6067001784076855,1,1
1922,ForProfit2,0.3,Black,27,F,Non-US,24000,619,0.307,undergrad,STEM,50000.0,-0.7444833841139717,-1.2844833841139718,0,0
1923,CommunityCollege,0.12,White,29,M,Non-US,49000,643,0.151,undergrad,STEM,14000.0,-0.13685971132837638,-0.35285971132837635,0,0
1924,CommunityCollege,0.12,White,22,F,US Person,43000,656,0.146,undergrad,Arts,46000.0,0.2589902802398505,0.04299028023985049,1,0
1925,StateU,0.065,White,25,F,Non-US,27000,656,0.178,undergrad,STEM,18000.0,0.4595642812106907,0.3425642812106907,1,1
1926,CommunityCollege,0.12,White,22,M,Non-US,81000,747,0.131,undergrad,Law,34000.0,1.6950354758906372,1.4790354758906372,1,1
1927,CommunityCollege,0.12,White,25,F,Non-US,68000,719,0.054,undergrad,Business,35000.0,1.0611228366413337,0.8451228366413337,1,1
1928,CommunityCollege,0.12,Other,28,M,US Person,38000,672,0.191,undergrad,Arts,16000.0,-0.4815458646751926,-0.6975458646751926,0,0
1929,ForProfit1,0.25,White,23,F,Non-US,28000,642,0.325,undergrad,Law,18000.0,-0.6750187050853524,-1.1250187050853524,0,0
