applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,score_base,score_with_cdr,approved
442,23,M,White,3500,473,0.077,96,0.0598803195385864,undergrad,Business,70000.0,-0.7766363636363637,-1.4952001980994005,0
443,19,M,Other,4500,560,0.154,110,0.1297935402004485,undergrad,Business,66000.0,-0.6082727272727272,-2.1657952096781092,0
444,23,M,White,4000,585,0.293,154,0.0379126509375481,undergrad,Business,13000.0,-0.6983636363636363,-1.1533154476142136,1
445,23,M,White,1500,504,0.211,23,0.3748923690837981,undergrad,Arts,20000.0,-1.043909090909091,-5.542617519914668,0
446,27,F,White,20000,539,0.238,23,0.3748923690837981,undergrad,Arts,18000.0,-0.8596363636363635,-5.35834479264194,0
447,26,F,White,11000,760,0.202,135,0.0452137813055003,undergrad,STEM,19000.0,0.262,-0.2805653756660036,1
448,19,M,White,17000,617,0.099,74,0.1617494568275518,graduate,STEM,25000.0,0.134,-1.8069934819306215,0
449,24,F,White,10000,722,0.199,96,0.0598803195385864,undergrad,STEM,17000.0,0.12381818181818183,-0.5947456526448549,1
450,19,M,White,21000,591,0.133,229,0.0845744546441171,graduate,Arts,25000.0,-0.30454545454545456,-1.3194389102748598,0
451,22,F,White,3000,601,0.284,135,0.0452137813055003,undergrad,Business,28000.0,-0.6281818181818182,-1.1707471938478218,1
452,21,F,White,10000,482,0.101,122,0.0715110732622415,graduate,Law,126000.0,-0.40290909090909094,-1.261041970055989,0
453,22,F,White,6000,776,0.262,38,0.0889068621286131,undergrad,Arts,42000.0,-0.22981818181818184,-1.296700527361539,0
454,31,F,White,17000,556,0.527,135,0.0452137813055003,undergrad,Arts,26000.0,-1.3938181818181818,-1.9363835574841854,0
455,33,M,White,31000,501,0.222,135,0.0452137813055003,undergrad,STEM,50000.0,-0.6998181818181819,-1.2423835574841855,0
456,24,F,White,21000,418,0.29,135,0.0452137813055003,undergrad,Business,46000.0,-1.2976363636363635,-1.840201739302367,0
457,19,F,Other,2000,487,0.271,76,0.0206891202622854,undergrad,Arts,43000.0,-1.322727272727273,-1.5709967158746978,0
458,33,F,White,32000,573,0.378,76,0.0206891202622854,graduate,Arts,109000.0,-0.894,-1.1422694431474247,1
459,20,M,Asian,2500,562,0.033,73,0.0228348227025087,undergrad,STEM,64000.0,-0.27099999999999996,-0.5450178724301045,1
460,19,F,Black,32000,623,0.21,142,0.3267463977010624,graduate,Law,52000.0,0.023818181818181794,-3.897138590594567,0
461,31,F,Asian,29000,513,0.065,135,0.0452137813055003,undergrad,Arts,22000.0,-0.5541818181818181,-1.0967471938478217,1
462,27,F,Black,17000,660,0.318,96,0.0598803195385864,undergrad,Arts,37000.0,-0.5976363636363636,-1.3162001980994003,0
463,26,F,White,29000,680,0.301,62,0.0725423339255437,undergrad,Arts,15000.0,-0.4189090909090909,-1.2894170980156152,0
464,19,F,White,1000,627,0.256,135,0.0452137813055003,undergrad,STEM,55000.0,-0.4896363636363636,-1.0322017393023672,1
465,27,M,Asian,31000,779,0.194,34,0.0406085217379756,undergrad,STEM,21000.0,0.4670909090909091,-0.020211351764798047,1
466,25,M,White,53000,594,0.562,161,0.0860070529714547,graduate,Business,24000.0,-0.7596363636363637,-1.79172099929382,0
467,22,F,White,16000,496,0.079,246,0.0089270124529904,graduate,Arts,24000.0,-0.5720000000000001,-0.6791241494358848,1
468,19,F,Other,2500,681,0.162,195,0.0088945731217383,undergrad,Business,24000.0,-0.09627272727272726,-0.20300760473358687,1
469,29,F,Other,32000,751,0.117,62,0.0725423339255437,undergrad,STEM,28000.0,0.5252727272727273,-0.345235279833797,1
470,29,F,White,37000,616,0.253,124,0.3590904470954283,undergrad,Business,14000.0,-0.3076363636363637,-4.616721728781503,0
471,25,F,White,49000,712,0.202,76,0.0206891202622854,graduate,STEM,27000.0,0.4654545454545454,0.2171851023071206,1
472,25,M,White,35000,324,0.206,62,0.0725423339255437,undergrad,STEM,27000.0,-1.1874545454545455,-2.0579625525610696,0
473,23,F,Black,7500,599,0.171,135,0.0452137813055003,undergrad,Arts,16000.0,-0.5824545454545456,-1.1250199211205492,1
474,32,F,White,24000,797,0.299,76,0.0206891202622854,undergrad,STEM,35000.0,0.2805454545454546,0.0322760113980298,1
475,22,F,White,7500,462,0.18,25,0.0454556038190779,undergrad,Arts,52000.0,-1.1986363636363635,-1.7441036094652982,0
476,20,M,Asian,21000,816,0.166,131,0.1344456654095692,graduate,Arts,26000.0,0.4476363636363636,-1.1657116212784668,1
477,24,M,White,20000,646,0.141,104,0.0834136145138897,undergrad,Business,25000.0,-0.0765454545454545,-1.0775088287121308,1
478,19,M,White,6500,813,0.294,36,0.0336352568068902,undergrad,Arts,18000.0,-0.056272727272727203,-0.45989580895540966,1
479,19,F,White,2500,736,0.252,49,0.0624837147088386,undergrad,Arts,16000.0,-0.2762727272727272,-1.0260773037787905,1
480,19,F,White,14000,579,0.199,229,0.0845744546441171,graduate,STEM,52000.0,-0.3221818181818182,-1.3370752739112233,0
481,31,F,White,25000,305,0.206,229,0.0845744546441171,graduate,STEM,74000.0,-1.2665454545454549,-2.28143891027486,0
482,26,M,White,13000,454,0.231,215,0.117501396154848,graduate,Arts,14000.0,-1.0467272727272727,-2.456744026585449,0
483,22,M,White,8000,672,0.074,248,0.0114381620879679,undergrad,Business,46000.0,-0.01999999999999999,-0.1572579450556148,1
484,21,M,Other,16000,504,0.15,38,0.0889068621286131,graduate,STEM,19000.0,-0.3849090909090908,-1.451791436452448,0
485,31,F,White,15000,545,0.291,96,0.0598803195385864,undergrad,Arts,21000.0,-0.9738181818181818,-1.6923820162812184,0
486,21,F,Other,2500,658,0.172,34,0.0406085217379756,undergrad,STEM,48000.0,-0.19990909090909087,-0.687211351764798,1
487,26,F,White,21000,517,0.125,48,0.0613916141670503,graduate,STEM,38000.0,-0.2576363636363636,-0.9943357336409673,1
488,25,F,White,28000,850,0.107,62,0.0725423339255437,undergrad,Arts,67000.0,0.4812727272727274,-0.3892352798337969,1
489,32,F,White,51000,635,0.172,25,0.0454556038190779,graduate,Arts,17000.0,-0.04254545454545455,-0.5880127003743894,1
490,29,M,Black,31000,850,0.386,96,0.0598803195385864,undergrad,STEM,33000.0,0.3412727272727273,-0.37729110719030945,1
491,19,F,White,4500,850,0.132,130,0.0737830316203467,undergrad,STEM,33000.0,0.6902727272727274,-0.19512365217143302,1
492,20,F,White,5000,605,0.171,76,0.0206891202622854,undergrad,STEM,29000.0,-0.2756363636363636,-0.5239058067837884,1
493,31,M,White,25000,492,0.159,96,0.0598803195385864,graduate,Law,70000.0,-0.19254545454545446,-0.9111092890084912,1
494,19,F,White,19000,300,0.388,130,0.0737830316203467,graduate,Law,50000.0,-1.5847272727272728,-2.4701236521714334,0
495,27,M,White,17000,850,0.332,50,0.1250146196994477,undergrad,STEM,26000.0,0.3652727272727273,-1.1349027091206447,1
496,29,M,White,22000,682,0.112,73,0.0228348227025087,graduate,STEM,18000.0,0.37436363636363634,0.1003457639335319,1
497,28,F,White,38000,388,0.12,135,0.0452137813055003,undergrad,Arts,74000.0,-1.164727272727273,-1.7072926483932767,0
498,25,F,White,21000,344,0.126,135,0.0452137813055003,graduate,Arts,44000.0,-1.288727272727273,-1.8312926483932765,0
499,27,F,White,22000,647,0.066,35,0.159167951253268,undergrad,Arts,10000.0,-0.11090909090909093,-2.0209245059483067,0
500,26,F,White,14000,544,0.039,135,0.0452137813055003,undergrad,STEM,23000.0,-0.17945454545454542,-0.722019921120549,1
501,20,F,White,2500,850,0.079,96,0.0598803195385864,undergrad,Arts,36000.0,0.4842727272727273,-0.23429110719030943,1
502,26,M,Black,10000,592,0.432,142,0.3267463977010624,graduate,Arts,33000.0,-0.9649090909090907,-4.88586586332184,0
503,26,F,White,29000,655,0.173,180,0.0493771096394167,graduate,STEM,71000.0,0.09618181818181823,-0.4963434974911821,1
504,26,F,White,45000,842,0.117,151,0.0588929457918646,undergrad,Arts,11000.0,0.6341818181818183,-0.07253353132055684,1
505,25,M,White,21000,429,0.172,76,0.0206891202622854,undergrad,Arts,58000.0,-1.2216363636363639,-1.4699058067837887,0
506,21,F,White,10000,849,0.171,135,0.0452137813055003,graduate,Arts,29000.0,0.49163636363636365,-0.05092901202963995,1
507,29,M,Black,27000,608,0.315,229,0.0845744546441171,undergrad,STEM,68000.0,-0.5207272727272727,-1.5356207284566779,0
508,29,M,White,18000,549,0.207,96,0.0598803195385864,graduate,Business,42000.0,-0.5232727272727272,-1.2418365617357638,0
509,21,F,White,7500,426,0.025,229,0.0845744546441171,undergrad,Arts,65000.0,-1.0195454545454545,-2.0344389102748597,0
510,19,M,White,2500,611,0.374,135,0.0452137813055003,undergrad,STEM,38000.0,-0.6748181818181818,-1.2173835574841854,1
511,26,F,White,30000,611,0.144,108,0.112115326107651,undergrad,STEM,87000.0,-0.1498181818181818,-1.4952020951099938,0
512,21,M,White,7500,850,0.249,244,0.0401675232474372,undergrad,Arts,39000.0,0.17427272727272727,-0.3077375516965192,1
513,25,F,Black,22000,669,0.117,135,0.0452137813055003,undergrad,Arts,17000.0,-0.13290909090909092,-0.6754744665750945,1
514,21,M,White,2000,768,0.298,23,0.3748923690837981,undergrad,Arts,32000.0,-0.25490909090909086,-4.753617519914667,0
515,27,M,Other,12000,794,0.053,125,0.076007198487916,undergrad,Arts,39000.0,0.38963636363636367,-0.5224500182186284,1
516,22,M,White,21000,850,0.212,135,0.0452137813055003,graduate,Arts,26000.0,0.4792727272727273,-0.06329264839327631,1
517,19,F,Other,4000,480,0.271,154,0.0379126509375481,undergrad,Business,10000.0,-1.036181818181818,-1.4911336294323954,0
518,22,F,White,17000,720,0.092,32,0.0582855875045255,graduate,Arts,40000.0,0.22254545454545452,-0.47688159550885145,1
519,19,F,White,1500,525,0.099,14,0.0716640292402546,undergrad,STEM,18000.0,-0.4435454545454545,-1.3035138054285096,0
520,19,F,Asian,3000,771,0.116,76,0.0206891202622854,undergrad,Arts,31000.0,0.12599999999999997,-0.12226944314742483,1
521,29,F,White,27000,569,0.16,118,0.073208213802911,graduate,Arts,58000.0,-0.5025454545454544,-1.3810440201803864,0
522,19,F,White,7000,596,0.302,30,0.0320534171387883,undergrad,Arts,28000.0,-0.8583636363636363,-1.2430046420290959,0
523,21,F,White,1500,475,0.035,11,0.1175081154987107,undergrad,Business,46000.0,-0.6973636363636363,-2.1074610223481645,0
524,19,F,White,4500,641,0.167,135,0.0452137813055003,undergrad,STEM,16000.0,-0.1397272727272727,-0.6822926483932763,1
525,19,M,White,4500,850,0.324,10,0.0395675295729115,undergrad,Business,70000.0,0.10627272727272727,-0.36853762760221076,1
526,25,M,White,38000,457,0.206,124,0.3590904470954283,undergrad,Arts,64000.0,-1.0858181818181818,-5.394903546963321,0
527,23,M,Asian,2500,759,0.172,73,0.0228348227025087,undergrad,STEM,25000.0,0.2673636363636364,-0.006654236066468033,1
528,19,F,White,1500,717,0.279,25,0.0454556038190779,undergrad,Arts,11000.0,-0.40536363636363637,-0.9508308821925712,1
529,23,F,Other,4500,676,0.19,135,0.0452137813055003,undergrad,Arts,34000.0,-0.35845454545454547,-0.9010199211205491,1
530,32,F,White,32000,651,0.116,135,0.0452137813055003,undergrad,Arts,31000.0,-0.13636363636363638,-0.67892901202964,1
531,19,M,Asian,5000,848,0.231,47,0.0941029777396706,undergrad,STEM,18000.0,0.488,-0.6412357328760474,1
532,23,F,White,2000,836,0.19,76,0.0206891202622854,undergrad,Arts,28000.0,0.2083636363636364,-0.03990580678378841,1
533,26,F,White,17000,560,0.156,80,0.1468675551656549,graduate,Law,42000.0,0.01272727272727281,-1.749683389260586,0
534,26,F,White,27000,563,0.336,25,0.0454556038190779,graduate,Law,36000.0,-0.17636363636363628,-0.7218308821925711,1
535,27,F,White,20000,850,0.131,135,0.0452137813055003,undergrad,Arts,31000.0,0.4852727272727273,-0.0572926483932763,1
536,19,M,Asian,15000,725,0.319,76,0.0206891202622854,graduate,Law,65000.0,0.07472727272727264,-0.17354217042015216,1
537,19,F,Black,1500,534,0.244,35,0.159167951253268,undergrad,STEM,17000.0,-0.7008181818181818,-2.6108335968573977,0
538,24,F,White,19000,812,0.416,135,0.0452137813055003,graduate,STEM,50000.0,0.12109090909090914,-0.42147446657509446,1
539,25,F,White,64000,436,0.169,25,0.0454556038190779,graduate,STEM,21000.0,-0.3821818181818181,-0.9276490640107529,1
540,23,M,Black,2000,572,0.28,135,0.0452137813055003,undergrad,Business,90000.0,-0.8316363636363637,-1.3742017393023673,0
541,32,M,White,28000,549,0.384,158,0.1470202435323732,undergrad,Business,44000.0,-0.9672727272727272,-2.7315156496612056,0
542,26,F,White,23000,651,0.251,76,0.0206891202622854,undergrad,Business,23000.0,-0.26036363636363635,-0.5086330795110612,1
543,20,M,White,2500,695,0.31,248,0.0114381620879679,undergrad,Arts,9000.0,-0.5413636363636364,-0.6786215814192512,1
544,28,M,White,26000,842,0.176,30,0.0320534171387883,graduate,Arts,10000.0,0.5521818181818183,0.16754081251635872,1
545,25,F,White,19000,600,0.276,135,0.0452137813055003,graduate,STEM,50000.0,-0.3698181818181819,-0.9123835574841854,1
546,22,M,White,33000,850,0.253,25,0.0454556038190779,graduate,STEM,20000.0,0.7692727272727273,0.22380548144379253,1
547,21,M,White,5500,300,0.116,161,0.0860070529714547,undergrad,Business,50000.0,-1.4717272727272728,-2.503811908384729,0
548,19,M,White,26000,850,0.293,229,0.0845744546441171,graduate,Arts,6000.0,0.3472727272727274,-0.6676207284566777,1
549,21,M,Asian,2500,657,0.283,135,0.0452137813055003,undergrad,Business,48000.0,-0.5255454545454544,-1.0681108302114581,1
550,23,M,Other,6000,557,0.112,47,0.0941029777396706,undergrad,STEM,23000.0,-0.3261818181818182,-1.4554175510578655,0
551,26,F,White,37000,729,0.239,238,0.1192644904732148,undergrad,Business,15000.0,0.13127272727272732,-1.2999011584058504,0
552,26,F,Other,19000,505,0.32,135,0.0452137813055003,undergrad,Business,35000.0,-0.9532727272727272,-1.4958381029387309,0
553,29,F,Black,12000,596,0.208,96,0.0598803195385864,undergrad,STEM,16000.0,-0.34036363636363637,-1.0589274708266732,1
554,22,F,Black,7500,646,0.147,121,0.0259552783224867,undergrad,Business,32000.0,-0.16354545454545452,-0.47500879441529487,1
555,19,F,White,29000,586,0.117,43,0.1252773475983538,graduate,Law,50000.0,0.05727272727272725,-1.4460554439075182,0
556,23,M,White,8000,683,0.174,20,0.0,undergrad,Business,16000.0,-0.07999999999999999,-0.07999999999999999,1
557,25,M,White,25000,819,0.209,135,0.0452137813055003,undergrad,Arts,181000.0,0.14654545454545448,-0.3960199211205491,1
558,27,F,Other,16000,727,0.196,15,0.058549574873081,undergrad,Business,56000.0,-0.015999999999999986,-0.7185948984769721,1
559,24,F,White,26000,850,0.55,62,0.0725423339255437,undergrad,Arts,21000.0,-0.3167272727272728,-1.187235279833797,1
560,24,F,White,13000,693,0.224,62,0.0725423339255437,undergrad,Arts,23000.0,-0.3136363636363636,-1.1841443707428878,1
561,25,F,White,22000,500,0.142,233,0.065642576798278,undergrad,Arts,21000.0,-0.7974545454545454,-1.5851654670338813,0
562,25,M,Other,46000,403,0.229,65,0.1241910448658457,undergrad,Arts,23000.0,-1.1801818181818182,-2.6704743565719666,0
563,27,F,White,27000,498,0.195,38,0.0889068621286131,undergrad,STEM,12000.0,-0.5807272727272728,-1.64760961827063,0
564,25,F,Black,16000,525,0.317,25,0.0454556038190779,graduate,Arts,17000.0,-0.9425454545454545,-1.4880127003743893,0
565,33,M,White,21000,695,0.172,128,0.0627335567719358,undergrad,Arts,14000.0,-0.15436363636363634,-0.907166317626866,1
566,23,F,Asian,3500,527,0.14,135,0.0452137813055003,undergrad,Arts,33000.0,-0.8062727272727273,-1.3488381029387309,0
567,24,M,Other,22000,850,0.152,135,0.0452137813055003,graduate,Arts,8000.0,0.6052727272727274,0.0627073516067238,1
568,24,M,Asian,12000,659,0.119,62,0.0725423339255437,undergrad,Business,42000.0,-0.13327272727272726,-1.0037807343792515,1
569,25,M,White,38000,524,0.261,149,0.0597392985093231,undergrad,Arts,16000.0,-0.8521818181818183,-1.5690534002936953,0
570,24,F,White,42000,412,0.348,135,0.0452137813055003,graduate,STEM,16000.0,-0.9594545454545456,-1.5020199211205492,0
571,30,M,White,29000,706,0.166,96,0.0598803195385864,undergrad,Arts,57000.0,-0.15436363636363637,-0.8729274708266731,1
572,38,M,White,20000,683,0.168,229,0.0845744546441171,undergrad,Arts,29000.0,-0.196,-1.210893455729405,1
573,30,F,White,29000,850,0.113,73,0.0228348227025087,undergrad,Arts,102000.0,0.4752727272727274,0.20125485484262295,1
574,30,F,White,24000,626,0.157,23,0.3748923690837981,graduate,Arts,54000.0,-0.30727272727272725,-4.805981156278304,0
575,19,F,Black,13000,721,0.266,76,0.0206891202622854,graduate,Arts,40000.0,-0.14581818181818185,-0.3940876249656067,1
576,27,M,White,12000,533,0.288,62,0.0725423339255437,undergrad,Arts,46000.0,-1.1294545454545455,-1.9999625525610698,0
577,26,F,White,17000,663,0.02,135,0.0452137813055003,graduate,Arts,21000.0,0.15927272727272726,-0.38329264839327637,1
578,27,M,White,52000,710,0.165,96,0.0598803195385864,undergrad,Arts,7000.0,0.10018181818181815,-0.6183820162812186,1
579,23,M,White,5000,407,0.206,177,0.128168250145393,undergrad,Arts,18000.0,-1.3656363636363638,-2.9036553653810797,0
580,24,M,Other,42000,626,0.145,59,0.3317741726742946,undergrad,Business,69000.0,-0.12527272727272726,-4.106562799364262,0
581,24,F,White,29000,323,0.136,135,0.0452137813055003,graduate,STEM,70000.0,-1.0370909090909095,-1.579656284756913,0
582,30,F,White,18000,500,0.298,60,0.0352755448242593,undergrad,Arts,16000.0,-1.1334545454545455,-1.556761083345657,0
583,24,M,White,24000,696,0.044,181,0.0694555405916422,graduate,Arts,18000.0,0.27327272727272733,-0.560193759826979,1
584,28,F,Black,17000,680,0.312,129,0.0706920906080956,undergrad,Arts,33000.0,-0.5129090909090909,-1.3612141782062381,0
585,29,F,White,20000,609,0.167,25,0.0454556038190779,undergrad,STEM,59000.0,-0.2630909090909091,-0.808558154919844,1
586,23,F,White,30000,660,0.286,23,0.3748923690837981,graduate,STEM,18000.0,-0.005636363636363578,-4.50434479264194,0
587,19,F,Black,4000,442,0.147,59,0.3317741726742946,undergrad,STEM,38000.0,-0.8263636363636364,-4.807653708455171,0
588,25,M,White,28000,581,0.293,190,0.0622434625037192,graduate,Business,95000.0,-0.5189090909090908,-1.265830640953721,0
589,25,M,White,12000,415,0.267,148,0.0975494628796399,undergrad,Business,95000.0,-1.3165454545454545,-2.487139009101133,0
590,30,M,Other,43000,594,0.238,19,0.0682581446813445,undergrad,Arts,59000.0,-0.6216363636363635,-1.4407340998124976,0
591,22,F,White,7500,740,0.284,58,0.0620081260025002,undergrad,Arts,33000.0,-0.2957272727272727,-1.039824784757275,1
592,32,M,White,30000,566,0.083,112,0.1324079841540636,graduate,Law,112000.0,0.2585454545454545,-1.3303503553033087,0
593,27,F,White,16000,361,0.083,67,0.1492145159619431,undergrad,Business,59000.0,-1.1209090909090909,-2.9114832824524077,0
594,29,M,Other,39000,628,0.323,135,0.0452137813055003,undergrad,STEM,28000.0,-0.292,-0.8345653756660036,1
595,22,F,White,2500,684,0.216,135,0.0452137813055003,undergrad,Arts,47000.0,-0.49336363636363634,-1.0359290120296398,1
596,22,F,White,1500,587,0.072,14,0.0716640292402546,undergrad,Arts,22000.0,-0.4640909090909091,-1.3240592599739642,0
597,20,F,Other,20000,423,0.222,135,0.0452137813055003,graduate,STEM,18000.0,-0.7994545454545452,-1.3420199211205488,0
598,25,M,White,37000,571,0.304,186,0.0625345913873529,undergrad,Arts,14000.0,-0.7732727272727272,-1.523687823920962,0
599,25,M,White,28000,703,0.127,59,0.3317741726742946,undergrad,Arts,28000.0,0.006727272727272721,-3.974562799364262,0
600,19,F,Asian,29000,588,0.235,37,0.0626858966647204,graduate,Business,101000.0,-0.37145454545454537,-1.1236853054311902,1
601,24,F,Black,24000,503,0.089,122,0.0715110732622415,undergrad,STEM,13000.0,-0.36854545454545456,-1.2266783336923526,1
602,21,M,Asian,34000,610,0.129,135,0.0452137813055003,graduate,Business,45000.0,-0.049454545454545445,-0.592019921120549,1
603,31,F,Other,22000,686,0.489,135,0.0452137813055003,undergrad,STEM,40000.0,-0.515090909090909,-1.0576562847569126,1
604,20,F,White,4000,582,0.275,47,0.0941029777396706,undergrad,STEM,57000.0,-0.6732727272727272,-1.8025084601487746,0
605,23,F,Black,43000,762,0.158,104,0.0834136145138897,graduate,STEM,28000.0,0.6992727272727273,-0.3016906468939491,1
606,23,M,White,2500,759,0.334,30,0.0320534171387883,undergrad,Arts,14000.0,-0.35663636363636364,-0.7412773693018233,1
607,22,M,White,3500,557,0.127,35,0.159167951253268,undergrad,Business,76000.0,-0.5711818181818181,-2.481197233221034,0
608,28,F,White,29000,731,0.397,76,0.0206891202622854,undergrad,Arts,19000.0,-0.4254545454545454,-0.6737239886019702,1
609,24,M,White,49000,638,0.055,14,0.0716640292402546,undergrad,Arts,30000.0,0.04036363636363635,-0.8196047145194187,1
610,19,F,White,7500,691,0.145,110,0.1297935402004485,undergrad,Business,51000.0,-0.09590909090909092,-1.6534315733144729,0
611,19,F,Other,23000,370,0.136,135,0.0452137813055003,graduate,STEM,18000.0,-0.8021818181818181,-1.3447471938478217,0
612,22,F,White,3000,735,0.297,66,0.0348740716996293,undergrad,STEM,39000.0,-0.06690909090909086,-0.4853979513046424,1
613,32,M,White,15000,633,0.045,96,0.0598803195385864,undergrad,Arts,19000.0,-0.16181818181818183,-0.8803820162812186,1
614,36,M,Other,43000,513,0.103,135,0.0452137813055003,undergrad,Arts,14000.0,-0.5461818181818181,-1.0887471938478217,1
615,19,F,Black,7000,397,0.296,104,0.0834136145138897,undergrad,STEM,23000.0,-1.27,-2.2709633741666764,0
616,25,M,White,10000,779,0.156,44,0.0905072834983424,graduate,Arts,19000.0,0.26709090909090916,-0.8189964928891996,1
617,32,M,Black,29000,366,0.262,244,0.0401675232474372,graduate,Arts,35000.0,-1.332727272727273,-1.8147375516965194,0
618,19,F,White,15000,300,0.16,202,0.0323575696194292,graduate,Law,53000.0,-1.1527272727272728,-1.541018108160423,0
619,19,M,Asian,4000,815,0.301,25,0.0454556038190779,undergrad,Business,53000.0,0.021999999999999992,-0.5234672458289348,1
620,19,F,White,5000,559,0.248,38,0.0889068621286131,undergrad,Arts,50000.0,-0.9969090909090909,-2.063791436452448,0
621,31,F,White,17000,624,0.247,135,0.0452137813055003,undergrad,Arts,31000.0,-0.5865454545454545,-1.129110830211458,1
622,29,M,White,17000,524,0.284,23,0.3748923690837981,graduate,STEM,29000.0,-0.5741818181818181,-5.072890247187395,0
623,24,F,Asian,42000,828,0.067,196,0.1025750047919756,undergrad,Arts,94000.0,0.5652727272727273,-0.66562733023098,1
624,20,M,White,1000,702,0.141,25,0.0454556038190779,undergrad,STEM,6000.0,0.11309090909090913,-0.43237633673802567,1
625,19,M,White,5500,572,0.249,61,0.0824980369278871,undergrad,Arts,13000.0,-0.8486363636363636,-1.8386128067710088,0
626,32,F,White,29000,717,0.084,37,0.0626858966647204,undergrad,Arts,25000.0,0.14963636363636362,-0.6025943963402811,1
627,19,M,White,7500,540,0.329,14,0.0716640292402546,undergrad,Arts,24000.0,-1.1130000000000002,-1.9729683508830553,0
628,25,F,White,19000,841,0.209,76,0.0206891202622854,undergrad,Arts,21000.0,0.29054545454545455,0.04227601139802975,1
629,27,M,Black,20000,530,0.212,25,0.0454556038190779,undergrad,Arts,16000.0,-0.8403636363636363,-1.3858308821925711,0
630,26,M,White,17000,597,0.236,96,0.0598803195385864,graduate,Arts,34000.0,-0.5127272727272727,-1.2312911071903094,1
631,20,M,White,33000,789,0.409,35,0.159167951253268,graduate,Business,52000.0,0.035454545454545544,-1.8745608695846703,0
632,19,M,White,4000,387,0.139,215,0.117501396154848,undergrad,Arts,15000.0,-1.3103636363636366,-2.7203803902218127,0
633,22,F,Black,6500,722,0.139,25,0.0454556038190779,undergrad,STEM,16000.0,0.22281818181818183,-0.322649064010753,1
634,25,M,Other,22000,532,0.106,23,0.3748923690837981,undergrad,Business,188000.0,-0.509090909090909,-5.007799338096485,0
635,23,F,White,21000,833,0.118,135,0.0452137813055003,graduate,STEM,5000.0,0.9054545454545455,0.3628891697885419,1
636,20,F,Black,5500,712,0.126,135,0.0452137813055003,undergrad,Arts,14000.0,-0.09354545454545454,-0.6361108302114582,1
637,25,F,White,28000,498,0.147,62,0.0725423339255437,graduate,Arts,17000.0,-0.6287272727272727,-1.4992352798337971,0
638,22,M,White,7500,478,0.236,25,0.0454556038190779,undergrad,Arts,51000.0,-1.2524545454545457,-1.7979217912834806,0
639,23,M,White,37000,528,0.054,25,0.0454556038190779,graduate,Law,41000.0,0.02036363636363625,-0.5251036094652985,1
640,26,F,White,17000,579,0.281,135,0.0452137813055003,undergrad,STEM,42000.0,-0.6181818181818182,-1.1607471938478218,1
641,29,M,White,15000,592,0.329,205,0.0159789019923045,graduate,Business,36000.0,-0.528909090909091,-0.720655914816745,1
642,29,F,White,26000,535,0.062,73,0.0228348227025087,graduate,Business,40000.0,-0.13618181818181807,-0.4101996906119225,1
643,23,F,White,40000,682,0.204,25,0.0454556038190779,graduate,Law,85000.0,0.2983636363636364,-0.2471036094652984,1
644,25,M,White,17000,767,0.114,25,0.0454556038190779,undergrad,STEM,15000.0,0.4994545454545455,-0.046012700374389315,1
645,29,F,White,23000,610,0.179,73,0.0228348227025087,undergrad,Business,47000.0,-0.36545454545454537,-0.6394724178846498,1
646,22,M,White,3500,850,0.249,244,0.0401675232474372,undergrad,Business,104000.0,0.2502727272727273,-0.2317375516965191,1
647,19,M,Black,3500,634,0.279,76,0.0206891202622854,undergrad,Arts,32000.0,-0.6951818181818182,-0.9434512613292431,1
648,30,F,White,13000,850,0.195,135,0.0452137813055003,graduate,STEM,21000.0,0.7652727272727273,0.22270735160672372,1
649,28,M,White,18000,643,0.28,135,0.0452137813055003,undergrad,STEM,60000.0,-0.37745454545454554,-0.9200199211205491,1
650,34,M,White,19000,664,0.107,30,0.0320534171387883,graduate,Arts,16000.0,0.0009090909090909011,-0.3837319147563687,1
651,21,F,White,25000,577,0.446,28,0.0368022693879733,graduate,Arts,19000.0,-0.9574545454545456,-1.3990817781102252,0
652,21,M,White,1500,644,0.296,76,0.0206891202622854,undergrad,Arts,54000.0,-0.8048181818181818,-1.0530876249656065,1
653,22,F,Other,3500,523,0.046,30,0.0320534171387883,undergrad,STEM,18000.0,-0.33281818181818174,-0.7174591874836413,1
654,21,F,Black,8000,704,0.12,229,0.0845744546441171,undergrad,Business,25000.0,0.10436363636363637,-0.9105298193657688,1
655,23,F,White,2500,478,0.231,23,0.3748923690837981,undergrad,STEM,28000.0,-0.8724545454545456,-5.371162974460122,0
656,22,M,White,1000,501,0.059,242,0.0548124266172623,undergrad,Arts,67000.0,-0.8538181818181818,-1.5115673012253295,0
657,26,F,Other,27000,762,0.245,131,0.1344456654095692,undergrad,Business,10000.0,0.1792727272727273,-1.4340752576421032,0
658,19,F,White,4500,701,0.171,135,0.0452137813055003,undergrad,STEM,36000.0,0.07045454545454544,-0.47211083021145817,1
659,19,F,White,5500,572,0.374,98,0.1410823134892537,undergrad,STEM,21000.0,-0.7986363636363636,-2.491624125507408,0
660,23,F,Asian,2500,637,0.07,76,0.0206891202622854,undergrad,Business,46000.0,-0.17227272727272727,-0.4205421704201521,1
661,30,M,White,27000,735,0.036,187,0.1012993789722149,undergrad,Business,31000.0,0.49909090909090903,-0.7165016385756697,1
662,19,M,White,2500,796,0.09,135,0.0452137813055003,undergrad,STEM,28000.0,0.5659090909090909,0.023343715243087315,1
