applicant_id,institution_id,cohort_default_rate,race,status,income,credit_score,dti,gpa,program_level,major_risk,loan_amount,score_base,score_with_cdr,approved
1753,ForProfit1,0.25,White,Non-US,45000.0,585.1,0.29386385083816835,2.937,graduate,Business,105000.0,-0.6492780434977443,-1.0992780434977443,0
1754,CommunityCollege,0.12,White,Non-US,44000.0,635.9,0.2181080372859041,2.687,undergrad,STEM,29000.0,-0.1814093283649311,-0.3974093283649311,0
1755,UVA,0.035,White,Non-US,70000.0,572.7,0.11760006654638676,2.787,graduate,Humanities,13000.0,-0.5654561641463488,-0.6284561641463489,0
1756,ForProfit2,0.3,Black,Non-US,57000.0,671.4,0.06855050472873613,3.422,undergrad,Arts,27000.0,0.11285842121786488,-0.42714157878213516,0
1757,CommunityCollege,0.12,White,Non-US,62000.0,701.4,0.19178415666500176,2.426,undergrad,Arts,23000.0,0.14266402070446205,-0.07333597929553795,1
1758,ForProfit2,0.3,White,Non-US,55000.0,571.5,0.3868065940455999,2.852,undergrad,Humanities,36000.0,-1.131145116348633,-1.671145116348633,0
1759,CommunityCollege,0.12,Black,Non-US,18000.0,726.3,0.2354869650694476,2.791,undergrad,Humanities,29000.0,0.3093978864807756,0.0933978864807756,1
1760,ForProfit2,0.3,White,US Person,52000.0,757.7,0.21458167472923323,3.241,undergrad,Humanities,18000.0,1.1059226134661297,0.5659226134661297,1
1761,StateU,0.065,White,US Person,40000.0,628.0,0.05707864606064331,2.609,undergrad,STEM,9000.0,0.03317116321998033,-0.08382883678001968,1
1762,UVA,0.035,White,Non-US,84000.0,663.5,0.16885890763493944,3.058,undergrad,STEM,40000.0,0.4862075160644396,0.4232075160644396,1
1763,ForProfit1,0.25,Asian,Non-US,53000.0,715.7,0.25646535731107745,3.318,undergrad,STEM,26000.0,0.9304945254557759,0.4804945254557759,1
1764,ForProfit1,0.25,White,Non-US,35000.0,573.1,0.21090689731868323,3.115,undergrad,Arts,23000.0,-1.183096144654076,-1.633096144654076,0
1765,ForProfit2,0.3,White,Non-US,36000.0,705.1,0.19726675619682854,2.696,undergrad,Business,23000.0,0.5421690864934607,0.0021690864934607035,1
1766,ForProfit1,0.25,White,Non-US,87000.0,652.8,0.24648356214320535,3.047,undergrad,Humanities,15000.0,0.018938853844778947,-0.43106114615522106,0
1767,StateU,0.065,Other,Non-US,34000.0,695.2,0.26962487372251487,2.83,undergrad,Humanities,19000.0,0.5928235878492975,0.47582358784929746,1
1768,CommunityCollege,0.12,White,Non-US,35000.0,648.1,0.24709203810256442,3.857,graduate,Arts,44000.0,-0.1036101948011583,-0.31961019480115826,0
1769,CommunityCollege,0.12,White,Non-US,39000.0,730.5,0.40690716690154954,2.729,undergrad,STEM,17000.0,0.5306144783667611,0.31461447836676115,1
1770,ForProfit2,0.3,White,Non-US,33000.0,800.0,0.18850319772470575,2.933,graduate,Humanities,41000.0,1.4546437513270076,0.9146437513270076,1
1771,StateU,0.065,White,Non-US,65000.0,647.6,0.15067897856975054,3.378,graduate,STEM,69000.0,0.657931814512368,0.540931814512368,1
1772,UVA,0.035,Asian,Non-US,62000.0,733.4,0.09207385689050541,2.282,graduate,STEM,17000.0,1.3419267903282468,1.2789267903282469,1
1773,ForProfit2,0.3,Other,Non-US,74000.0,628.8,0.08089230925295121,2.713,undergrad,Business,67000.0,-0.15763220803105582,-0.6976322080310559,0
1774,CommunityCollege,0.12,Black,Non-US,84000.0,625.6,0.02,2.832,undergrad,Business,29000.0,0.06485214153313734,-0.15114785846686266,0
1775,CommunityCollege,0.12,Other,Non-US,37000.0,690.6,0.042008990393411064,3.215,undergrad,Arts,39000.0,0.5040180661231246,0.28801806612312464,1
1776,StateU,0.065,White,Non-US,36000.0,574.9,0.13047889055749243,2.886,undergrad,Humanities,62000.0,-0.784790082674247,-0.901790082674247,0
1777,ForProfit2,0.3,Other,Non-US,83000.0,592.7,0.1542737732081266,3.648,graduate,Business,22000.0,-0.23889877717081504,-0.7788987771708151,0
1778,ForProfit2,0.3,Other,US Person,13000.0,615.7,0.06934527590887381,3.153,undergrad,Business,16000.0,-0.07224270660030523,-0.6122427066003052,0
1779,StateU,0.065,White,Non-US,16000.0,702.5,0.17639667910182558,3.126,graduate,Humanities,18000.0,0.42923318089328977,0.3122331808932898,1
1780,ForProfit2,0.3,White,Non-US,55000.0,717.8,0.32401912597418303,2.845,graduate,STEM,16000.0,0.7493728767263306,0.20937287672633054,1
1781,StateU,0.065,White,Non-US,79000.0,766.0,0.0540783257806113,3.115,undergrad,STEM,96000.0,1.9371258167813332,1.8201258167813332,1
1782,CommunityCollege,0.12,Black,Non-US,30000.0,731.2,0.029505977934797,2.697,undergrad,Humanities,21000.0,0.8052199147270027,0.5892199147270027,1
1783,CommunityCollege,0.12,Other,US Person,52000.0,632.0,0.2570338577227691,2.802,undergrad,Business,36000.0,-0.45256671502383516,-0.6685667150238351,0
1784,ForProfit2,0.3,White,Non-US,63000.0,688.7,0.257764639638611,2.536,undergrad,STEM,58000.0,0.39955788508119766,-0.14044211491880237,0
1785,UVA,0.035,Asian,Non-US,88000.0,655.6,0.2963894054807729,2.531,graduate,Humanities,11000.0,0.39799926592866863,0.33499926592866863,1
1786,UVA,0.035,White,Non-US,33000.0,676.2,0.09913742883969996,3.796,graduate,STEM,16000.0,0.5010694890321743,0.4380694890321743,1
1787,StateU,0.065,White,Non-US,26000.0,762.9,0.2334595193249591,2.914,undergrad,Business,38000.0,0.8613418202136214,0.7443418202136214,1
1788,UVA,0.035,White,US Person,59000.0,755.4,0.32897752516092293,3.426,undergrad,Humanities,54000.0,0.7091092717008913,0.6461092717008913,1
1789,UVA,0.035,Black,Non-US,34000.0,670.1,0.22943138312856023,2.895,undergrad,STEM,27000.0,-0.20019159857147234,-0.26319159857147234,0
1790,ForProfit2,0.3,Asian,Non-US,73000.0,590.1,0.31192555652962217,3.27,undergrad,STEM,8000.0,-0.4871459326372011,-1.0271459326372012,0
1791,UVA,0.035,Asian,US Person,98000.0,769.6,0.1442628341224046,3.131,graduate,STEM,34000.0,2.0931793887226426,2.0301793887226425,1
1792,ForProfit1,0.25,White,Non-US,68000.0,634.9,0.3085830994771702,2.678,undergrad,STEM,40000.0,-0.387638958210931,-0.8376389582109309,0
1793,CommunityCollege,0.12,White,US Person,47000.0,656.0,0.13166460729605087,3.904,graduate,Humanities,34000.0,0.47732363786353543,0.2613236378635354,1
1794,UVA,0.035,White,Non-US,26000.0,622.0,0.12227523813648962,3.678,undergrad,Humanities,67000.0,-0.1246005158304749,-0.18760051583047493,0
1795,CommunityCollege,0.12,White,Non-US,21000.0,724.6,0.1662498286951406,2.6,undergrad,Business,17000.0,0.6095835810925962,0.3935835810925963,1
1796,ForProfit1,0.25,White,Non-US,38000.0,669.2,0.49141778038427314,3.661,undergrad,Humanities,40000.0,-0.45822742973131075,-0.9082274297313108,0
1797,StateU,0.065,White,Non-US,34000.0,616.5,0.08202289519669857,3.485,graduate,STEM,15000.0,0.32787847798473646,0.21087847798473647,1
1798,ForProfit1,0.25,Other,Non-US,28000.0,667.3,0.23136280377278012,2.976,undergrad,Business,32000.0,-0.2992746534566946,-0.7492746534566945,0
1799,CommunityCollege,0.12,Black,Non-US,39000.0,686.3,0.24946009733198463,3.454,undergrad,Business,68000.0,-0.07289453690257247,-0.2888945369025725,0
1800,UVA,0.035,Black,Non-US,62000.0,753.2,0.0564711483213066,2.9,undergrad,STEM,75000.0,1.1138316624281481,1.0508316624281482,1
1801,StateU,0.065,White,Non-US,85000.0,672.9,0.11825837707021719,3.309,undergrad,Humanities,34000.0,0.7380717357699004,0.6210717357699004,1
1802,ForProfit2,0.3,White,Non-US,35000.0,613.2,0.25978020721038675,2.528,undergrad,Business,38000.0,-0.6903135932104962,-1.2303135932104963,0
1803,ForProfit1,0.25,White,Non-US,56000.0,624.3,0.19067192299950478,2.236,undergrad,STEM,68000.0,-0.5336266499788284,-0.9836266499788284,0
1804,ForProfit1,0.25,Other,Non-US,71000.0,605.9,0.299908852990732,3.425,graduate,STEM,19000.0,-0.22154181538878948,-0.6715418153887895,0
1805,UVA,0.035,White,Non-US,143000.0,722.3,0.12231075518330789,3.002,graduate,STEM,30000.0,1.6420698959568367,1.5790698959568368,1
1806,ForProfit1,0.25,White,Non-US,52000.0,542.2,0.13467735210912993,2.754,undergrad,Humanities,9000.0,-0.9046521171770668,-1.354652117177067,0
1807,UVA,0.035,White,Non-US,45000.0,534.9,0.07298553007300429,3.415,graduate,Humanities,27000.0,-0.9396643259725346,-1.0026643259725345,0
1808,ForProfit1,0.25,White,US Person,53000.0,730.3,0.11695282830421401,2.881,graduate,Arts,53000.0,0.9720155791768981,0.5220155791768981,1
1809,CommunityCollege,0.12,Asian,Non-US,31000.0,786.7,0.19563762756259065,2.501,undergrad,Business,20000.0,1.4328130922846394,1.2168130922846394,1
1810,ForProfit1,0.25,White,Non-US,52000.0,607.3,0.2947130469292972,2.845,graduate,Business,49000.0,-0.5756088805122768,-1.0256088805122767,0
1811,ForProfit2,0.3,White,Non-US,27000.0,638.9,0.10408803059656237,3.081,undergrad,STEM,62000.0,0.07629662668531847,-0.4637033733146816,0
1812,StateU,0.065,White,Non-US,39000.0,578.4,0.13655731801253215,2.445,undergrad,STEM,12000.0,-0.8334879573421111,-0.9504879573421111,0
1813,CommunityCollege,0.12,White,Non-US,64000.0,800.0,0.1818702630141779,3.667,undergrad,Arts,101000.0,1.7525092216237534,1.5365092216237535,1
1814,StateU,0.065,White,US Person,53000.0,726.0,0.07040474301068207,3.168,undergrad,STEM,30000.0,1.372669632750732,1.255669632750732,1
1815,ForProfit1,0.25,Asian,Non-US,24000.0,722.4,0.21571256786726076,2.906,undergrad,Humanities,18000.0,0.5908835471508755,0.14088354715087553,1
1816,ForProfit1,0.25,White,Non-US,37000.0,560.6,0.3363816227113969,2.894,graduate,STEM,37000.0,-0.9307144510256949,-1.380714451025695,0
1817,StateU,0.065,Other,US Person,45000.0,603.8,0.10516677370651586,2.677,undergrad,Humanities,13000.0,-0.6740442547207368,-0.7910442547207368,0
1818,CommunityCollege,0.12,White,US Person,25000.0,746.1,0.10503554448057008,2.997,graduate,STEM,40000.0,1.5215579921320563,1.3055579921320564,1
1819,CommunityCollege,0.12,Asian,US Person,33000.0,708.5,0.05548225492531922,3.434,undergrad,STEM,15000.0,1.2211351695340915,1.0051351695340915,1
1820,CommunityCollege,0.12,White,Non-US,122000.0,549.5,0.5222786274950983,3.397,undergrad,Business,14000.0,-1.1579886142354032,-1.3739886142354032,0
1821,StateU,0.065,White,US Person,33000.0,671.4,0.1425758539385844,2.874,graduate,Humanities,10000.0,0.06825557631056794,-0.04874442368943206,1
1822,CommunityCollege,0.12,White,Non-US,113000.0,616.6,0.1144781809675219,2.983,undergrad,Business,82000.0,0.05420563149079213,-0.16179436850920786,0
1823,StateU,0.065,White,US Person,35000.0,738.1,0.27844634056641926,2.663,undergrad,Business,25000.0,0.68068856134899,0.56368856134899,1
1824,ForProfit2,0.3,White,Non-US,101000.0,667.9,0.2525994276786686,2.975,undergrad,Business,21000.0,0.35537732907759895,-0.1846226709224011,0
1825,UVA,0.035,Other,Non-US,33000.0,681.2,0.22030266463820278,3.43,graduate,Humanities,51000.0,0.36058844381770044,0.29758844381770044,1
1826,ForProfit2,0.3,Black,Non-US,44000.0,647.6,0.021966026263592016,2.894,graduate,Business,41000.0,0.1312048217877207,-0.40879517821227934,0
1827,ForProfit2,0.3,White,Non-US,60000.0,627.7,0.23362964761194646,2.561,undergrad,Business,53000.0,-0.3426274418181367,-0.8826274418181368,0
1828,CommunityCollege,0.12,Other,US Person,79000.0,599.2,0.15508439523298265,2.657,undergrad,Business,12000.0,-0.5648950234873694,-0.7808950234873694,0
1829,StateU,0.065,White,Non-US,63000.0,745.1,0.14036749894659642,2.859,undergrad,STEM,117000.0,1.248956368842481,1.131956368842481,1
1830,CommunityCollege,0.12,Black,Non-US,51000.0,657.0,0.21156442791896443,2.802,undergrad,Humanities,18000.0,-0.26234237125838816,-0.4783423712583882,0
1831,CommunityCollege,0.12,Asian,Non-US,18000.0,645.4,0.23252715595378776,3.099,graduate,Arts,49000.0,-0.07900188788994564,-0.29500188788994564,0
1832,StateU,0.065,White,Non-US,75000.0,754.0,0.27958829245073863,2.945,undergrad,STEM,80000.0,1.09851200985046,0.9815120098504599,1
1833,CommunityCollege,0.12,White,Non-US,101000.0,715.8,0.3450988463013344,2.788,undergrad,Humanities,10000.0,0.36290312611965236,0.14690312611965237,1
1834,UVA,0.035,White,Non-US,46000.0,738.6,0.24548179286046326,3.2,undergrad,Business,87000.0,0.9869832716958455,0.9239832716958455,1
1835,CommunityCollege,0.12,White,Non-US,43000.0,664.0,0.21913502808361668,3.427,undergrad,STEM,56000.0,0.2855759722211573,0.06957597222115733,1
1836,StateU,0.065,White,Non-US,33000.0,749.6,0.3468168518012583,3.189,undergrad,STEM,45000.0,0.6841991669287375,0.5671991669287375,1
1837,ForProfit1,0.25,Black,Non-US,60000.0,702.9,0.1846579651516101,2.923,undergrad,Humanities,11000.0,0.3156908705496715,-0.13430912945032852,0
1838,CommunityCollege,0.12,White,Non-US,36000.0,646.5,0.07368477263724608,3.359,undergrad,Business,19000.0,0.014501794174889227,-0.20149820582511077,0
1839,CommunityCollege,0.12,Other,US Person,37000.0,663.0,0.07642751235729386,3.028,graduate,Business,42000.0,0.47191807626053567,0.25591807626053564,1
1840,StateU,0.065,Black,Non-US,51000.0,626.5,0.34180763264065445,2.552,undergrad,Business,20000.0,-0.5422699252025691,-0.6592699252025691,0
1841,ForProfit2,0.3,Other,Non-US,22000.0,651.6,0.2763682725684965,3.929,undergrad,Arts,11000.0,-0.08400197968193703,-0.624001979681937,0
1842,CommunityCollege,0.12,Asian,US Person,59000.0,800.0,0.1291596007210924,3.528,undergrad,Humanities,48000.0,2.0160979700209016,1.8000979700209017,1
1843,UVA,0.035,White,Non-US,33000.0,553.2,0.25410336416965984,2.597,undergrad,Arts,19000.0,-1.3147186886361442,-1.377718688636144,0
1844,CommunityCollege,0.12,White,Non-US,35000.0,734.7,0.10310900409567837,2.532,undergrad,Humanities,35000.0,0.8145844465015281,0.5985844465015281,1
1845,StateU,0.065,Black,US Person,94000.0,719.1,0.2532245023256845,3.04,undergrad,Humanities,9000.0,0.5640783849250762,0.44707838492507623,1
1846,UVA,0.035,White,Non-US,16000.0,591.3,0.23768784574807525,3.045,graduate,STEM,72000.0,-0.6767374552439385,-0.7397374552439385,0
1847,CommunityCollege,0.12,White,Non-US,40000.0,727.9,0.21877493101189754,2.825,graduate,STEM,35000.0,1.0155213657093616,0.7995213657093616,1
1848,ForProfit2,0.3,White,Non-US,32000.0,719.7,0.5026145557364289,2.873,graduate,Business,37000.0,0.05674620629080938,-0.48325379370919064,0
1849,CommunityCollege,0.12,White,Non-US,50000.0,701.2,0.13149744315973774,2.746,undergrad,Humanities,27000.0,0.5304958418945503,0.3144958418945504,1
1850,StateU,0.065,Black,Non-US,57000.0,793.3,0.22671029272635387,2.945,graduate,Business,10000.0,1.2987101171134292,1.1817101171134292,1
1851,CommunityCollege,0.12,White,Non-US,30000.0,705.5,0.1423133128115092,3.332,graduate,Business,29000.0,0.9257968920684994,0.7097968920684994,1
1852,CommunityCollege,0.12,White,Non-US,74000.0,681.2,0.23037752331546638,2.908,undergrad,Humanities,18000.0,0.24643940230215067,0.03043940230215067,1
1853,CommunityCollege,0.12,White,Non-US,37000.0,766.0,0.19558927356870523,3.647,undergrad,Business,71000.0,1.256628125688155,1.040628125688155,1
1854,StateU,0.065,White,Non-US,89000.0,682.8,0.13176381912908447,2.277,undergrad,Business,49000.0,0.6692300681725734,0.5522300681725734,1
1855,ForProfit2,0.3,Other,Non-US,119000.0,706.7,0.22302807173794587,3.689,undergrad,Business,11000.0,1.1948248577068306,0.6548248577068305,1
1856,StateU,0.065,White,Non-US,32000.0,777.4,0.10752725688556422,2.459,undergrad,Business,20000.0,1.271379970582757,1.154379970582757,1
1857,StateU,0.065,White,Non-US,39000.0,657.3,0.23111441065197155,2.747,graduate,Business,43000.0,0.18552197154578398,0.06852197154578397,1
1858,ForProfit1,0.25,White,Non-US,23000.0,659.3,0.17027988846541756,3.735,graduate,STEM,35000.0,0.31932348799979093,-0.13067651200020908,0
1859,ForProfit2,0.3,White,US Person,62000.0,676.4,0.19339604460278476,3.463,graduate,STEM,19000.0,0.44906332907785784,-0.0909366709221422,1
1860,StateU,0.065,White,Non-US,35000.0,653.9,0.33407855914042495,2.818,undergrad,STEM,48000.0,-0.06803247034119828,-0.1850324703411983,0
1861,StateU,0.065,White,Non-US,105000.0,754.3,0.1836769914968643,3.285,undergrad,Humanities,9000.0,1.5984939033287,1.4814939033287,1
1862,CommunityCollege,0.12,Asian,Non-US,59000.0,631.1,0.20793059590997112,2.459,undergrad,Business,24000.0,-0.0212514719609479,-0.2372514719609479,0
1863,CommunityCollege,0.12,Other,Non-US,27000.0,644.6,0.14536337905632735,2.891,undergrad,Humanities,10000.0,0.13153341745024577,-0.08446658254975423,1
1864,ForProfit1,0.25,White,Non-US,27000.0,692.5,0.17974922142277266,3.099,undergrad,STEM,69000.0,0.47162221535496074,0.021622215354960728,1
1865,ForProfit2,0.3,Other,Non-US,55000.0,654.0,0.1763435813261656,3.401,undergrad,STEM,14000.0,0.20721343853907398,-0.33278656146092606,0
1866,ForProfit1,0.25,White,Non-US,43000.0,680.2,0.3344012019921737,2.855,undergrad,STEM,31000.0,0.2925037558581489,-0.1574962441418511,0
1867,ForProfit2,0.3,White,Non-US,35000.0,590.7,0.07399413510406898,2.63,graduate,Business,39000.0,-0.35276309531927413,-0.8927630953192742,0
1868,ForProfit2,0.3,Black,US Person,33000.0,647.6,0.29831053600060614,3.639,undergrad,STEM,21000.0,-0.32330226170685655,-0.8633022617068566,0
1869,StateU,0.065,White,Non-US,31000.0,599.3,0.10827546757602377,2.837,undergrad,Humanities,30000.0,-0.42390940045044123,-0.5409094004504412,0
1870,UVA,0.035,White,US Person,89000.0,591.3,0.13103052279211524,3.274,graduate,Arts,27000.0,-0.046659913674268444,-0.10965991367426846,1
1871,StateU,0.065,White,US Person,56000.0,736.7,0.04410923263376603,3.03,graduate,Arts,28000.0,1.2122750213011237,1.0952750213011238,1
1872,CommunityCollege,0.12,Asian,Non-US,81000.0,688.4,0.20268796097684377,2.335,undergrad,Business,56000.0,0.5887738995254702,0.37277389952547024,1
1873,StateU,0.065,White,Non-US,34000.0,621.2,0.0791553802202854,3.648,graduate,Business,19000.0,0.16399682394892762,0.04699682394892761,1
1874,ForProfit2,0.3,White,Non-US,62000.0,628.9,0.33997031864886534,3.027,undergrad,STEM,36000.0,-0.2790782942836158,-0.8190782942836159,0
1875,StateU,0.065,White,Non-US,56000.0,730.0,0.2795243595127457,3.051,undergrad,Humanities,38000.0,0.5928876460274973,0.47588764602749734,1
1876,ForProfit1,0.25,White,Non-US,71000.0,731.2,0.23361095847385957,2.342,undergrad,Humanities,61000.0,0.30719746361739825,-0.14280253638260176,0
1877,ForProfit1,0.25,Other,Non-US,43000.0,707.9,0.12787186832980074,3.291,undergrad,Arts,29000.0,0.6453259792184578,0.1953259792184578,1
1878,CommunityCollege,0.12,White,Non-US,23000.0,768.2,0.19215457938728261,3.118,undergrad,Business,45000.0,1.0688699221110063,0.8528699221110063,1
1879,StateU,0.065,White,US Person,51000.0,741.0,0.18863739561412252,3.032,undergrad,STEM,39000.0,1.2441941955035023,1.1271941955035023,1
1880,CommunityCollege,0.12,White,Non-US,31000.0,700.6,0.14043554774138356,2.103,undergrad,STEM,41000.0,0.3067637047824443,0.0907637047824443,1
1881,CommunityCollege,0.12,White,Non-US,23000.0,705.5,0.31259003317196377,3.181,undergrad,Business,45000.0,0.2798449824575188,0.06384498245751882,1
1882,CommunityCollege,0.12,Other,Non-US,31000.0,679.3,0.13552943032284145,3.064,undergrad,Business,31000.0,0.11791617789949425,-0.09808382210050574,1
1883,ForProfit1,0.25,Black,Non-US,28000.0,698.1,0.05052680767866189,3.322,graduate,Humanities,13000.0,0.7120692557176779,0.26206925571767786,1
1884,StateU,0.065,Black,Non-US,44000.0,700.7,0.1294189658013048,3.649,undergrad,Humanities,30000.0,0.4620187908623288,0.3450187908623288,1
1885,StateU,0.065,White,Non-US,35000.0,726.1,0.12644174992494692,2.595,undergrad,Business,30000.0,0.8468957192688058,0.7298957192688058,1
1886,StateU,0.065,Other,Non-US,33000.0,672.1,0.23400831571949723,3.117,graduate,Business,37000.0,0.13494866866111016,0.017948668661110154,1
1887,ForProfit2,0.3,Other,Non-US,55000.0,563.0,0.2854270144674918,3.819,graduate,Business,34000.0,-0.10173169144955503,-0.6417316914495551,0
1888,ForProfit1,0.25,Black,Non-US,41000.0,636.6,0.08568421244999014,3.111,undergrad,Business,17000.0,-0.38978781239334914,-0.8397878123933491,0
1889,ForProfit1,0.25,White,Non-US,65000.0,650.4,0.13909401599055637,2.961,undergrad,Business,23000.0,0.27552626917754003,-0.17447373082245998,0
1890,CommunityCollege,0.12,White,US Person,25000.0,753.8,0.36356849173156314,2.691,undergrad,STEM,60000.0,0.5548943186275331,0.33889431862753316,1
1891,UVA,0.035,White,Non-US,30000.0,617.2,0.07018124533184045,3.257,undergrad,Business,19000.0,-0.04277833956300882,-0.10577833956300883,1
1892,CommunityCollege,0.12,Other,Non-US,70000.0,604.8,0.2739342620302445,3.128,undergrad,Business,21000.0,-0.3926686822228996,-0.6086686822228996,0
1893,ForProfit2,0.3,Asian,Non-US,72000.0,706.6,0.19586802747512713,3.317,undergrad,Business,25000.0,0.832750354348428,0.292750354348428,1
1894,CommunityCollege,0.12,White,Non-US,43000.0,767.2,0.2550490160870563,2.879,undergrad,Business,35000.0,1.0013855290884368,0.7853855290884368,1
1895,ForProfit1,0.25,White,Non-US,27000.0,614.5,0.15391872021042885,3.016,graduate,Humanities,21000.0,-0.5869857533574294,-1.0369857533574294,0
1896,ForProfit1,0.25,White,Non-US,97000.0,657.1,0.21843610647667894,2.552,undergrad,STEM,31000.0,0.20796510345471286,-0.24203489654528715,0
1897,CommunityCollege,0.12,White,Non-US,50000.0,652.4,0.1224105665037593,3.099,graduate,Humanities,20000.0,0.11135299454918549,-0.10464700545081451,1
1898,CommunityCollege,0.12,White,Non-US,82000.0,625.5,0.05833894979884388,2.757,undergrad,Arts,14000.0,0.00031329618716282107,-0.21568670381283717,0
1899,CommunityCollege,0.12,Other,Non-US,204000.0,667.4,0.142811556955152,3.186,undergrad,STEM,41000.0,1.197655595960124,0.9816555959601241,1
1900,CommunityCollege,0.12,White,Non-US,67000.0,585.0,0.2918331451662605,3.267,graduate,Business,64000.0,-0.530999206905377,-0.746999206905377,0
1901,CommunityCollege,0.12,White,Non-US,32000.0,700.3,0.14141016464825062,3.343,undergrad,Humanities,22000.0,0.5803218789435568,0.36432187894355683,1
1902,CommunityCollege,0.12,White,Non-US,37000.0,722.3,0.11797429574384628,3.449,undergrad,STEM,29000.0,0.8076552086837525,0.5916552086837525,1
1903,CommunityCollege,0.12,Asian,Non-US,94000.0,718.7,0.15806693661261548,3.024,undergrad,Business,13000.0,1.1603590881338448,0.9443590881338448,1
1904,ForProfit1,0.25,White,Non-US,41000.0,679.1,0.31835616031999003,2.758,undergrad,Humanities,30000.0,0.010477988298213003,-0.439522011701787,0
1905,ForProfit2,0.3,White,US Person,62000.0,580.5,0.12426775033018836,2.77,undergrad,STEM,25000.0,-0.5426670165697302,-1.0826670165697303,0
1906,StateU,0.065,White,Non-US,86000.0,548.9,0.25382781681623634,3.363,graduate,Arts,56000.0,-0.9900462073034929,-1.107046207303493,0
1907,StateU,0.065,White,US Person,51000.0,746.6,0.32253950731934977,2.623,undergrad,Business,42000.0,0.6329961047689232,0.5159961047689232,1
1908,ForProfit1,0.25,White,US Person,87000.0,704.9,0.19971103197963372,2.969,undergrad,Arts,69000.0,0.7068364566821832,0.2568364566821832,1
1909,ForProfit1,0.25,Other,US Person,23000.0,547.4,0.2380177778561005,3.275,undergrad,Humanities,40000.0,-1.3874689180554531,-1.837468918055453,0
1910,StateU,0.065,White,Non-US,82000.0,698.1,0.278656610882152,2.626,graduate,STEM,34000.0,0.5647286656956623,0.4477286656956623,1
1911,UVA,0.035,Other,Non-US,55000.0,591.5,0.1289123750490947,3.828,undergrad,STEM,59000.0,0.16948580147161907,0.10648580147161905,1
1912,StateU,0.065,White,Non-US,44000.0,636.2,0.23130787058856433,2.998,undergrad,STEM,25000.0,0.13287174066784446,0.015871740667844456,1
1913,CommunityCollege,0.12,White,Non-US,64000.0,711.0,0.08177777242929739,3.041,graduate,Business,61000.0,1.4290358375207544,1.2130358375207544,1
1914,ForProfit1,0.25,White,Non-US,12000.0,578.2,0.053791853958914185,2.795,undergrad,STEM,21000.0,-0.46930147009863554,-0.9193014700986355,0
1915,StateU,0.065,White,Non-US,34000.0,800.0,0.37161743234574707,3.096,undergrad,STEM,32000.0,1.3453086018412947,1.2283086018412948,1
1916,ForProfit2,0.3,White,US Person,35000.0,660.3,0.07666312420191036,2.907,undergrad,Arts,38000.0,-0.07279537160682269,-0.6127953716068227,0
1917,UVA,0.035,Black,Non-US,28000.0,592.6,0.06970799914148919,3.295,undergrad,Arts,86000.0,-0.7244329172674218,-0.7874329172674218,0
1918,UVA,0.035,White,Non-US,105000.0,694.2,0.17000346546392323,3.384,undergrad,Arts,58000.0,0.787070139956879,0.724070139956879,1
1919,ForProfit1,0.25,Other,Non-US,39000.0,622.0,0.40711619611344874,2.656,graduate,Business,12000.0,-0.7184030219331107,-1.1684030219331107,0
1920,ForProfit2,0.3,Asian,Non-US,48000.0,658.7,0.21123585286202853,2.792,undergrad,STEM,56000.0,0.44200937362847204,-0.097990626371528,1
1921,CommunityCollege,0.12,White,Non-US,87000.0,684.7,0.4110599943189712,2.727,undergrad,Business,18000.0,0.2398376265928959,0.0238376265928959,1
1922,StateU,0.065,Black,US Person,49000.0,670.7,0.3356011786587216,2.993,undergrad,STEM,32000.0,-0.23105414099950317,-0.34805414099950316,0
1923,StateU,0.065,White,Non-US,88000.0,647.1,0.19858879810261565,2.616,undergrad,Business,38000.0,-0.22448342416411984,-0.34148342416411986,0
1924,CommunityCollege,0.12,White,Non-US,112000.0,556.2,0.2775573830731382,3.071,undergrad,STEM,73000.0,-0.4640344144663321,-0.6800344144663321,0
1925,CommunityCollege,0.12,White,Non-US,57000.0,689.2,0.27116857956602036,3.696,undergrad,STEM,39000.0,0.6904396348950486,0.4744396348950486,1
1926,CommunityCollege,0.12,White,Non-US,47000.0,644.1,0.27675654603122973,2.941,undergrad,Humanities,47000.0,-0.36243745211840844,-0.5784374521184085,0
1927,StateU,0.065,Black,Non-US,52000.0,674.4,0.19249537943242126,3.295,undergrad,STEM,41000.0,0.12637963334711905,0.00937963334711904,1
1928,UVA,0.035,White,Non-US,51000.0,708.2,0.3015840755323218,2.849,graduate,STEM,58000.0,0.6720846723675773,0.6090846723675772,1
1929,CommunityCollege,0.12,White,US Person,20000.0,680.5,0.17611892178614336,2.563,undergrad,STEM,27000.0,0.3711826734203699,0.15518267342036993,1
1930,ForProfit2,0.3,Other,Non-US,51000.0,800.0,0.059548937328258916,2.655,undergrad,Business,44000.0,2.03956114302067,1.49956114302067,1
1931,StateU,0.065,Other,Non-US,38000.0,762.4,0.25966407823143245,2.888,graduate,STEM,92000.0,1.155944376241444,1.038944376241444,1
1932,CommunityCollege,0.12,White,Non-US,57000.0,675.9,0.20949382567695268,2.941,undergrad,Arts,23000.0,-0.021676599409579,-0.237676599409579,0
1933,StateU,0.065,White,Non-US,97000.0,751.9,0.11667667197944676,3.088,graduate,Humanities,44000.0,1.3091443456021499,1.1921443456021499,1
