applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,model1_recommendation,model2_recommendation,loan_granted,good_loan
4434,23,M,White,7500,579,0.211,37,0.0627,undergrad,Arts,45000.0,0,0,0,
4435,23,M,Other,6000,627,0.166,25,0.0455,undergrad,Arts,18000.0,1,0,1,1
4436,28,M,White,51000,579,0.169,125,0.076,graduate,Arts,26000.0,1,1,1,1
4437,21,M,Asian,21000,784,0.286,135,0.0452,graduate,STEM,46000.0,1,1,1,1
4438,22,M,White,10000,843,0.024,72,0.098,graduate,Business,56000.0,1,1,1,1
4439,19,F,White,7500,850,0.098,37,0.0627,undergrad,Business,16000.0,1,1,1,1
4440,19,M,White,13000,637,0.481,25,0.0455,graduate,Law,24000.0,0,0,0,
4441,23,F,Other,7000,659,0.178,229,0.0846,undergrad,Arts,23000.0,0,0,1,1
4442,19,M,White,1000,532,0.354,37,0.0627,undergrad,Business,30000.0,0,0,0,
4443,29,F,White,14000,850,0.126,135,0.0452,undergrad,Arts,9000.0,1,1,1,1
4444,21,M,White,16000,518,0.106,154,0.0379,graduate,Business,69000.0,1,1,1,1
4445,32,M,White,21000,737,0.29,244,0.0402,undergrad,Business,43000.0,1,0,1,0
4446,19,F,Asian,3500,824,0.204,25,0.0455,undergrad,STEM,19000.0,1,1,1,1
4447,19,F,Other,33000,731,0.119,127,0.0,graduate,Law,59000.0,1,1,1,1
4448,19,M,White,8000,687,0.126,62,0.0725,undergrad,STEM,31000.0,1,1,1,1
4449,27,F,White,15000,820,0.081,135,0.0452,undergrad,Arts,9000.0,1,1,1,1
4450,24,F,Black,27000,407,0.11,76,0.0207,graduate,Law,22000.0,1,1,1,1
4451,30,M,Black,40000,599,0.385,135,0.0452,undergrad,Arts,26000.0,0,0,0,
4452,23,F,Other,3000,673,0.256,96,0.0599,undergrad,Business,19000.0,0,0,0,
4453,27,F,Asian,16000,716,0.373,135,0.0452,undergrad,Business,42000.0,0,0,0,
4454,19,F,Black,3500,602,0.208,25,0.0455,undergrad,STEM,44000.0,1,0,0,
4455,23,F,Asian,5500,731,0.4,135,0.0452,undergrad,Arts,58000.0,0,0,0,
4456,19,M,White,24000,818,0.115,135,0.0452,graduate,STEM,116000.0,1,1,1,1
4457,20,M,White,5000,850,0.139,135,0.0452,undergrad,Arts,28000.0,1,1,1,1
4458,19,M,Other,5000,660,0.202,32,0.0583,undergrad,STEM,36000.0,1,1,1,1
4459,26,M,White,24000,598,0.206,135,0.0452,graduate,Law,68000.0,1,1,1,1
4460,26,M,White,53000,845,0.099,139,0.3296,undergrad,STEM,16000.0,0,1,1,1
4461,31,F,White,15000,800,0.254,77,0.3375,undergrad,Business,10000.0,0,1,1,1
4462,19,F,White,6000,800,0.075,25,0.0455,undergrad,STEM,46000.0,1,1,1,1
4463,20,F,White,15000,454,0.157,62,0.0725,graduate,Arts,22000.0,0,0,0,
4464,24,F,White,33000,850,0.107,96,0.0599,undergrad,Business,27000.0,1,1,1,1
4465,25,F,Other,15000,713,0.124,5,0.1198,undergrad,STEM,29000.0,0,1,1,1
4466,19,M,White,10000,656,0.141,125,0.076,graduate,Law,40000.0,1,1,1,1
4467,21,F,White,15000,441,0.151,135,0.0452,graduate,Business,112000.0,1,0,0,
4468,19,M,Other,2500,706,0.15,25,0.0455,undergrad,Arts,23000.0,1,1,1,1
4469,27,M,White,52000,783,0.169,62,0.0725,graduate,Law,116000.0,1,1,1,1
4470,30,M,Asian,30000,699,0.171,205,0.016,undergrad,Business,15000.0,1,1,1,1
4471,25,F,Other,10000,347,0.147,125,0.076,undergrad,STEM,30000.0,0,0,0,
4472,21,M,White,2500,611,0.15,112,0.1324,undergrad,Arts,8000.0,0,0,1,1
4473,19,F,Other,3500,741,0.425,25,0.0455,undergrad,Arts,21000.0,0,0,0,
4474,19,M,Black,5500,738,0.046,135,0.0452,undergrad,Business,20000.0,1,1,1,1
4475,27,F,White,34000,711,0.223,142,0.3267,undergrad,STEM,43000.0,0,1,1,1
4476,33,M,White,13000,802,0.214,76,0.0207,graduate,STEM,24000.0,1,1,1,1
4477,21,M,White,6500,850,0.127,14,0.0717,undergrad,STEM,28000.0,1,1,1,1
4478,21,M,White,2000,716,0.097,76,0.0207,undergrad,Arts,16000.0,1,1,1,1
4479,27,M,Black,22000,769,0.165,55,0.137,undergrad,Arts,43000.0,0,1,1,1
4480,20,M,Other,1000,538,0.272,229,0.0846,undergrad,Arts,42000.0,0,0,0,
4481,19,F,Asian,8000,781,0.168,66,0.0349,undergrad,Arts,27000.0,1,1,1,1
4482,27,M,White,13000,834,0.045,215,0.1175,undergrad,STEM,44000.0,1,1,1,1
4483,21,F,White,3000,503,0.284,237,0.0959,undergrad,Business,45000.0,0,0,0,
4484,32,M,White,10000,850,0.305,25,0.0455,graduate,Law,39000.0,1,1,1,1
4485,23,F,White,2500,823,0.185,76,0.0207,undergrad,STEM,22000.0,1,1,1,1
4486,20,F,Black,6500,555,0.137,112,0.1324,undergrad,Business,35000.0,0,1,0,
4487,24,M,Other,29000,507,0.216,135,0.0452,undergrad,Arts,12000.0,0,0,0,
4488,19,F,White,4500,759,0.147,25,0.0455,undergrad,Arts,119000.0,1,1,1,1
4489,32,F,White,17000,651,0.122,76,0.0207,graduate,Business,20000.0,1,1,1,1
4490,34,M,Black,13000,418,0.114,38,0.0889,graduate,Business,69000.0,0,1,0,
4491,24,M,Asian,50000,623,0.263,25,0.0455,undergrad,Arts,33000.0,0,0,0,
4492,24,M,Black,42000,590,0.361,124,0.3591,undergrad,Arts,59000.0,0,0,0,
4493,22,M,White,8000,850,0.146,206,0.0751,undergrad,Business,48000.0,1,1,1,1
4494,27,F,Black,38000,677,0.373,112,0.1324,undergrad,Business,96000.0,0,0,0,
4495,28,M,White,19000,736,0.227,238,0.1193,undergrad,Business,35000.0,0,1,1,1
4496,25,F,White,14000,850,0.123,73,0.0228,undergrad,STEM,42000.0,1,1,1,1
4497,24,M,White,10000,763,0.355,55,0.137,undergrad,Arts,40000.0,0,0,0,
4498,27,M,Other,24000,721,0.489,25,0.0455,graduate,Law,20000.0,0,0,0,
4499,26,F,Black,15000,580,0.125,120,0.0542,graduate,Law,64000.0,1,1,1,1
4500,26,F,Other,25000,404,0.287,232,0.083,graduate,Arts,19000.0,0,0,0,
4501,24,F,White,36000,520,0.258,205,0.016,graduate,Business,41000.0,1,0,0,
4502,26,M,White,46000,578,0.209,73,0.0228,graduate,Law,68000.0,1,1,1,1
4503,33,F,Other,25000,628,0.263,59,0.3318,undergrad,Business,74000.0,0,0,0,
4504,24,F,White,24000,736,0.102,76,0.0207,undergrad,STEM,39000.0,1,1,1,1
4505,27,M,Black,30000,690,0.149,62,0.0725,undergrad,STEM,60000.0,1,1,1,1
4506,29,F,Asian,24000,586,0.448,76,0.0207,undergrad,Arts,24000.0,0,0,0,
4507,27,F,Other,31000,633,0.167,97,0.17,undergrad,Business,39000.0,0,1,0,
4508,23,F,White,5500,574,0.301,88,0.2973,undergrad,Arts,23000.0,0,0,0,
4509,19,M,White,2000,389,0.023,135,0.0452,undergrad,Arts,35000.0,1,1,0,
4510,21,M,White,43000,791,0.255,135,0.0452,graduate,STEM,45000.0,1,1,1,1
4511,23,M,White,2500,744,0.177,216,0.0446,undergrad,Arts,74000.0,1,0,1,1
4512,33,M,Other,27000,396,0.358,135,0.0452,undergrad,STEM,42000.0,0,0,0,
4513,27,M,White,10000,716,0.166,135,0.0452,undergrad,STEM,75000.0,1,1,1,1
4514,27,F,White,27000,784,0.23,76,0.0207,graduate,Law,43000.0,1,1,1,1
4515,25,M,Black,22000,352,0.199,120,0.0542,graduate,STEM,33000.0,0,0,0,
4516,20,M,White,1000,716,0.259,62,0.0725,undergrad,Arts,46000.0,0,0,1,0
4517,19,F,White,5500,495,0.155,143,0.3225,undergrad,Arts,13000.0,0,0,0,
4518,23,M,White,3000,756,0.187,112,0.1324,undergrad,Arts,15000.0,0,1,1,1
4519,21,F,White,1500,813,0.311,215,0.1175,undergrad,Arts,85000.0,0,0,1,0
4520,19,F,Black,10000,850,0.267,38,0.0889,graduate,Business,60000.0,0,1,1,1
4521,23,F,White,5500,610,0.102,76,0.0207,undergrad,Arts,41000.0,1,1,1,1
4522,24,M,White,18000,612,0.151,14,0.0717,graduate,Business,33000.0,1,1,1,1
4523,25,F,Other,11000,604,0.23,61,0.0825,undergrad,Business,31000.0,0,0,0,
4524,22,M,Other,26000,786,0.138,76,0.0207,graduate,Business,12000.0,1,1,1,1
4525,19,M,White,3000,850,0.224,229,0.0846,undergrad,STEM,28000.0,1,1,1,1
4526,19,F,Black,16000,647,0.342,244,0.0402,graduate,Law,60000.0,0,0,0,
4527,23,M,Asian,1500,491,0.305,229,0.0846,undergrad,Arts,34000.0,0,0,0,
4528,19,F,Other,41000,540,0.127,165,0.0719,graduate,Business,74000.0,1,1,1,1
4529,25,F,White,20000,609,0.156,110,0.1298,undergrad,Arts,14000.0,0,1,1,1
4530,28,M,Asian,29000,798,0.217,76,0.0207,undergrad,Arts,61000.0,1,1,1,1
4531,27,M,White,13000,701,0.362,14,0.0717,undergrad,Business,19000.0,0,0,0,
4532,19,F,White,20000,668,0.146,76,0.0207,graduate,STEM,51000.0,1,1,1,1
4533,20,M,White,1000,687,0.246,124,0.3591,undergrad,STEM,49000.0,0,0,0,
4534,26,F,White,31000,560,0.268,244,0.0402,undergrad,Business,37000.0,1,0,0,
4535,24,F,White,43000,710,0.042,25,0.0455,undergrad,Arts,108000.0,1,1,1,1
4536,22,M,White,3500,670,0.317,248,0.0114,undergrad,STEM,39000.0,1,0,1,1
4537,19,M,White,5000,679,0.115,62,0.0725,undergrad,Arts,12000.0,1,1,1,1
4538,19,F,White,34000,850,0.254,165,0.0719,graduate,Law,61000.0,1,1,1,1
4539,19,M,Asian,12000,407,0.224,135,0.0452,graduate,Law,14000.0,1,0,0,
4540,21,F,Black,25000,687,0.186,135,0.0452,graduate,Business,81000.0,1,1,1,1
4541,34,F,White,45000,720,0.126,26,0.062,graduate,Law,37000.0,1,1,1,1
4542,30,M,Black,23000,660,0.312,135,0.0452,undergrad,Arts,46000.0,0,0,0,
4543,21,M,White,6000,682,0.363,58,0.062,undergrad,Arts,24000.0,0,0,0,
4544,32,M,White,36000,579,0.276,124,0.3591,undergrad,Arts,24000.0,0,0,0,
4545,23,M,White,40000,713,0.098,71,0.0857,graduate,Arts,16000.0,1,1,1,1
4546,25,F,White,21000,705,0.18,111,0.0297,graduate,Law,54000.0,1,1,1,1
4547,24,M,Other,14000,621,0.026,135,0.0452,graduate,STEM,20000.0,1,1,1,1
4548,22,F,White,3000,638,0.188,62,0.0725,undergrad,Arts,37000.0,0,0,1,1
4549,25,M,White,18000,810,0.378,154,0.0379,undergrad,Arts,21000.0,0,0,1,0
4550,19,M,Other,3500,617,0.183,135,0.0452,undergrad,Arts,128000.0,0,0,1,1
4551,28,F,White,38000,508,0.109,135,0.0452,graduate,Business,56000.0,1,1,1,1
4552,33,F,Asian,39000,704,0.252,76,0.0207,undergrad,Arts,16000.0,1,0,1,1
4553,24,M,White,54000,550,0.184,142,0.3267,graduate,Law,75000.0,0,1,0,
4554,19,F,White,1500,850,0.311,130,0.0738,undergrad,Business,26000.0,0,0,1,1
4555,26,M,White,39000,751,0.076,229,0.0846,undergrad,Arts,29000.0,1,1,1,1
4556,29,M,White,19000,633,0.104,96,0.0599,graduate,Business,91000.0,1,1,1,1
4557,19,F,White,2000,655,0.21,122,0.0715,undergrad,Business,21000.0,0,0,1,1
4558,20,M,Asian,1500,681,0.286,232,0.083,undergrad,Arts,7000.0,0,0,0,
4559,27,M,Black,36000,714,0.276,62,0.0725,undergrad,STEM,40000.0,0,1,0,
4560,23,M,Black,16000,728,0.272,30,0.0321,graduate,Business,122000.0,1,0,1,1
4561,20,F,White,21000,750,0.2,135,0.0452,graduate,STEM,32000.0,1,1,1,1
4562,25,F,White,21000,784,0.143,212,0.0192,undergrad,Arts,23000.0,1,1,1,1
4563,21,M,Black,6000,437,0.303,165,0.0719,undergrad,Arts,25000.0,0,0,0,
4564,24,M,White,27000,819,0.279,135,0.0452,undergrad,STEM,18000.0,1,1,1,1
4565,20,M,White,3000,850,0.087,121,0.026,undergrad,Arts,25000.0,1,1,1,1
4566,27,M,White,31000,654,0.475,27,0.0526,undergrad,Arts,23000.0,0,0,0,
4567,21,F,White,7500,676,0.469,73,0.0228,undergrad,Arts,52000.0,0,0,0,
4568,27,F,White,16000,567,0.22,62,0.0725,graduate,STEM,37000.0,1,1,1,1
4569,22,M,White,4500,470,0.296,229,0.0846,undergrad,Arts,7000.0,0,0,0,
4570,22,F,Other,15000,649,0.104,135,0.0452,graduate,Arts,26000.0,1,1,1,1
4571,20,F,White,1500,751,0.384,25,0.0455,undergrad,STEM,43000.0,0,0,0,
4572,31,F,White,46000,633,0.263,229,0.0846,graduate,Arts,21000.0,0,0,1,0
4573,19,M,Black,1000,655,0.199,135,0.0452,undergrad,Arts,77000.0,0,0,1,1
4574,19,M,Black,4500,610,0.112,135,0.0452,undergrad,Arts,33000.0,1,1,1,1
4575,24,M,Black,21000,699,0.083,139,0.3296,undergrad,Arts,20000.0,0,1,1,1
4576,22,M,Black,4500,779,0.228,38,0.0889,undergrad,STEM,28000.0,0,1,1,1
4577,21,M,Black,6500,501,0.321,133,0.0638,undergrad,Arts,35000.0,0,0,0,
4578,29,F,White,39000,848,0.083,68,0.0876,graduate,Law,60000.0,1,1,1,1
4579,20,M,White,1500,812,0.107,128,0.0627,undergrad,Business,10000.0,1,1,1,1
4580,30,M,White,24000,795,0.235,135,0.0452,undergrad,Arts,19000.0,1,1,1,1
4581,19,F,White,4500,631,0.144,135,0.0452,undergrad,Business,119000.0,1,1,1,1
4582,19,M,Black,28000,850,0.17,233,0.0656,graduate,STEM,30000.0,1,1,1,1
4583,26,M,Asian,18000,697,0.164,62,0.0725,undergrad,STEM,30000.0,1,1,1,1
4584,22,F,Other,6500,698,0.075,135,0.0452,undergrad,Arts,41000.0,1,1,1,1
4585,29,M,White,29000,745,0.217,188,0.0443,undergrad,Business,51000.0,1,1,1,1
4586,30,F,White,30000,651,0.364,206,0.0751,undergrad,Business,31000.0,0,0,0,
4587,24,F,Other,29000,786,0.114,135,0.0452,graduate,STEM,18000.0,1,1,1,1
4588,34,M,Black,31000,668,0.148,135,0.0452,graduate,Arts,26000.0,1,1,1,1
4589,24,M,Black,20000,434,0.227,229,0.0846,graduate,Business,26000.0,0,0,0,
4590,27,M,Other,19000,578,0.066,125,0.076,undergrad,Business,43000.0,1,1,1,1
4591,22,F,Other,6500,711,0.287,205,0.016,undergrad,Arts,29000.0,1,0,0,
4592,30,F,Black,18000,711,0.096,135,0.0452,graduate,Business,69000.0,1,1,1,1
4593,25,F,White,26000,850,0.124,249,0.0569,undergrad,STEM,53000.0,1,1,1,1
4594,22,F,Black,2500,755,0.116,135,0.0452,undergrad,Business,96000.0,1,1,1,1
4595,19,M,White,21000,633,0.315,120,0.0542,graduate,Law,81000.0,0,0,0,
4596,26,F,White,45000,681,0.224,25,0.0455,undergrad,Arts,42000.0,1,0,1,1
4597,27,M,White,31000,574,0.106,62,0.0725,undergrad,Arts,51000.0,1,1,1,1
4598,22,F,Asian,1000,850,0.159,76,0.0207,undergrad,Business,25000.0,1,1,1,1
4599,19,F,Other,4000,843,0.39,154,0.0379,undergrad,Business,60000.0,0,0,1,0
4600,23,M,White,8000,777,0.114,38,0.0889,undergrad,Arts,11000.0,1,1,1,1
4601,20,M,White,10000,701,0.148,135,0.0452,graduate,Law,76000.0,1,1,1,1
4602,33,F,White,59000,850,0.304,62,0.0725,graduate,Business,37000.0,1,1,1,1
4603,24,F,White,20000,503,0.191,25,0.0455,graduate,STEM,51000.0,1,1,0,
4604,20,M,Asian,3500,737,0.18,135,0.0452,undergrad,Arts,23000.0,1,1,1,1
4605,24,M,White,13000,723,0.309,135,0.0452,undergrad,STEM,48000.0,0,0,1,1
4606,21,F,White,8000,818,0.304,2,0.0735,undergrad,Arts,23000.0,0,0,1,0
4607,28,M,Black,24000,850,0.314,25,0.0455,undergrad,STEM,39000.0,1,1,1,1
4608,22,F,White,1500,659,0.188,87,0.1132,undergrad,STEM,26000.0,0,1,1,1
4609,24,M,White,17000,586,0.313,38,0.0889,undergrad,Business,38000.0,0,0,0,
4610,19,M,White,4000,482,0.158,135,0.0452,undergrad,Arts,13000.0,0,0,0,
4611,25,M,White,28000,790,0.262,135,0.0452,undergrad,Arts,28000.0,1,0,1,1
4612,19,F,White,7000,850,0.198,96,0.0599,undergrad,Business,20000.0,1,1,1,1
4613,21,F,White,1000,624,0.02,128,0.0627,undergrad,Business,49000.0,1,1,1,1
4614,27,F,Other,22000,711,0.36,135,0.0452,undergrad,Arts,19000.0,0,0,0,
4615,25,M,White,36000,751,0.217,23,0.3749,undergrad,STEM,37000.0,0,1,1,1
4616,20,F,White,5000,581,0.123,25,0.0455,undergrad,Business,18000.0,1,1,1,1
4617,19,M,White,27000,642,0.094,229,0.0846,graduate,Law,71000.0,1,1,1,1
4618,19,F,White,19000,598,0.327,177,0.1282,graduate,Arts,36000.0,0,0,0,
4619,19,M,Black,8000,431,0.28,73,0.0228,undergrad,STEM,21000.0,0,0,0,
4620,28,M,White,12000,807,0.303,142,0.3267,undergrad,Arts,41000.0,0,0,1,0
4621,20,M,Black,43000,558,0.185,135,0.0452,graduate,Business,28000.0,1,1,1,1
4622,19,F,White,4000,565,0.232,244,0.0402,undergrad,Arts,28000.0,0,0,0,
4623,23,M,White,6500,850,0.2,14,0.0717,undergrad,STEM,76000.0,1,1,1,1
4624,24,M,White,14000,727,0.274,135,0.0452,undergrad,STEM,18000.0,1,0,1,1
4625,25,F,White,15000,836,0.17,135,0.0452,undergrad,Business,53000.0,1,1,1,1
4626,26,F,Black,18000,434,0.179,229,0.0846,undergrad,Arts,27000.0,0,0,0,
4627,23,F,White,21000,587,0.542,62,0.0725,graduate,Law,138000.0,0,0,0,
4628,21,F,Black,8000,655,0.303,135,0.0452,undergrad,Arts,40000.0,0,0,0,
4629,28,F,White,38000,842,0.167,73,0.0228,undergrad,Arts,25000.0,1,1,1,1
4630,34,M,Other,22000,711,0.195,135,0.0452,undergrad,Business,62000.0,1,1,1,1
4631,33,M,White,39000,463,0.255,34,0.0406,graduate,Business,70000.0,0,0,0,
4632,23,F,White,6000,528,0.17,154,0.0379,undergrad,STEM,75000.0,1,0,0,
4633,28,F,White,11000,631,0.063,248,0.0114,undergrad,STEM,83000.0,1,1,1,1
4634,22,M,White,1000,769,0.234,76,0.0207,undergrad,Arts,34000.0,1,0,1,1
4635,26,M,White,24000,655,0.187,215,0.1175,undergrad,STEM,22000.0,0,1,1,1
4636,22,M,Asian,3000,850,0.1,123,0.0185,undergrad,Arts,13000.0,1,1,1,1
4637,24,F,White,22000,772,0.327,76,0.0207,undergrad,Arts,26000.0,1,0,1,0
4638,26,F,Asian,18000,850,0.277,23,0.3749,undergrad,Arts,51000.0,0,0,1,0
4639,28,F,Other,47000,757,0.388,154,0.0379,undergrad,STEM,23000.0,1,0,0,
4640,22,F,White,6000,850,0.216,76,0.0207,undergrad,STEM,36000.0,1,1,1,1
4641,25,M,White,12000,545,0.29,25,0.0455,undergrad,Arts,18000.0,0,0,0,
4642,24,F,Black,21000,546,0.392,38,0.0889,undergrad,Business,17000.0,0,0,0,
4643,24,F,White,22000,850,0.2,61,0.0825,graduate,Arts,20000.0,1,1,1,1
4644,19,F,Black,36000,575,0.106,211,0.0262,graduate,Business,73000.0,1,1,1,1
4645,25,F,White,32000,690,0.228,73,0.0228,undergrad,Arts,17000.0,1,0,1,1
4646,19,M,White,7000,850,0.107,135,0.0452,undergrad,Arts,75000.0,1,1,1,1
4647,26,F,Black,11000,743,0.298,229,0.0846,graduate,Arts,27000.0,0,0,1,0
4648,20,F,Black,3500,483,0.207,23,0.3749,undergrad,Business,11000.0,0,0,0,
4649,26,M,Black,79000,818,0.126,229,0.0846,undergrad,Business,36000.0,1,1,1,1
4650,19,F,White,18000,801,0.098,74,0.1617,graduate,Business,52000.0,0,1,1,1
4651,25,M,White,12000,776,0.119,25,0.0455,graduate,Law,15000.0,1,1,1,1
4652,20,F,White,2500,850,0.228,76,0.0207,undergrad,Business,37000.0,1,1,1,1
4653,22,M,White,34000,358,0.243,120,0.0542,graduate,Business,47000.0,0,0,0,
4654,33,F,White,16000,688,0.112,73,0.0228,undergrad,STEM,6000.0,1,1,1,1
4655,27,F,White,23000,850,0.246,248,0.0114,graduate,Law,37000.0,1,1,1,1
4656,24,M,Asian,33000,782,0.255,76,0.0207,undergrad,Arts,19000.0,1,0,1,1
4657,31,M,White,33000,673,0.061,234,0.0446,undergrad,Arts,31000.0,1,1,1,1
4658,32,F,Black,17000,555,0.21,122,0.0715,undergrad,STEM,28000.0,0,0,0,
4659,23,M,Other,2500,368,0.056,62,0.0725,undergrad,STEM,31000.0,1,1,0,
4660,24,M,White,14000,665,0.122,135,0.0452,undergrad,Arts,15000.0,1,1,1,1
4661,21,M,Black,7000,487,0.215,25,0.0455,undergrad,Arts,25000.0,0,0,0,
4662,21,M,Black,4000,585,0.252,25,0.0455,undergrad,STEM,45000.0,0,0,0,
4663,27,F,White,39000,401,0.155,96,0.0599,graduate,Law,56000.0,1,1,0,
4664,20,M,Other,2000,603,0.231,135,0.0452,undergrad,Business,41000.0,0,0,0,
4665,28,M,White,14000,820,0.27,124,0.3591,undergrad,Arts,30000.0,0,0,1,0
4666,19,F,White,2500,850,0.242,35,0.1592,undergrad,STEM,9000.0,0,1,1,1
4667,24,F,White,13000,731,0.101,73,0.0228,undergrad,Arts,66000.0,1,1,1,1
4668,27,M,White,17000,734,0.326,135,0.0452,graduate,Business,57000.0,0,0,1,1
4669,29,M,White,12000,463,0.295,244,0.0402,undergrad,Arts,45000.0,0,0,0,
4670,24,F,White,19000,560,0.213,1,0.0634,graduate,STEM,19000.0,1,1,1,1
4671,22,M,Black,4000,850,0.101,76,0.0207,undergrad,Arts,33000.0,1,1,1,1
4672,28,M,White,27000,806,0.138,23,0.3749,graduate,Law,36000.0,0,1,1,1
4673,20,F,White,19000,589,0.063,135,0.0452,graduate,STEM,33000.0,1,1,1,1
4674,23,F,White,22000,746,0.323,73,0.0228,graduate,Arts,35000.0,1,0,1,1
4675,20,F,Black,3500,599,0.461,135,0.0452,undergrad,STEM,24000.0,0,0,0,
4676,26,M,White,15000,606,0.162,157,0.0745,undergrad,STEM,55000.0,1,1,1,1
4677,24,F,White,63000,646,0.17,135,0.0452,undergrad,Arts,29000.0,1,1,1,1
4678,19,F,Other,5000,672,0.17,37,0.0627,undergrad,STEM,38000.0,1,1,1,1
4679,29,F,White,37000,850,0.089,62,0.0725,undergrad,STEM,50000.0,1,1,1,1
4680,19,M,Other,31000,756,0.141,37,0.0627,graduate,STEM,14000.0,1,1,1,1
4681,24,M,White,33000,850,0.265,76,0.0207,undergrad,STEM,53000.0,1,1,1,1
4682,19,M,Black,4000,850,0.429,205,0.016,undergrad,Arts,14000.0,0,0,0,
4683,20,M,White,3000,373,0.105,25,0.0455,undergrad,Arts,36000.0,0,0,0,
4684,19,F,Asian,3000,850,0.313,135,0.0452,undergrad,Business,45000.0,0,0,1,1
4685,19,F,White,10000,719,0.027,30,0.0321,graduate,STEM,56000.0,1,1,1,1
4686,24,M,White,12000,582,0.171,23,0.3749,graduate,Arts,32000.0,0,1,1,1
4687,19,F,White,3500,682,0.129,120,0.0542,undergrad,Arts,13000.0,1,1,1,1
4688,27,M,Black,14000,444,0.177,76,0.0207,graduate,Business,242000.0,1,0,0,
4689,19,M,White,27000,507,0.37,146,0.071,graduate,Business,63000.0,0,0,0,
4690,21,M,White,7000,850,0.113,62,0.0725,undergrad,Arts,32000.0,1,1,1,1
4691,24,F,White,26000,613,0.154,35,0.1592,undergrad,Business,18000.0,0,1,1,1
4692,19,F,Black,6500,730,0.123,135,0.0452,undergrad,Arts,38000.0,1,1,1,1
4693,20,M,Asian,6000,707,0.114,229,0.0846,undergrad,Arts,52000.0,0,1,1,1
4694,24,M,Asian,18000,850,0.18,67,0.1492,graduate,Law,62000.0,0,1,1,1
4695,23,M,White,13000,708,0.103,239,0.0858,graduate,Arts,40000.0,1,1,1,1
4696,19,F,White,2000,709,0.182,247,0.3178,undergrad,Arts,34000.0,0,0,1,1
4697,20,F,White,3000,850,0.113,25,0.0455,undergrad,Arts,35000.0,1,1,1,1
4698,19,M,White,5000,602,0.337,135,0.0452,undergrad,Business,71000.0,0,0,0,
4699,19,F,Black,6000,850,0.223,229,0.0846,undergrad,STEM,40000.0,1,1,1,1
4700,23,M,White,5000,818,0.135,135,0.0452,undergrad,Arts,32000.0,1,1,1,1
4701,19,M,White,2000,850,0.326,147,0.1174,undergrad,Arts,117000.0,0,0,1,0
4702,22,F,Other,2000,807,0.122,135,0.0452,undergrad,Business,30000.0,1,1,1,1
4703,27,M,White,12000,798,0.245,205,0.016,undergrad,Business,68000.0,1,1,1,1
4704,34,M,Other,34000,819,0.409,135,0.0452,undergrad,Arts,10000.0,0,0,0,
4705,22,F,White,6000,766,0.123,62,0.0725,undergrad,Business,71000.0,1,1,1,1
4706,23,F,White,21000,702,0.069,112,0.1324,graduate,Business,77000.0,1,1,1,1
4707,19,M,White,28000,767,0.333,44,0.0905,graduate,Arts,33000.0,0,0,1,0
4708,24,F,White,35000,813,0.29,76,0.0207,undergrad,STEM,54000.0,1,1,1,1
4709,23,M,White,2000,615,0.216,115,0.0479,undergrad,STEM,49000.0,1,0,0,
4710,28,F,White,33000,772,0.29,62,0.0725,undergrad,Arts,33000.0,0,0,1,0
4711,22,M,White,18000,850,0.444,135,0.0452,graduate,Business,35000.0,0,0,1,0
4712,19,F,White,5000,720,0.268,232,0.083,undergrad,Arts,32000.0,0,0,1,0
4713,19,F,Black,2000,414,0.154,239,0.0858,undergrad,Business,35000.0,0,0,0,
4714,26,F,Black,31000,696,0.126,73,0.0228,undergrad,STEM,52000.0,1,1,1,1
4715,30,F,Black,37000,674,0.187,96,0.0599,undergrad,Arts,18000.0,1,1,1,1
4716,22,M,White,31000,704,0.062,76,0.0207,graduate,Law,122000.0,1,1,1,1
4717,22,M,White,4000,387,0.201,135,0.0452,undergrad,Arts,42000.0,0,0,0,
4718,27,M,Black,45000,378,0.26,76,0.0207,graduate,Business,43000.0,1,0,0,
4719,20,M,White,10000,794,0.142,72,0.098,graduate,Law,68000.0,1,1,1,1
4720,27,F,Other,10000,822,0.147,73,0.0228,graduate,STEM,14000.0,1,1,1,1
4721,19,M,White,1500,850,0.341,25,0.0455,undergrad,Business,10000.0,0,0,1,0
4722,21,M,Asian,4000,850,0.197,25,0.0455,undergrad,STEM,23000.0,1,1,1,1
4723,24,M,Black,21000,434,0.114,37,0.0627,undergrad,Arts,11000.0,0,0,0,
4724,26,F,White,25000,674,0.119,62,0.0725,undergrad,Arts,33000.0,1,1,1,1
4725,22,F,Other,17000,622,0.107,229,0.0846,graduate,Business,87000.0,1,1,1,1
4726,27,M,White,12000,850,0.238,128,0.0627,undergrad,STEM,50000.0,1,1,1,1
4727,20,M,Asian,5000,598,0.147,34,0.0406,undergrad,Business,12000.0,1,1,1,1
4728,24,M,White,22000,597,0.038,76,0.0207,undergrad,STEM,58000.0,1,1,1,1
4729,32,F,White,21000,840,0.121,76,0.0207,undergrad,STEM,23000.0,1,1,1,1
4730,23,M,White,32000,385,0.382,62,0.0725,graduate,Law,157000.0,0,0,0,
4731,22,F,White,27000,694,0.063,73,0.0228,graduate,Business,40000.0,1,1,1,1
4732,19,M,White,5000,850,0.205,76,0.0207,undergrad,Arts,18000.0,1,1,1,1
4733,33,M,White,36000,727,0.084,242,0.0548,undergrad,Business,78000.0,1,1,1,1
