applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,score_base,score_with_cdr,loan_granted,defaulted,model1_recommendation,model2_recommendation
4400,22,F,Asian,5000,464,0.204,76,0.0206891202622854,undergrad,Arts,31000.0,-1.1543636363636365,-1.4026330795110613,1,0,0,0
4401,19,F,White,5000,811,0.285,76,0.0206891202622854,undergrad,Business,73000.0,0.0454545454545455,-0.2028148976928793,1,0,1,1
4402,33,F,Other,14000,816,0.338,135,0.0452137813055003,undergrad,Business,42000.0,0.011636363636363597,-0.53092901202964,1,0,1,1
4403,25,F,White,24000,615,0.263,131,0.1344456654095692,undergrad,Arts,29000.0,-0.6092727272727272,-2.222620712187558,0,0,0,0
4404,30,M,White,24000,496,0.142,73,0.0228348227025087,graduate,STEM,51000.0,-0.45,-0.7240178724301045,1,1,1,0
4405,22,F,White,3500,481,0.113,135,0.0452137813055003,undergrad,Arts,19000.0,-0.9195454545454544,-1.462110830211458,0,0,0,0
4406,28,M,White,34000,835,0.105,96,0.0598803195385864,undergrad,STEM,23000.0,0.8667272727272728,0.14816343826423606,1,0,1,1
4407,19,M,Other,11000,417,0.13,25,0.0454556038190779,graduate,STEM,17000.0,-0.6912727272727273,-1.236739973101662,0,0,0,0
4408,26,M,White,14000,671,0.212,25,0.0454556038190779,undergrad,Arts,35000.0,-0.36363636363636365,-0.9091036094652984,0,0,1,1
4409,30,F,Other,64000,616,0.091,23,0.3748923690837981,graduate,Arts,28000.0,0.12836363636363635,-4.37034479264194,0,0,0,1
4410,25,F,White,44000,850,0.106,124,0.3590904470954283,undergrad,STEM,13000.0,0.9792727272727273,-3.329812637872412,1,0,0,1
4411,26,M,White,31000,681,0.049,130,0.0737830316203467,undergrad,STEM,19000.0,0.4007272727272727,-0.4846691067168877,1,0,1,1
4412,29,F,Other,33000,820,0.241,73,0.0228348227025087,undergrad,Business,24000.0,0.4341818181818182,0.16016394575171378,1,0,1,1
4413,19,M,Other,3500,347,0.189,229,0.0845744546441171,undergrad,Arts,56000.0,-1.658818181818182,-2.673711637547587,0,0,0,0
4414,23,M,Other,22000,669,0.175,135,0.0452137813055003,graduate,Business,80000.0,0.0010909090909091146,-0.5414744665750945,1,0,1,1
4415,25,M,White,10000,641,0.229,47,0.0941029777396706,undergrad,STEM,34000.0,-0.23072727272727273,-1.35996300560332,1,0,0,1
4416,27,M,Asian,26000,661,0.312,25,0.0454556038190779,undergrad,Arts,44000.0,-0.6279999999999999,-1.1734672458289346,1,0,1,0
4417,24,M,White,19000,758,0.464,76,0.0206891202622854,graduate,Arts,70000.0,-0.4712727272727273,-0.7195421704201521,1,0,1,0
4418,19,F,Asian,4000,522,0.101,135,0.0452137813055003,undergrad,Arts,65000.0,-0.8434545454545455,-1.386019921120549,0,0,0,0
4419,21,M,Other,1500,798,0.096,147,0.1173572203571072,undergrad,STEM,33000.0,0.5551818181818182,-0.8531048261034682,1,0,1,1
4420,22,M,White,25000,548,0.285,206,0.0750822455019085,graduate,Business,42000.0,-0.6409090909090909,-1.541896036931993,1,0,0,0
4421,28,M,White,24000,383,0.3,62,0.0725423339255437,undergrad,STEM,18000.0,-1.2269090909090907,-2.0974170980156153,0,0,0,0
4422,19,F,White,22000,430,0.273,38,0.0889068621286131,graduate,STEM,15000.0,-0.8640000000000001,-1.9308823455433572,0,0,0,0
4423,23,M,White,21000,577,0.195,34,0.0406085217379756,graduate,Law,24000.0,-0.0794545454545455,-0.5667568063102526,1,0,1,1
4424,19,F,White,1000,675,0.107,233,0.065642576798278,undergrad,Business,23000.0,-0.017090909090909073,-0.8048018306702449,1,0,1,1
4425,19,F,Other,2000,616,0.107,135,0.0452137813055003,undergrad,Arts,40000.0,-0.4256363636363636,-0.9682017393023672,0,0,1,1
4426,26,F,White,49000,550,0.099,37,0.0626858966647204,graduate,STEM,48000.0,-0.017636363636363728,-0.7698671236130084,1,0,1,1
4427,28,M,Asian,28000,850,0.194,76,0.0206891202622854,undergrad,Arts,24000.0,0.40727272727272734,0.15900328412530254,1,0,1,1
4428,19,F,Other,7500,568,0.116,248,0.0114381620879679,undergrad,Arts,16000.0,-0.5851818181818182,-0.7224397632374331,0,0,1,0
4429,26,F,White,27000,808,0.209,232,0.0830288146298239,undergrad,STEM,29000.0,0.5185454545454546,-0.4778003210124321,1,0,1,1
4430,19,M,White,2500,495,0.102,25,0.0454556038190779,undergrad,Business,19000.0,-0.6526363636363636,-1.1981036094652984,0,0,1,0
4431,22,M,Asian,16000,688,0.153,62,0.0725423339255437,graduate,STEM,18000.0,0.2781818181818182,-0.5923261889247061,1,0,1,1
4432,24,F,White,26000,615,0.039,76,0.0206891202622854,graduate,Law,94000.0,0.30072727272727273,0.05245782957984793,1,0,1,1
4433,19,F,Other,6000,424,0.203,76,0.0206891202622854,undergrad,Business,26000.0,-1.0918181818181818,-1.3400876249656066,0,0,0,0
4434,21,M,White,7500,352,0.163,61,0.0824980369278871,undergrad,Arts,27000.0,-1.464636363636364,-2.454612806771009,0,0,0,0
4435,44,M,White,46000,578,0.093,96,0.0598803195385864,undergrad,Business,7000.0,-0.07181818181818181,-0.7903820162812185,0,0,1,1
4436,24,F,Black,27000,777,0.251,76,0.0206891202622854,graduate,Arts,48000.0,0.07181818181818178,-0.17645126132924302,1,0,1,1
4437,19,M,Black,40000,453,0.125,246,0.0089270124529904,graduate,Business,72000.0,-0.5763636363636363,-0.6834877857995211,0,0,1,0
4438,30,F,Other,29000,430,0.25,217,0.0652733104074734,undergrad,Arts,32000.0,-1.2260000000000002,-2.009279724889681,0,0,0,0
4439,32,F,White,62000,577,0.048,25,0.0454556038190779,graduate,STEM,30000.0,0.3605454545454545,-0.1849217912834803,1,0,1,1
4440,22,F,White,2500,656,0.327,25,0.0454556038190779,undergrad,Arts,59000.0,-0.8171818181818181,-1.362649064010753,1,1,0,0
4441,21,M,White,8000,622,0.203,229,0.0845744546441171,undergrad,Arts,13000.0,-0.5598181818181819,-1.574711637547587,0,0,0,0
4442,27,M,White,13000,652,0.135,142,0.3267463977010624,undergrad,Business,29000.0,-0.08472727272727273,-4.005684045140021,1,0,0,1
4443,24,M,White,37000,778,0.497,38,0.0889068621286131,undergrad,STEM,22000.0,-0.10654545454545455,-1.1734278000888116,1,0,1,1
4444,21,F,White,10000,850,0.135,38,0.0889068621286131,graduate,Arts,50000.0,0.4672727272727274,-0.5996096182706298,1,0,1,1
4445,19,M,White,13000,850,0.155,135,0.0452137813055003,graduate,STEM,49000.0,0.7452727272727273,0.2027073516067237,1,0,1,1
4446,40,M,Black,32000,615,0.161,59,0.3317741726742946,graduate,Law,119000.0,0.2927272727272727,-3.688562799364262,1,0,0,1
4447,27,F,White,20000,463,0.39,205,0.0159789019923045,undergrad,Business,21000.0,-1.2399999999999998,-1.4317468239076538,0,0,0,0
4448,21,M,Black,2500,495,0.187,96,0.0598803195385864,undergrad,Business,26000.0,-0.8226363636363636,-1.5412001980994003,0,0,0,0
4449,24,M,Black,17000,317,0.122,159,0.024733085198148,undergrad,Business,43000.0,-1.3529090909090908,-1.649706113286867,0,0,0,0
4450,25,F,White,41000,642,0.154,76,0.0206891202622854,undergrad,STEM,16000.0,0.1089090909090909,-0.1393603522383339,1,0,1,1
4451,19,F,White,7000,683,0.187,135,0.0452137813055003,undergrad,STEM,41000.0,-0.11199999999999999,-0.6545653756660036,1,0,1,1
4452,28,M,White,23000,616,0.292,129,0.0706920906080956,undergrad,Arts,17000.0,-0.6696363636363636,-1.5179414509335107,1,1,0,0
4453,28,F,White,49000,558,0.235,196,0.1025750047919756,undergrad,STEM,24000.0,-0.3105454545454544,-1.5414455120491617,0,0,0,1
4454,26,M,White,56000,520,0.154,135,0.0452137813055003,undergrad,Business,30000.0,-0.34472727272727266,-0.8872926483932763,0,0,1,1
4455,21,F,Other,13000,497,0.121,85,0.0294226470636067,graduate,Arts,17000.0,-0.6703636363636364,-1.0234354011269167,0,0,1,0
4456,27,M,White,20000,686,0.176,76,0.0206891202622854,undergrad,Business,14000.0,-0.0010909090909090452,-0.24936035223833386,1,0,1,1
4457,19,F,Black,5500,520,0.349,124,0.3590904470954283,undergrad,STEM,65000.0,-1.0377272727272728,-5.346812637872413,0,0,0,0
4458,24,F,White,17000,355,0.402,38,0.0889068621286131,graduate,STEM,65000.0,-1.524727272727273,-2.5916096182706303,0,0,0,0
4459,19,M,White,7000,783,0.253,62,0.0725423339255437,undergrad,Arts,25000.0,-0.08036363636363636,-0.9508716434701607,1,0,1,1
4460,24,M,White,41000,779,0.177,215,0.117501396154848,graduate,STEM,10000.0,0.7110909090909092,-0.6989258447672668,1,0,1,1
4461,28,M,White,24000,813,0.297,76,0.0206891202622854,graduate,Arts,26000.0,0.19272727272727283,-0.05554217042015197,1,0,1,1
4462,22,M,White,7500,544,0.044,58,0.0620081260025002,undergrad,Arts,59000.0,-0.6284545454545455,-1.372552057484548,0,0,0,0
4463,21,F,White,4500,568,0.261,121,0.0259552783224867,undergrad,Arts,16000.0,-0.8931818181818181,-1.2046451580516584,0,0,1,0
4464,25,F,Other,16000,778,0.27,229,0.0845744546441171,undergrad,Business,24000.0,0.12145454545454543,-0.8934389102748597,1,0,1,1
4465,19,M,Black,7500,569,0.232,96,0.0598803195385864,undergrad,Arts,100000.0,-0.9135454545454545,-1.6321092890084912,0,0,0,0
4466,19,F,White,5000,764,0.298,96,0.0598803195385864,undergrad,Business,17000.0,-0.05145454545454542,-0.7700183799175822,1,0,1,1
4467,37,M,Asian,14000,603,0.268,215,0.117501396154848,graduate,Business,74000.0,-0.47290909090909095,-1.882925844767267,1,0,0,0
4468,25,F,White,17000,488,0.19,83,0.1235802263036797,undergrad,STEM,20000.0,-0.6670909090909092,-2.1500536247350652,0,0,0,0
4469,26,F,White,10000,672,0.126,121,0.0259552783224867,undergrad,Arts,29000.0,-0.212,-0.5234633398698404,0,0,1,1
4470,27,M,Asian,16000,662,0.135,76,0.0206891202622854,graduate,STEM,28000.0,0.21963636363636363,-0.02863307951106117,1,0,1,1
4471,19,F,White,5500,596,0.361,23,0.3748923690837981,undergrad,Arts,146000.0,-1.0853636363636363,-5.584072065369213,0,0,0,0
4472,24,M,Black,33000,633,0.251,59,0.3317741726742946,undergrad,STEM,7000.0,-0.16581818181818175,-4.147108253909717,0,0,0,1
4473,19,F,White,7500,466,0.185,62,0.0725423339255437,undergrad,Arts,28000.0,-1.094090909090909,-1.9645989161974333,0,0,0,0
4474,24,M,Asian,20000,843,0.329,73,0.0228348227025087,undergrad,Arts,20000.0,0.06381818181818175,-0.2101996906119227,1,0,1,1
4475,30,M,Asian,10000,700,0.114,96,0.0598803195385864,undergrad,Arts,15000.0,-0.08618181818181819,-0.8047456526448549,1,0,1,1
4476,27,M,White,24000,746,0.081,112,0.1324079841540636,undergrad,Business,57000.0,0.3310909090909091,-1.257804900757854,1,0,0,1
4477,25,F,Black,16000,608,0.351,232,0.0830288146298239,undergrad,Arts,26000.0,-0.8587272727272727,-1.8550730482851594,0,0,0,0
4478,19,F,White,14000,706,0.108,96,0.0598803195385864,graduate,Arts,51000.0,0.02163636363636362,-0.6969274708266731,1,0,1,1
4479,28,F,White,21000,454,0.104,154,0.0379126509375481,undergrad,Business,43000.0,-0.7947272727272727,-1.24967908397785,0,0,0,0
4480,20,F,Other,5500,841,0.299,147,0.1173572203571072,undergrad,Arts,16000.0,0.029545454545454597,-1.3787411897398318,1,0,0,1
4481,35,F,White,13000,523,0.167,25,0.0454556038190779,undergrad,STEM,17000.0,-0.5178181818181817,-1.0632854276471164,1,1,1,0
4482,19,M,Black,11000,591,0.065,5,0.1198171740714977,graduate,Business,82000.0,-0.12854545454545455,-1.5663515434034267,0,0,0,1
4483,19,M,Black,4500,402,0.295,124,0.3590904470954283,undergrad,STEM,29000.0,-1.2648181818181818,-5.573903546963321,0,0,0,0
4484,19,F,White,5500,577,0.281,135,0.0452137813055003,undergrad,Arts,38000.0,-0.8944545454545454,-1.437019921120549,0,0,0,0
4485,22,M,Asian,28000,700,0.147,135,0.0452137813055003,graduate,Law,104000.0,0.40581818181818186,-0.13674719384782175,1,0,1,1
4486,22,M,White,7500,657,0.194,96,0.0598803195385864,undergrad,Arts,47000.0,-0.5175454545454545,-1.2361092890084913,0,0,0,0
4487,19,F,Other,30000,462,0.304,25,0.0454556038190779,graduate,Business,76000.0,-0.9616363636363637,-1.5071036094652985,0,0,0,0
4488,24,M,Asian,14000,650,0.334,73,0.0228348227025087,undergrad,Arts,22000.0,-0.684,-0.9580178724301045,1,0,1,0
4489,21,F,Other,1000,495,0.347,76,0.0206891202622854,undergrad,Arts,24000.0,-1.3516363636363635,-1.5999058067837884,0,0,0,0
4490,19,M,White,7000,821,0.211,58,0.0620081260025002,undergrad,Arts,19000.0,0.14181818181818184,-0.6022793302118206,1,0,1,1
4491,31,M,White,17000,474,0.349,96,0.0598803195385864,undergrad,Arts,13000.0,-1.336,-2.054563834463037,0,0,0,0
4492,19,F,Asian,4000,544,0.147,135,0.0452137813055003,undergrad,Arts,39000.0,-0.7554545454545454,-1.298019921120549,0,0,0,0
4493,25,F,White,10000,765,0.073,76,0.0206891202622854,graduate,Arts,56000.0,0.2821818181818182,0.0339123750343934,1,0,1,1
4494,20,M,Black,6500,623,0.238,25,0.0454556038190779,undergrad,Business,25000.0,-0.4351818181818181,-0.9806490640107529,0,0,1,1
4495,26,M,Other,49000,571,0.193,135,0.0452137813055003,undergrad,Arts,22000.0,-0.4792727272727273,-1.021838102938731,0,0,1,0
4496,19,M,Asian,29000,830,0.338,128,0.0627335567719358,graduate,STEM,60000.0,0.40254545454545454,-0.35025722671777504,1,0,1,1
4497,24,M,White,16000,821,0.108,72,0.098006312495863,undergrad,Arts,18000.0,0.40181818181818185,-0.7742575681321742,1,0,1,1
4498,27,F,White,13000,536,0.223,229,0.0845744546441171,undergrad,Arts,38000.0,-0.8825454545454545,-1.8974389102748597,0,0,0,0
4499,24,F,White,22000,562,0.222,84,0.0,undergrad,STEM,20000.0,-0.432,-0.432,0,0,1,1
4500,22,F,White,30000,662,0.148,244,0.0401675232474372,graduate,Law,62000.0,0.2776363636363636,-0.2043739153328828,1,0,1,1
4501,36,F,White,56000,582,0.226,135,0.0452137813055003,graduate,Arts,32000.0,-0.31327272727272726,-0.8558381029387309,0,0,1,1
4502,28,M,Black,13000,746,0.224,73,0.0228348227025087,undergrad,Arts,66000.0,-0.2209090909090909,-0.49492696333919534,1,0,1,1
4503,26,F,Other,26000,597,0.25,72,0.098006312495863,graduate,STEM,33000.0,-0.1867272727272727,-1.3628030226776287,1,0,0,1
4504,27,M,White,19000,834,0.405,73,0.0228348227025087,graduate,Arts,16000.0,0.02309090909090901,-0.25092696333919545,1,0,1,1
4505,26,M,Black,22000,850,0.258,25,0.0454556038190779,undergrad,STEM,12000.0,0.5432727272727274,-0.0021945185562074476,1,0,1,1
4506,19,M,White,15000,810,0.121,76,0.0206891202622854,graduate,STEM,18000.0,0.7798181818181817,0.5315487386707569,1,0,1,1
4507,24,F,Other,34000,474,0.113,121,0.0259552783224867,undergrad,Business,6000.0,-0.5619999999999999,-0.8734633398698404,0,0,1,0
4508,21,M,White,1500,850,0.089,51,0.0800638677702012,undergrad,Business,12000.0,0.6582727272727273,-0.3024936859696872,1,0,1,1
4509,28,F,Other,12000,513,0.212,76,0.0206891202622854,undergrad,Arts,40000.0,-0.9501818181818181,-1.1984512613292428,0,0,1,0
4510,22,M,White,3500,676,0.108,96,0.0598803195385864,undergrad,Business,20000.0,-0.0004545454545454436,-0.7190183799175822,1,0,1,1
4511,24,M,White,28000,659,0.175,135,0.0452137813055003,undergrad,Arts,42000.0,-0.3492727272727273,-0.8918381029387309,0,0,1,1
4512,22,M,White,33000,348,0.182,233,0.065642576798278,graduate,Arts,27000.0,-1.2141818181818183,-2.0018927397611543,0,0,0,0
4513,26,F,White,19000,737,0.142,211,0.0262039808823449,undergrad,Arts,15000.0,0.04636363636363636,-0.2680841342245024,1,0,1,1
4514,23,M,White,2000,421,0.146,135,0.0452137813055003,undergrad,Business,92000.0,-1.1127272727272728,-1.6552926483932764,0,0,0,0
4515,19,F,White,4000,650,0.088,229,0.0845744546441171,undergrad,Arts,30000.0,-0.252,-1.2668934557294051,1,0,0,1
4516,19,F,White,19000,300,0.354,135,0.0452137813055003,graduate,STEM,52000.0,-1.6167272727272728,-2.1592926483932766,0,0,0,0
4517,32,M,White,28000,593,0.177,5,0.1198171740714977,undergrad,Arts,16000.0,-0.4932727272727272,-1.9310788161306993,0,0,0,0
4518,32,M,White,30000,763,0.266,49,0.0624837147088386,undergrad,Business,27000.0,0.15890909090909086,-0.5908954855969724,1,0,1,1
4519,28,F,White,30000,486,0.351,135,0.0452137813055003,undergrad,Business,20000.0,-1.0183636363636361,-1.5609290120296397,0,0,0,0
4520,32,M,White,18000,624,0.129,73,0.0228348227025087,undergrad,Arts,26000.0,-0.3445454545454546,-0.618563326975559,1,0,1,1
4521,28,M,Black,29000,770,0.165,76,0.0206891202622854,undergrad,Arts,7000.0,0.18036363636363636,-0.06790580678378844,1,0,1,1
4522,31,F,Black,10000,566,0.262,229,0.0845744546441171,undergrad,STEM,42000.0,-0.6694545454545453,-1.6843480011839504,0,0,0,0
4523,21,F,Black,7000,684,0.186,36,0.0336352568068902,undergrad,STEM,41000.0,-0.10636363636363633,-0.5099867180463188,1,0,1,1
4524,19,M,White,2000,531,0.229,122,0.0715110732622415,undergrad,Arts,23000.0,-0.9787272727272728,-1.8368601518741707,0,0,0,0
4525,22,M,White,2000,713,0.228,125,0.076007198487916,undergrad,STEM,14000.0,-0.0149090909090909,-0.9269954727640829,1,0,1,1
4526,22,F,Black,36000,588,0.301,25,0.0454556038190779,graduate,Arts,18000.0,-0.5614545454545454,-1.1069217912834803,0,0,1,0
4527,20,M,Other,1000,663,0.131,76,0.0206891202622854,undergrad,Arts,52000.0,-0.4087272727272727,-0.6569967158746975,1,0,1,1
4528,29,F,White,10000,398,0.216,25,0.0454556038190779,graduate,STEM,39000.0,-0.9383636363636365,-1.4838308821925712,0,0,0,0
4529,25,F,White,15000,636,0.156,135,0.0452137813055003,undergrad,Business,55000.0,-0.2729090909090909,-0.8154744665750945,1,0,1,1
4530,19,M,White,4000,741,0.23,135,0.0452137813055003,undergrad,Arts,30000.0,-0.2050909090909091,-0.7476562847569127,1,0,1,1
4531,24,F,Other,18000,666,0.455,210,0.138929145311367,undergrad,Business,17000.0,-0.6438181818181818,-2.3109679255545856,1,1,0,0
4532,27,F,White,53000,545,0.104,233,0.065642576798278,undergrad,Arts,33000.0,-0.3718181818181818,-1.1595291033975177,0,0,1,1
4533,22,F,Black,12000,308,0.375,59,0.3317741726742946,graduate,Law,79000.0,-1.5716363636363637,-5.5529264357278985,0,0,0,0
4534,27,M,Black,11000,586,0.307,229,0.0845744546441171,undergrad,STEM,18000.0,-0.5807272727272728,-1.595620728456678,0,0,0,0
4535,28,F,Asian,20000,850,0.336,249,0.0569469352230698,undergrad,Business,16000.0,0.2752727272727272,-0.40809049540411035,1,0,1,1
4536,19,M,White,5000,559,0.068,37,0.0626858966647204,undergrad,Arts,43000.0,-0.6369090909090909,-1.3891398508857355,0,0,0,0
4537,23,F,Black,5000,598,0.258,76,0.0206891202622854,undergrad,STEM,27000.0,-0.47509090909090906,-0.7233603522383338,1,0,1,0
4538,20,M,White,5000,625,0.071,76,0.0206891202622854,undergrad,Arts,16000.0,-0.3029090909090909,-0.5511785340565157,1,0,1,1
4539,30,M,White,25000,533,0.129,181,0.0694555405916422,undergrad,Arts,58000.0,-0.7334545454545455,-1.566921032554252,0,0,0,0
4540,19,F,Black,3000,508,0.382,135,0.0452137813055003,undergrad,STEM,39000.0,-1.0623636363636364,-1.60492901202964,0,0,0,0
4541,19,F,White,47000,705,0.136,25,0.0454556038190779,graduate,Business,40000.0,0.45999999999999996,-0.08546724582893483,1,0,1,1
4542,27,F,Black,13000,433,0.294,104,0.0834136145138897,undergrad,Arts,33000.0,-1.3990909090909092,-2.4000542832575853,0,0,0,0
4543,28,M,Asian,17000,554,0.227,76,0.0206891202622854,undergrad,Arts,13000.0,-0.8010909090909091,-1.049360352238334,1,0,1,0
4544,26,M,White,16000,683,0.119,135,0.0452137813055003,undergrad,Business,23000.0,0.07800000000000001,-0.4645653756660036,1,0,1,1
4545,27,F,White,26000,589,0.382,248,0.0114381620879679,graduate,Arts,22000.0,-0.7798181818181817,-0.9170761268737966,0,0,1,0
4546,23,F,Black,7500,576,0.095,135,0.0452137813055003,undergrad,Arts,50000.0,-0.6140909090909091,-1.1566562847569126,0,0,1,0
4547,24,F,White,19000,809,0.147,25,0.0454556038190779,graduate,Arts,31000.0,0.4481818181818181,-0.09728542764711667,1,0,1,1
4548,19,M,Other,7500,467,0.269,96,0.0598803195385864,undergrad,Business,15000.0,-1.0584545454545453,-1.777018379917582,0,0,0,0
4549,29,F,Black,42000,407,0.066,212,0.0192123729913557,undergrad,STEM,103000.0,-0.6636363636363636,-0.894184839532632,0,0,1,0
4550,20,F,White,4000,606,0.119,195,0.0088945731217383,undergrad,Arts,26000.0,-0.474,-0.5807348774608596,0,0,1,0
4551,26,M,Other,22000,609,0.094,59,0.3317741726742946,undergrad,Arts,20000.0,-0.3050909090909091,-4.286380981182444,0,0,0,1
4552,27,M,White,13000,557,0.331,205,0.0159789019923045,graduate,STEM,21000.0,-0.5721818181818183,-0.7639286420894723,1,1,1,0
4553,28,M,Black,31000,701,0.245,112,0.1324079841540636,undergrad,STEM,18000.0,0.08145454545454545,-1.5074412643942177,1,0,0,1
4554,26,F,Asian,20000,806,0.204,135,0.0452137813055003,undergrad,Business,32000.0,0.3792727272727273,-0.16329264839327629,1,0,1,1
4555,21,M,White,5000,536,0.238,124,0.3590904470954283,undergrad,Arts,46000.0,-1.0605454545454545,-5.3696308196905935,0,0,0,0
4556,23,F,Asian,7500,745,0.263,135,0.0452137813055003,undergrad,STEM,27000.0,0.06445454545454543,-0.47811083021145817,1,0,1,1
4557,21,F,White,2000,574,0.037,62,0.0725423339255437,undergrad,Business,23000.0,-0.23836363636363636,-1.1088716434701607,0,0,1,1
4558,19,F,White,8000,581,0.259,76,0.0206891202622854,undergrad,Arts,36000.0,-0.8209090909090909,-1.0691785340565156,0,0,1,0
4559,20,F,White,5000,758,0.108,244,0.0401675232474372,undergrad,STEM,26000.0,0.4067272727272727,-0.0752830062419737,1,0,1,1
4560,19,M,White,4500,472,0.197,62,0.0725423339255437,undergrad,Arts,31000.0,-1.1142727272727273,-1.9847807343792516,0,0,0,0
4561,29,F,White,26000,731,0.064,229,0.0845744546441171,graduate,Arts,19000.0,0.3725454545454546,-0.6423480011839505,1,0,1,1
4562,19,M,Other,21000,554,0.118,2,0.0735072092844307,graduate,Arts,16000.0,-0.40909090909090906,-1.2911774205040776,0,0,0,1
4563,25,F,White,23000,765,0.116,36,0.0336352568068902,graduate,Arts,30000.0,0.37418181818181817,-0.02944126350086429,1,0,1,1
4564,25,M,White,16000,451,0.08,135,0.0452137813055003,graduate,Law,55000.0,-0.43763636363636366,-0.9802017393023672,0,0,1,1
4565,22,M,White,1500,646,0.132,76,0.0206891202622854,undergrad,Arts,23000.0,-0.3695454545454545,-0.6178148976928793,1,0,1,1
4566,20,M,White,24000,704,0.251,135,0.0452137813055003,graduate,Law,44000.0,0.18836363636363634,-0.35420173930236726,1,0,1,1
4567,19,F,White,8000,640,0.109,96,0.0598803195385864,undergrad,STEM,20000.0,-0.006363636363636349,-0.7249274708266731,1,0,1,1
4568,24,F,White,24000,604,0.352,248,0.0114381620879679,undergrad,Arts,17000.0,-0.8272727272727272,-0.964530672328342,0,0,1,0
4569,21,F,White,5500,477,0.131,25,0.0454556038190779,undergrad,Business,19000.0,-0.7580909090909091,-1.3035581549198438,0,0,0,0
4570,19,F,White,6500,441,0.521,25,0.0454556038190779,undergrad,STEM,52000.0,-1.6630000000000003,-2.208467245828935,0,0,0,0
4571,21,M,White,3500,684,0.293,73,0.0228348227025087,undergrad,Arts,18000.0,-0.5413636363636363,-0.8153815087937407,1,0,1,0
4572,31,M,White,23000,529,0.308,154,0.0379126509375481,undergrad,STEM,35000.0,-0.718,-1.1729518112505772,1,1,1,0
4573,19,M,White,19000,479,0.21,76,0.0206891202622854,graduate,Law,41000.0,-0.5778181818181818,-0.8260876249656066,1,0,1,0
4574,19,M,Black,3000,519,0.088,62,0.0725423339255437,undergrad,STEM,42000.0,-0.5343636363636364,-1.4048716434701607,0,0,0,0
4575,20,F,White,6000,634,0.154,38,0.0889068621286131,undergrad,STEM,17000.0,-0.13018181818181812,-1.1970641637251753,1,0,1,1
4576,24,M,White,15000,438,0.281,154,0.0379126509375481,undergrad,Arts,29000.0,-1.3429090909090908,-1.797860902159668,0,0,0,0
4577,23,F,White,4500,631,0.093,152,0.0387354283626804,undergrad,STEM,64000.0,-0.1280909090909091,-0.5929160494430739,1,0,1,1
4578,19,F,White,7000,549,0.348,79,0.1376930956009395,undergrad,Arts,49000.0,-1.2212727272727273,-2.8735898744840016,0,0,0,0
4579,23,M,White,5000,495,0.129,25,0.0454556038190779,undergrad,Arts,52000.0,-0.9916363636363635,-1.5371036094652983,0,0,0,0
4580,32,M,White,15000,695,0.14,135,0.0452137813055003,undergrad,Arts,32000.0,-0.1263636363636364,-0.6689290120296401,1,0,1,1
4581,19,M,White,6500,807,0.377,23,0.3748923690837981,undergrad,Arts,16000.0,-0.24409090909090908,-4.742799338096486,1,0,0,1
4582,30,F,Asian,16000,683,0.332,232,0.0830288146298239,graduate,STEM,13000.0,-0.09800000000000003,-1.0943457755578867,1,0,1,1
4583,20,F,White,12000,678,0.223,24,0.0590146588194726,graduate,Arts,16000.0,-0.2221818181818182,-0.9303577240154894,1,0,1,1
4584,33,F,White,33000,678,0.344,205,0.0159789019923045,graduate,Law,33000.0,0.26181818181818184,0.07007135791052785,1,0,1,1
4585,27,M,White,41000,528,0.379,25,0.0454556038190779,undergrad,STEM,46000.0,-0.8556363636363638,-1.4011036094652987,0,0,0,0
4586,25,F,White,15000,672,0.234,205,0.0159789019923045,undergrad,Arts,17000.0,-0.398,-0.589746823907654,1,0,1,1
4587,19,F,Asian,6500,719,0.168,73,0.0228348227025087,undergrad,Arts,42000.0,-0.2460909090909091,-0.5201087815210136,1,0,1,1
4588,33,M,White,16000,547,0.136,169,0.0821687824439703,graduate,Business,48000.0,-0.40054545454545454,-1.3865708438730981,1,0,0,1
4589,22,F,White,4000,571,0.26,229,0.0845744546441171,undergrad,Arts,55000.0,-0.9832727272727273,-1.9981661830021324,0,0,0,0
4590,22,F,Other,6000,626,0.056,76,0.0206891202622854,undergrad,Arts,40000.0,-0.26327272727272727,-0.511542170420152,1,0,1,1
4591,24,M,White,15000,375,0.286,110,0.1297935402004485,undergrad,Business,37000.0,-1.382,-2.9395224824053816,0,0,0,0
4592,30,F,Black,18000,704,0.311,96,0.0598803195385864,undergrad,Arts,15000.0,-0.4176363636363637,-1.1362001980994005,0,0,1,1
4593,26,M,White,35000,810,0.063,76,0.0206891202622854,undergrad,STEM,39000.0,0.8658181818181818,0.617548738670757,1,0,1,1
4594,29,M,White,23000,585,0.16,25,0.0454556038190779,graduate,Business,26000.0,-0.16836363636363635,-0.7138308821925712,1,0,1,1
4595,19,F,White,4500,596,0.081,246,0.0089270124529904,undergrad,Arts,17000.0,-0.4313636363636363,-0.5384877857995211,0,0,1,1
4596,19,M,Other,31000,436,0.173,76,0.0206891202622854,graduate,Business,83000.0,-0.7881818181818182,-1.036451261329243,0,0,1,0
4597,25,F,White,16000,850,0.215,135,0.0452137813055003,undergrad,Arts,24000.0,0.29327272727272735,-0.24929264839327625,1,0,1,1
