applicant_id,institution_id,cohort_default_rate,race,age,sex,status,income,credit_score,dti,program_level,major,loan_amount,score_base,score_with_cdr,loan_granted,defaulted,approved,low_risk_terms
2822,CommunityCollege,0.12,White,24,F,Non-US,10000,732,0.126,undergrad,Business,21000.0,0.20618181818181816,-0.009818181818181837,0,0,1,1
2823,StateU,0.065,White,19,M,Non-US,4500,850,0.247,undergrad,Arts,25000.0,0.16027272727272732,0.04327272727272731,0,0,1,1
2824,ForProfit1,0.25,White,26,F,Non-US,19000,653,0.282,undergrad,Arts,7000.0,-0.5390909090909091,-0.989090909090909,0,0,0,0
2825,StateU,0.065,White,28,M,Non-US,32000,597,0.084,graduate,STEM,26000.0,0.18127272727272728,0.06427272727272727,0,0,1,1
2826,UVA,0.035,White,22,M,Non-US,31000,850,0.085,graduate,Arts,41000.0,0.6932727272727274,0.6302727272727273,1,0,1,1
2827,UVA,0.035,White,24,F,Non-US,25000,820,0.231,undergrad,Business,13000.0,0.4061818181818181,0.3431818181818181,0,0,1,1
2828,CommunityCollege,0.12,White,22,F,Non-US,7500,300,0.146,undergrad,STEM,12000.0,-1.3197272727272729,-1.5357272727272728,0,0,0,0
2829,CommunityCollege,0.12,White,32,F,Non-US,26000,447,0.282,undergrad,Arts,30000.0,-1.2461818181818183,-1.4621818181818182,0,0,0,0
2830,StateU,0.065,White,20,M,Non-US,24000,440,0.127,graduate,STEM,31000.0,-0.5236363636363637,-0.6406363636363637,0,0,1,0
2831,StateU,0.065,White,22,F,US Person,1500,621,0.12,undergrad,Arts,47000.0,-0.5364545454545454,-0.6534545454545454,0,0,1,0
2832,UVA,0.035,Black,28,F,Non-US,17000,606,0.161,undergrad,Business,24000.0,-0.53,-0.5930000000000001,0,0,1,0
2833,CommunityCollege,0.12,White,19,M,Non-US,7500,427,0.054,undergrad,Arts,34000.0,-0.9739090909090908,-1.1899090909090908,0,0,0,0
2834,StateU,0.065,White,23,M,Non-US,7500,757,0.307,undergrad,STEM,35000.0,0.020090909090909104,-0.0969090909090909,0,0,1,1
2835,ForProfit2,0.3,White,23,F,Non-US,6000,828,0.339,undergrad,Arts,35000.0,-0.09472727272727283,-0.6347272727272728,0,0,1,0
2836,ForProfit1,0.25,Other,25,M,US Person,22000,677,0.198,undergrad,Arts,24000.0,-0.31581818181818183,-0.7658181818181818,0,0,0,0
2837,CommunityCollege,0.12,Asian,29,F,Non-US,27000,818,0.323,graduate,Arts,22000.0,0.3269090909090909,0.11090909090909093,1,1,1,1
2838,CommunityCollege,0.12,White,21,F,Non-US,43000,668,0.1,graduate,Arts,27000.0,0.17345454545454544,-0.04254545454545455,1,0,1,1
2839,UVA,0.035,Other,32,F,US Person,29000,587,0.233,graduate,STEM,32000.0,-0.221090909090909,-0.284090909090909,0,0,1,1
2840,StateU,0.065,White,34,M,Non-US,41000,834,0.219,undergrad,STEM,70000.0,0.5770909090909091,0.4600909090909091,1,0,1,1
2841,StateU,0.065,White,28,F,Non-US,11000,673,0.131,undergrad,Arts,18000.0,-0.2123636363636364,-0.3293636363636364,0,0,1,1
2842,CommunityCollege,0.12,White,22,M,Non-US,2000,741,0.112,undergrad,Arts,45000.0,-0.08109090909090909,-0.29709090909090907,0,0,1,1
2843,UVA,0.035,White,28,F,Non-US,36000,763,0.233,graduate,Arts,29000.0,0.21090909090909085,0.14790909090909082,0,0,1,1
2844,CommunityCollege,0.12,Black,31,M,US Person,29000,374,0.217,graduate,Arts,30000.0,-1.4636363636363638,-1.6796363636363638,0,0,0,0
2845,CommunityCollege,0.12,Black,26,M,US Person,21000,766,0.325,undergrad,STEM,41000.0,-0.2521818181818182,-0.46818181818181814,0,0,1,0
2846,CommunityCollege,0.12,White,27,F,Non-US,10000,693,0.182,undergrad,Arts,29000.0,-0.24763636363636363,-0.4636363636363636,0,0,1,0
2847,CommunityCollege,0.12,Black,21,F,Non-US,25000,437,0.214,graduate,STEM,24000.0,-0.9525454545454546,-1.1685454545454546,0,0,0,0
2848,CommunityCollege,0.12,Black,24,F,Non-US,14000,511,0.305,undergrad,Arts,21000.0,-1.3814545454545455,-1.5974545454545455,0,0,0,0
2849,StateU,0.065,Black,19,F,Non-US,5000,833,0.218,undergrad,Arts,30000.0,-0.09054545454545457,-0.2075454545454546,0,0,1,1
2850,UVA,0.035,White,26,M,US Person,16000,611,0.212,graduate,STEM,27000.0,-0.11981818181818177,-0.18281818181818177,0,0,1,1
2851,ForProfit1,0.25,Black,28,M,Non-US,43000,680,0.242,undergrad,Arts,35000.0,-0.46690909090909094,-0.9169090909090909,0,0,0,0
2852,CommunityCollege,0.12,White,32,F,US Person,29000,850,0.07,undergrad,Arts,37000.0,0.6612727272727273,0.4452727272727274,1,0,1,1
2853,CommunityCollege,0.12,Other,19,F,Non-US,10000,689,0.129,graduate,Arts,41000.0,-0.1561818181818182,-0.37218181818181817,0,0,1,1
2854,StateU,0.065,White,21,M,US Person,25000,780,0.183,graduate,STEM,36000.0,0.6067272727272728,0.4897272727272728,1,1,1,1
2855,ForProfit2,0.3,White,25,F,Non-US,25000,630,0.172,undergrad,Arts,15000.0,-0.3667272727272727,-0.9067272727272727,0,0,0,0
2856,CommunityCollege,0.12,White,31,F,Non-US,13000,737,0.151,undergrad,STEM,25000.0,0.2923636363636364,0.07636363636363638,0,0,1,1
2857,ForProfit1,0.25,White,21,M,US Person,5500,455,0.188,undergrad,STEM,36000.0,-0.8520909090909092,-1.3020909090909092,0,0,0,0
2858,UVA,0.035,White,27,M,Non-US,18000,404,0.251,graduate,STEM,78000.0,-1.0385454545454547,-1.1015454545454546,0,0,0,0
2859,CommunityCollege,0.12,Other,19,M,US Person,5000,471,0.235,undergrad,Arts,95000.0,-1.340909090909091,-1.556909090909091,0,0,0,0
2860,StateU,0.065,White,20,F,US Person,6000,793,0.048,undergrad,Business,21000.0,0.56,0.44300000000000006,1,0,1,1
2861,ForProfit2,0.3,White,19,F,Non-US,15000,367,0.048,graduate,Law,22000.0,-0.5850909090909091,-1.1250909090909091,0,0,0,0
2862,CommunityCollege,0.12,Black,21,M,Non-US,24000,571,0.375,graduate,Business,50000.0,-0.9932727272727273,-1.2092727272727273,0,0,0,0
2863,ForProfit1,0.25,White,25,M,Non-US,21000,813,0.47,undergrad,Arts,24000.0,-0.32127272727272715,-0.7712727272727271,0,0,0,0
2864,ForProfit1,0.25,Asian,22,F,Non-US,15000,783,0.288,graduate,STEM,12000.0,0.49763636363636365,0.04763636363636364,1,1,1,1
2865,CommunityCollege,0.12,Asian,27,M,Non-US,21000,522,0.064,undergrad,Arts,42000.0,-0.5174545454545454,-0.7334545454545454,0,0,0,0
2866,UVA,0.035,White,29,F,Non-US,20000,659,0.25,undergrad,Arts,28000.0,-0.44727272727272727,-0.5102727272727273,0,0,1,0
2867,ForProfit2,0.3,White,24,F,US Person,19000,629,0.242,undergrad,Business,20000.0,-0.34636363636363643,-0.8863636363636365,0,0,0,0
2868,StateU,0.065,White,29,F,US Person,32000,850,0.297,undergrad,Arts,27000.0,0.22527272727272732,0.10827272727272731,0,0,1,1
2869,UVA,0.035,White,26,F,Non-US,51000,750,0.157,undergrad,STEM,15000.0,0.5556363636363637,0.4926363636363637,1,0,1,1
2870,CommunityCollege,0.12,White,19,F,Non-US,8000,378,0.259,undergrad,Business,42000.0,-1.459090909090909,-1.675090909090909,0,0,0,0
2871,ForProfit2,0.3,Black,24,M,US Person,11000,677,0.097,undergrad,Arts,22000.0,-0.37981818181818183,-0.9198181818181819,0,0,0,0
2872,StateU,0.065,White,24,M,Non-US,28000,418,0.138,undergrad,Arts,35000.0,-1.0516363636363635,-1.1686363636363635,0,0,0,0
2873,CommunityCollege,0.12,Black,21,F,US Person,6000,301,0.174,undergrad,STEM,39000.0,-1.631090909090909,-1.847090909090909,0,0,0,0
2874,CommunityCollege,0.12,White,27,F,Non-US,34000,465,0.076,undergrad,Business,179000.0,-0.6207272727272728,-0.8367272727272728,0,0,0,0
2875,CommunityCollege,0.12,White,20,F,Non-US,5500,508,0.575,undergrad,Arts,26000.0,-1.7333636363636364,-1.9493636363636364,0,0,0,0
2876,CommunityCollege,0.12,White,27,M,Non-US,74000,755,0.217,undergrad,Arts,32000.0,0.29181818181818187,0.07581818181818187,0,0,1,1
2877,ForProfit1,0.25,White,22,F,Non-US,6000,759,0.291,undergrad,STEM,31000.0,0.050363636363636416,-0.39963636363636357,0,0,1,1
2878,CommunityCollege,0.12,Black,28,M,US Person,26000,665,0.187,undergrad,STEM,31000.0,-0.21345454545454542,-0.4294545454545454,0,0,1,1
2879,ForProfit1,0.25,Other,20,M,Non-US,13000,757,0.03,graduate,Arts,28000.0,0.4070909090909091,-0.0429090909090909,1,1,1,1
2880,CommunityCollege,0.12,Other,30,F,Non-US,21000,413,0.265,graduate,Arts,17000.0,-1.265818181818182,-1.481818181818182,0,0,0,0
2881,CommunityCollege,0.12,White,24,F,Non-US,12000,546,0.473,undergrad,Arts,10000.0,-1.3521818181818182,-1.5681818181818181,0,0,0,0
2882,ForProfit2,0.3,Other,19,M,US Person,4000,708,0.266,undergrad,Arts,54000.0,-0.5470909090909091,-1.087090909090909,0,0,0,0
2883,CommunityCollege,0.12,Other,22,M,Non-US,37000,840,0.302,graduate,Arts,23000.0,0.30890909090909097,0.09290909090909097,1,1,1,1
2884,ForProfit2,0.3,White,25,M,Non-US,25000,708,0.168,undergrad,Arts,14000.0,-0.07509090909090912,-0.6150909090909091,0,0,1,0
2885,StateU,0.065,White,21,F,Non-US,6000,485,0.546,undergrad,Business,23000.0,-1.556,-1.673,0,0,0,0
2886,CommunityCollege,0.12,White,23,F,US Person,6500,735,0.196,undergrad,Business,13000.0,0.05609090909090907,-0.15990909090909092,0,0,1,1
2887,CommunityCollege,0.12,White,19,M,Non-US,3000,700,0.252,undergrad,Business,19000.0,-0.20418181818181816,-0.42018181818181816,0,0,1,1
2888,UVA,0.035,White,28,M,Non-US,13000,779,0.325,undergrad,STEM,19000.0,0.0970909090909091,0.03409090909090909,0,0,1,1
2889,ForProfit1,0.25,Black,32,F,Non-US,21000,502,0.268,undergrad,Arts,23000.0,-1.298181818181818,-1.748181818181818,0,0,0,0
2890,StateU,0.065,White,19,F,US Person,7500,737,0.284,undergrad,STEM,23000.0,-0.006636363636363607,-0.12363636363636361,0,0,1,1
2891,StateU,0.065,Asian,20,F,Non-US,7000,513,0.399,undergrad,Business,38000.0,-1.004181818181818,-1.121181818181818,0,0,0,0
2892,CommunityCollege,0.12,White,28,M,Non-US,45000,847,0.157,graduate,STEM,93000.0,0.9223636363636363,0.7063636363636363,1,0,1,1
2893,CommunityCollege,0.12,White,19,F,Non-US,1000,850,0.163,undergrad,Business,60000.0,0.40727272727272723,0.19127272727272723,1,1,1,1
2894,ForProfit1,0.25,White,21,F,Non-US,5500,723,0.091,undergrad,Arts,13000.0,0.016454545454545444,-0.43354545454545457,0,0,1,1
2895,CommunityCollege,0.12,White,22,F,Non-US,19000,514,0.534,graduate,Law,57000.0,-1.0985454545454547,-1.3145454545454547,0,0,0,0
2896,ForProfit1,0.25,White,25,F,Non-US,43000,631,0.157,graduate,Law,64000.0,0.2249090909090909,-0.22509090909090912,0,0,1,1
2897,CommunityCollege,0.12,Black,25,M,Non-US,10000,569,0.245,undergrad,Arts,16000.0,-1.0745454545454545,-1.2905454545454544,0,0,0,0
2898,ForProfit1,0.25,White,22,M,Non-US,6500,539,0.201,undergrad,Business,13000.0,-0.6666363636363637,-1.1166363636363636,0,0,0,0
2899,CommunityCollege,0.12,Black,29,M,Non-US,30000,654,0.221,undergrad,Business,87000.0,-0.4974545454545455,-0.7134545454545455,0,0,0,0
2900,CommunityCollege,0.12,Black,20,M,Non-US,5000,665,0.229,undergrad,Arts,20000.0,-0.7234545454545455,-0.9394545454545454,0,0,0,0
2901,ForProfit2,0.3,Black,35,F,Non-US,30000,594,0.194,graduate,STEM,73000.0,-0.41163636363636363,-0.9516363636363636,0,0,0,0
2902,CommunityCollege,0.12,White,22,M,Non-US,3000,397,0.103,undergrad,Arts,19000.0,-1.2080000000000002,-1.4240000000000002,0,0,0,0
2903,ForProfit2,0.3,White,20,F,Non-US,18000,499,0.137,graduate,STEM,24000.0,-0.3650909090909091,-0.9050909090909092,0,0,0,0
2904,ForProfit2,0.3,Black,26,F,US Person,18000,571,0.308,undergrad,STEM,14000.0,-0.8452727272727272,-1.3852727272727272,0,0,0,0
2905,CommunityCollege,0.12,White,19,M,US Person,4500,530,0.214,undergrad,Business,23000.0,-0.7373636363636363,-0.9533636363636363,0,0,0,0
2906,StateU,0.065,White,28,M,Non-US,23000,649,0.066,undergrad,Arts,89000.0,-0.19763636363636364,-0.31463636363636366,0,0,1,1
2907,StateU,0.065,White,20,F,Non-US,1500,744,0.179,undergrad,Arts,40000.0,-0.10718181818181818,-0.2241818181818182,0,0,1,1
2908,UVA,0.035,White,23,M,Non-US,5500,551,0.222,undergrad,STEM,38000.0,-0.571,-0.634,0,0,1,0
2909,UVA,0.035,White,19,M,Non-US,4000,667,0.128,undergrad,Arts,22000.0,-0.2701818181818182,-0.3331818181818182,0,0,1,1
2910,CommunityCollege,0.12,White,19,M,Non-US,46000,601,0.199,graduate,STEM,22000.0,0.04981818181818179,-0.1661818181818182,0,0,1,1
2911,CommunityCollege,0.12,White,19,F,Non-US,3500,798,0.055,undergrad,Arts,81000.0,0.24918181818181825,0.03318181818181826,1,0,1,1
2912,StateU,0.065,White,21,M,US Person,4000,599,0.25,undergrad,Business,36000.0,-0.5614545454545454,-0.6784545454545454,0,0,1,0
2913,UVA,0.035,White,33,F,Non-US,24000,850,0.325,undergrad,Business,19000.0,0.32127272727272727,0.25827272727272726,1,1,1,1
2914,UVA,0.035,Black,24,M,Non-US,14000,574,0.263,undergrad,Arts,30000.0,-1.0683636363636364,-1.1313636363636363,0,0,0,0
2915,UVA,0.035,Other,21,F,Non-US,4500,487,0.163,undergrad,Business,56000.0,-0.9417272727272729,-1.004727272727273,0,0,0,0
2916,UVA,0.035,Other,28,M,Non-US,21000,850,0.118,undergrad,STEM,61000.0,0.6672727272727272,0.6042727272727272,1,1,1,1
2917,CommunityCollege,0.12,Other,19,F,Non-US,6500,800,0.055,undergrad,Arts,26000.0,0.3244545454545454,0.10845454545454539,0,0,1,1
2918,UVA,0.035,Other,23,F,Non-US,36000,552,0.104,graduate,STEM,30000.0,-0.04836363636363643,-0.11136363636363644,0,0,1,1
2919,StateU,0.065,Black,29,F,Non-US,28000,658,0.227,undergrad,Arts,20000.0,-0.6069090909090908,-0.7239090909090908,0,0,0,0
2920,ForProfit1,0.25,Other,31,F,Non-US,21000,669,0.27,graduate,STEM,68000.0,-0.14490909090909093,-0.5949090909090909,0,0,1,0
2921,ForProfit2,0.3,White,27,F,Non-US,36000,620,0.109,undergrad,Business,22000.0,-0.011090909090909096,-0.5510909090909091,0,0,1,0
2922,StateU,0.065,Black,19,F,Non-US,6500,616,0.324,undergrad,Arts,47000.0,-1.1826363636363637,-1.2996363636363637,0,0,0,0
2923,UVA,0.035,White,25,F,Non-US,29000,850,0.05,undergrad,Business,8000.0,0.9012727272727273,0.8382727272727273,1,0,1,1
2924,StateU,0.065,White,28,F,Non-US,19000,596,0.177,undergrad,Arts,41000.0,-0.6363636363636364,-0.7533636363636363,0,0,0,0
2925,UVA,0.035,White,27,F,Non-US,20000,617,0.185,undergrad,Arts,44000.0,-0.57,-0.633,0,0,1,0
2926,CommunityCollege,0.12,White,25,M,Non-US,19000,850,0.165,graduate,Arts,15000.0,0.5612727272727274,0.3452727272727274,1,1,1,1
2927,ForProfit2,0.3,Asian,23,F,US Person,4500,754,0.459,undergrad,STEM,52000.0,-0.26281818181818184,-0.8028181818181819,0,0,0,0
2928,CommunityCollege,0.12,White,29,M,Non-US,45000,647,0.172,undergrad,Arts,29000.0,-0.18490909090909088,-0.4009090909090909,0,0,1,1
2929,StateU,0.065,White,27,F,Non-US,54000,698,0.091,graduate,STEM,196000.0,0.5665454545454547,0.4495454545454547,1,0,1,1
2930,UVA,0.035,White,23,F,US Person,7500,427,0.209,undergrad,Arts,24000.0,-1.283909090909091,-1.346909090909091,0,0,0,0
2931,CommunityCollege,0.12,White,28,F,Non-US,19000,605,0.119,graduate,Arts,27000.0,-0.23763636363636365,-0.4536363636363636,0,0,1,0
2932,CommunityCollege,0.12,White,27,M,US Person,14000,661,0.198,graduate,Business,54000.0,-0.12200000000000003,-0.338,0,0,1,1
2933,CommunityCollege,0.12,White,22,F,US Person,6500,808,0.322,undergrad,Arts,75000.0,-0.23045454545454544,-0.44645454545454544,0,0,1,0
2934,CommunityCollege,0.12,White,21,M,Non-US,16000,393,0.224,graduate,Arts,14000.0,-1.2365454545454546,-1.4525454545454546,0,0,0,0
2935,StateU,0.065,White,25,M,Non-US,11000,556,0.291,undergrad,Arts,15000.0,-0.9578181818181818,-1.074818181818182,0,0,0,0
2936,ForProfit2,0.3,White,28,M,Non-US,16000,760,0.407,graduate,Arts,25000.0,-0.26799999999999996,-0.808,0,0,0,0
2937,CommunityCollege,0.12,Asian,26,M,Non-US,22000,754,0.342,undergrad,Business,19000.0,0.07618181818181813,-0.13981818181818187,0,0,1,1
2938,StateU,0.065,White,20,M,Non-US,1000,575,0.123,undergrad,Arts,42000.0,-0.7127272727272727,-0.8297272727272726,0,0,0,0
2939,CommunityCollege,0.12,White,25,M,Non-US,35000,668,0.041,undergrad,Arts,8000.0,0.09345454545454543,-0.12254545454545457,0,0,1,1
2940,CommunityCollege,0.12,White,19,M,Non-US,13000,706,0.223,graduate,Arts,47000.0,-0.2143636363636364,-0.4303636363636364,0,0,1,1
2941,StateU,0.065,Other,22,M,US Person,2000,732,0.232,undergrad,Business,10000.0,-0.10381818181818185,-0.22081818181818186,0,0,1,1
2942,ForProfit1,0.25,Black,24,M,Non-US,21000,578,0.356,undergrad,STEM,30000.0,-0.8978181818181818,-1.3478181818181818,0,0,0,0
2943,CommunityCollege,0.12,White,21,M,Non-US,22000,663,0.045,graduate,Arts,21000.0,0.13927272727272727,-0.07672727272727273,0,0,1,1
2944,CommunityCollege,0.12,White,21,F,Non-US,8000,642,0.152,undergrad,Arts,51000.0,-0.48509090909090913,-0.7010909090909091,0,0,0,0
2945,CommunityCollege,0.12,White,21,F,Non-US,6500,501,0.226,undergrad,STEM,26000.0,-0.7548181818181818,-0.9708181818181818,0,0,0,0
2946,ForProfit1,0.25,White,20,F,Non-US,7500,650,0.135,undergrad,Business,15000.0,-0.12500000000000003,-0.5750000000000001,0,0,1,0
2947,CommunityCollege,0.12,Other,21,M,US Person,1500,631,0.142,undergrad,Business,31000.0,-0.29409090909090907,-0.510090909090909,0,0,1,0
2948,ForProfit1,0.25,White,31,F,Non-US,37000,599,0.211,undergrad,STEM,28000.0,-0.18545454545454548,-0.6354545454545455,0,0,1,0
2949,StateU,0.065,White,26,F,Non-US,11000,585,0.111,graduate,STEM,45000.0,-0.14236363636363636,-0.25936363636363635,0,0,1,1
2950,CommunityCollege,0.12,Black,24,F,Non-US,45000,534,0.028,undergrad,STEM,42000.0,-0.35781818181818176,-0.5738181818181818,0,0,1,0
2951,CommunityCollege,0.12,Black,30,M,US Person,24000,599,0.279,graduate,Arts,31000.0,-0.7994545454545454,-1.0154545454545454,0,0,0,0
2952,UVA,0.035,White,24,F,US Person,10000,805,0.396,undergrad,STEM,13000.0,0.031636363636363574,-0.03136363636363644,0,0,1,1
2953,ForProfit1,0.25,White,25,M,US Person,22000,850,0.313,undergrad,Arts,73000.0,0.03327272727272729,-0.4167272727272727,0,0,1,1
2954,ForProfit1,0.25,White,24,F,Non-US,36000,583,0.279,undergrad,Business,25000.0,-0.48563636363636375,-0.9356363636363638,0,0,0,0
2955,CommunityCollege,0.12,White,24,M,Non-US,22000,755,0.175,undergrad,Arts,47000.0,-0.03618181818181815,-0.2521818181818182,0,0,1,1
2956,StateU,0.065,Black,26,M,Non-US,27000,553,0.137,graduate,Business,37000.0,-0.46472727272727277,-0.5817272727272728,0,0,1,0
2957,ForProfit2,0.3,White,27,F,Non-US,26000,608,0.116,undergrad,Arts,32000.0,-0.32872727272727276,-0.8687272727272728,0,0,0,0
2958,UVA,0.035,White,25,M,Non-US,14000,375,0.16,undergrad,STEM,17000.0,-1.036,-1.099,0,0,0,0
2959,StateU,0.065,White,19,M,US Person,7500,678,0.173,undergrad,Business,26000.0,-0.09918181818181818,-0.2161818181818182,0,0,1,1
2960,StateU,0.065,White,19,M,Non-US,3500,850,0.146,undergrad,STEM,11000.0,0.6562727272727273,0.5392727272727273,1,0,1,1
2961,StateU,0.065,White,19,F,US Person,5000,607,0.26,undergrad,Business,29000.0,-0.5463636363636364,-0.6633636363636364,0,0,1,0
2962,StateU,0.065,Asian,30,M,Non-US,14000,600,0.036,graduate,Business,73000.0,0.13018181818181818,0.01318181818181817,1,1,1,1
2963,StateU,0.065,Asian,22,F,Non-US,3000,695,0.348,undergrad,Arts,12000.0,-0.4643636363636363,-0.5813636363636363,0,0,1,0
2964,CommunityCollege,0.12,White,19,M,Non-US,5500,770,0.143,undergrad,STEM,23000.0,0.38336363636363635,0.16736363636363635,1,1,1,1
2965,StateU,0.065,White,19,F,Non-US,10000,444,0.267,graduate,STEM,66000.0,-0.9730909090909095,-1.0900909090909094,0,0,0,0
2966,CommunityCollege,0.12,White,29,F,Non-US,80000,792,0.21,undergrad,STEM,17000.0,0.7763636363636364,0.5603636363636364,1,0,1,1
2967,StateU,0.065,White,30,M,Non-US,19000,587,0.147,graduate,Arts,40000.0,-0.359090909090909,-0.476090909090909,0,0,1,0
2968,ForProfit1,0.25,White,23,F,Non-US,14000,850,0.202,graduate,STEM,58000.0,0.6572727272727272,0.20727272727272722,1,0,1,1
2969,StateU,0.065,White,23,F,Non-US,13000,850,0.232,graduate,Arts,15000.0,0.3912727272727273,0.27427272727272733,1,1,1,1
2970,UVA,0.035,White,23,M,US Person,7500,551,0.05,undergrad,STEM,25000.0,-0.21499999999999997,-0.27799999999999997,0,0,1,1
2971,ForProfit1,0.25,White,20,M,US Person,6000,479,0.288,undergrad,Business,39000.0,-1.0618181818181816,-1.5118181818181815,0,0,0,0
2972,CommunityCollege,0.12,Other,19,M,Non-US,7000,596,0.208,undergrad,Arts,23000.0,-0.7203636363636363,-0.9363636363636363,0,0,0,0
2973,CommunityCollege,0.12,White,32,M,Non-US,28000,683,0.165,graduate,Law,25000.0,0.608,0.392,1,1,1,1
2974,StateU,0.065,White,29,M,Non-US,24000,618,0.174,graduate,Arts,11000.0,-0.2703636363636363,-0.3873636363636363,0,0,1,1
2975,CommunityCollege,0.12,Black,27,F,Non-US,22000,583,0.111,graduate,Law,63000.0,-0.03363636363636363,-0.24963636363636363,0,0,1,1
2976,StateU,0.065,White,22,M,Non-US,5500,730,0.304,undergrad,STEM,20000.0,-0.08409090909090905,-0.20109090909090904,0,0,1,1
2977,StateU,0.065,Asian,19,F,Non-US,5500,744,0.401,undergrad,Arts,26000.0,-0.3771818181818182,-0.49418181818181817,0,0,1,0
2978,ForProfit2,0.3,White,26,M,Non-US,62000,850,0.222,undergrad,Arts,36000.0,0.5552727272727273,0.015272727272727216,1,0,1,1
2979,StateU,0.065,White,22,F,Non-US,30000,582,0.175,graduate,STEM,81000.0,-0.1672727272727273,-0.2842727272727273,0,0,1,1
2980,UVA,0.035,White,28,M,Non-US,29000,559,0.38,undergrad,Arts,27000.0,-1.0169090909090908,-1.0799090909090907,0,0,0,0
2981,StateU,0.065,Other,21,F,US Person,27000,744,0.113,graduate,Arts,87000.0,0.17781818181818176,0.06081818181818176,0,0,1,1
2982,StateU,0.065,White,37,M,Non-US,24000,500,0.131,undergrad,Arts,49000.0,-0.8634545454545454,-0.9804545454545454,0,0,0,0
2983,StateU,0.065,White,21,F,Non-US,24000,850,0.352,graduate,STEM,64000.0,0.41727272727272735,0.30027272727272736,1,0,1,1
2984,ForProfit2,0.3,White,26,M,Non-US,19000,835,0.021,undergrad,STEM,10000.0,0.9447272727272726,0.4047272727272726,1,0,1,1
2985,CommunityCollege,0.12,White,23,M,Non-US,5500,680,0.281,undergrad,Arts,41000.0,-0.619909090909091,-0.8359090909090909,0,0,0,0
2986,CommunityCollege,0.12,Other,34,F,Non-US,27000,668,0.124,undergrad,Arts,73000.0,-0.27054545454545453,-0.4865454545454545,0,0,1,0
2987,ForProfit2,0.3,Other,25,M,Non-US,19000,655,0.217,undergrad,STEM,11000.0,-0.1518181818181818,-0.6918181818181819,0,0,0,0
2988,UVA,0.035,White,21,M,Non-US,7000,559,0.056,undergrad,STEM,29000.0,-0.20090909090909093,-0.2639090909090909,0,0,1,1
2989,CommunityCollege,0.12,White,26,F,US Person,11000,713,0.323,undergrad,STEM,23000.0,-0.15090909090909088,-0.36690909090909085,0,0,1,1
2990,CommunityCollege,0.12,White,30,F,Non-US,23000,672,0.142,graduate,Business,45000.0,0.08400000000000005,-0.13199999999999995,0,0,1,1
2991,StateU,0.065,White,19,M,Non-US,1500,648,0.28,undergrad,Arts,42000.0,-0.7582727272727273,-0.8752727272727273,0,0,0,0
2992,StateU,0.065,Black,27,M,Non-US,37000,404,0.394,undergrad,Arts,37000.0,-1.8105454545454547,-1.9275454545454547,0,0,0,0
2993,StateU,0.065,White,25,M,Non-US,39000,564,0.389,undergrad,Arts,16000.0,-0.9567272727272728,-1.0737272727272729,0,0,0,0
2994,StateU,0.065,Asian,19,M,Non-US,5000,660,0.14,undergrad,STEM,47000.0,0.03636363636363635,-0.08063636363636366,0,0,1,1
2995,CommunityCollege,0.12,White,21,F,Non-US,24000,806,0.324,graduate,Arts,38000.0,0.11327272727272725,-0.10272727272727275,0,0,1,1
2996,ForProfit1,0.25,White,27,M,Non-US,38000,850,0.162,undergrad,Arts,23000.0,0.5312727272727273,0.08127272727272733,1,0,1,1
2997,UVA,0.035,Black,23,M,Non-US,3000,635,0.164,undergrad,Arts,39000.0,-0.7145454545454546,-0.7775454545454547,0,0,0,0
2998,CommunityCollege,0.12,White,22,F,Non-US,3000,590,0.114,undergrad,Arts,20000.0,-0.5281818181818182,-0.7441818181818182,0,0,0,0
2999,ForProfit1,0.25,White,27,M,Non-US,18000,537,0.344,undergrad,Business,71000.0,-0.9909090909090909,-1.440909090909091,0,0,0,0
3000,CommunityCollege,0.12,White,30,F,Non-US,14000,472,0.173,undergrad,STEM,42000.0,-0.8092727272727274,-1.0252727272727273,0,0,0,0
3001,ForProfit1,0.25,White,19,M,Non-US,2000,850,0.191,undergrad,Arts,21000.0,0.2572727272727273,-0.1927272727272727,1,1,1,1
3002,StateU,0.065,White,34,F,Non-US,27000,609,0.384,graduate,STEM,15000.0,-0.405090909090909,-0.522090909090909,0,0,1,0
3003,CommunityCollege,0.12,White,23,F,US Person,20000,731,0.12,graduate,Law,66000.0,0.5245454545454545,0.30854545454545457,1,0,1,1
3004,StateU,0.065,Black,20,F,US Person,3500,689,0.375,undergrad,Arts,58000.0,-1.0371818181818182,-1.1541818181818182,0,0,0,0
3005,CommunityCollege,0.12,Black,29,F,US Person,22000,709,0.068,undergrad,Arts,14000.0,-0.13945454545454547,-0.35545454545454547,0,0,1,1
3006,ForProfit2,0.3,White,34,M,Non-US,37000,606,0.167,undergrad,STEM,46000.0,-0.172,-0.712,0,0,0,0
3007,ForProfit2,0.3,Other,20,M,US Person,7000,561,0.02,undergrad,Arts,35000.0,-0.4716363636363636,-1.0116363636363637,0,0,0,0
3008,CommunityCollege,0.12,White,20,F,Non-US,4500,702,0.132,undergrad,Business,135000.0,-0.04790909090909093,-0.2639090909090909,0,0,1,1
3009,CommunityCollege,0.12,Black,20,F,Non-US,3500,600,0.114,undergrad,Arts,16000.0,-0.7388181818181818,-0.9548181818181818,0,0,0,0
