applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,score_base,score_with_cdr,model1_recommendation,model2_recommendation
1004,32,M,White,22000,818,0.355,215,0.117501396154848,undergrad,Arts,44000.0,-0.167090909090909,-1.577107662949085,0,1
1005,26,F,Black,38000,714,0.291,62,0.0725423339255437,undergrad,Arts,40000.0,-0.22127272727272723,-1.0917807343792516,1,1
1006,19,M,Asian,3000,430,0.173,37,0.0626858966647204,undergrad,Business,40000.0,-1.0279999999999998,-1.7802307599766445,0,0
1007,27,F,Black,28000,760,0.493,135,0.0452137813055003,undergrad,Arts,8000.0,-0.5179999999999999,-1.0605653756660036,1,0
1008,19,M,Asian,20000,684,0.084,76,0.0206891202622854,graduate,Arts,28000.0,0.12563636363636363,-0.12263307951106117,1,1
1009,21,F,White,7500,463,0.416,205,0.0159789019923045,undergrad,Arts,41000.0,-1.6670000000000003,-1.8587468239076543,0,0
1010,20,M,White,6500,682,0.36,76,0.0206891202622854,undergrad,STEM,10000.0,-0.3646363636363636,-0.6129058067837884,1,1
1011,25,F,Black,14000,479,0.02,25,0.0454556038190779,undergrad,Arts,38000.0,-0.6778181818181819,-1.2232854276471166,1,0
1012,24,F,White,30000,650,0.266,62,0.0725423339255437,undergrad,Business,34000.0,-0.252,-1.1225080071065243,1,1
1013,32,F,Black,35000,771,0.136,112,0.1324079841540636,graduate,Business,70000.0,0.528,-1.060895809848763,1,1
1014,20,F,White,5000,555,0.106,76,0.0206891202622854,undergrad,Arts,21000.0,-0.6274545454545454,-0.8757239886019702,1,0
1015,20,F,White,7500,850,0.345,25,0.0454556038190779,undergrad,Business,98000.0,0.08227272727272734,-0.46319451855620747,1,1
1016,19,M,Asian,16000,805,0.185,135,0.0452137813055003,graduate,Arts,17000.0,0.3396363636363636,-0.20292901202963998,1,1
1017,35,M,White,37000,751,0.443,23,0.3748923690837981,undergrad,Business,35000.0,-0.19672727272727272,-4.695435701732849,0,1
1018,27,M,Asian,56000,850,0.075,76,0.0206891202622854,undergrad,STEM,54000.0,1.0132727272727273,0.7650032841253025,1,1
1019,27,M,White,17000,498,0.336,25,0.0454556038190779,undergrad,Arts,17000.0,-1.2227272727272729,-1.7681945185562076,0,0
1020,25,F,White,27000,617,0.218,25,0.0454556038190779,undergrad,STEM,21000.0,-0.194,-0.7394672458289349,1,1
1021,24,F,White,20000,616,0.302,205,0.0159789019923045,undergrad,Business,36000.0,-0.5076363636363637,-0.6993831875440176,1,0
1022,19,M,White,37000,850,0.095,135,0.0452137813055003,graduate,STEM,23000.0,1.1092727272727274,0.5667073516067238,1,1
1023,19,F,Other,4000,300,0.351,135,0.0452137813055003,undergrad,Arts,38000.0,-2.0507272727272725,-2.593292648393276,0,0
1024,24,F,White,38000,527,0.152,96,0.0598803195385864,undergrad,Arts,32000.0,-0.6232727272727273,-1.341836561735764,0,0
1025,22,F,White,1000,850,0.35,96,0.0598803195385864,undergrad,STEM,19000.0,0.23327272727272735,-0.4852911071903094,1,1
1026,28,F,White,32000,709,0.411,135,0.0452137813055003,undergrad,Arts,24000.0,-0.5154545454545455,-1.058019921120549,1,0
1027,19,M,White,30000,687,0.091,62,0.0725423339255437,graduate,Arts,63000.0,0.08254545454545453,-0.7879625525610698,1,1
1028,27,F,White,23000,560,0.087,76,0.0206891202622854,graduate,Business,34000.0,-0.1132727272727273,-0.36154217042015213,1,1
1029,19,F,White,2000,687,0.025,73,0.0228348227025087,undergrad,Arts,21000.0,-0.00345454545454546,-0.27747241788464994,1,1
1030,22,F,Black,6000,502,0.02,65,0.1241910448658457,undergrad,Arts,16000.0,-0.6421818181818182,-2.132474356571967,0,0
1031,25,M,White,15000,637,0.193,183,0.0473797243299705,undergrad,Arts,20000.0,-0.44327272727272726,-1.0118294192323734,1,1
1032,26,F,White,19000,541,0.328,62,0.0725423339255437,undergrad,STEM,15000.0,-0.7383636363636363,-1.6088716434701607,0,0
1033,29,M,White,49000,831,0.221,76,0.0206891202622854,undergrad,Arts,37000.0,0.4101818181818182,0.1619123750343934,1,1
1034,20,F,White,1500,596,0.328,185,0.0186363523220947,undergrad,Business,9000.0,-0.7433636363636364,-0.9669998642287728,1,0
1035,21,F,Asian,2000,626,0.163,246,0.0089270124529904,undergrad,STEM,43000.0,-0.3012727272727273,-0.40839687670861213,1,1
1036,28,F,Asian,22000,805,0.167,135,0.0452137813055003,undergrad,STEM,20000.0,0.5616363636363636,0.019070987970359998,1,1
1037,19,F,Black,7000,824,0.379,96,0.0598803195385864,undergrad,Arts,36000.0,-0.1832727272727273,-0.901836561735764,1,1
1038,25,F,Other,24000,617,0.097,110,0.1297935402004485,undergrad,STEM,45000.0,-0.07,-1.627522482405382,0,1
1039,24,F,White,17000,343,0.234,122,0.0715110732622415,undergrad,Arts,30000.0,-1.5823636363636364,-2.4404965155105343,0,0
1040,19,M,Black,7500,521,0.326,73,0.0228348227025087,undergrad,Business,7000.0,-0.9760909090909092,-1.2501087815210137,0,0
1041,22,F,Other,10000,742,0.389,59,0.3317741726742946,graduate,Business,132000.0,-0.2334545454545455,-4.2147446175460805,0,1
1042,22,M,Other,28000,504,0.3,62,0.0725423339255437,graduate,Arts,24000.0,-0.9129090909090908,-1.7834170980156152,0,0
1043,24,F,White,36000,647,0.111,96,0.0598803195385864,undergrad,Business,77000.0,-0.0169090909090909,-0.7354729253721276,1,1
1044,19,F,White,2500,520,0.143,135,0.0452137813055003,undergrad,Arts,44000.0,-0.9437272727272726,-1.4862926483932761,0,0
1045,28,F,White,28000,637,0.047,135,0.0452137813055003,undergrad,STEM,9000.0,0.22672727272727275,-0.3158381029387308,1,1
1046,30,M,White,36000,594,0.311,122,0.0715110732622415,graduate,STEM,23000.0,-0.2596363636363636,-1.1177692427832617,1,1
1047,19,M,Asian,5000,685,0.199,135,0.0452137813055003,undergrad,Arts,24000.0,-0.34072727272727277,-0.8832926483932764,1,1
1048,23,F,White,6000,363,0.251,25,0.0454556038190779,undergrad,STEM,25000.0,-1.3096363636363637,-1.8551036094652984,0,0
1049,20,F,White,25000,712,0.146,135,0.0452137813055003,graduate,Arts,31000.0,0.13345454545454546,-0.4091108302114581,1,1
1050,29,M,Other,58000,555,0.065,83,0.1235802263036797,undergrad,Arts,44000.0,-0.32745454545454544,-1.8104172610987017,0,1
1051,31,M,White,12000,528,0.101,92,0.0590193595639408,undergrad,STEM,34000.0,-0.3736363636363637,-1.0818686784036533,1,1
1052,22,M,White,26000,583,0.303,125,0.076007198487916,graduate,Arts,31000.0,-0.6436363636363636,-1.5557227454913556,0,0
1053,19,F,Black,23000,499,0.271,62,0.0725423339255437,graduate,Law,69000.0,-0.6030909090909091,-1.4735989161974334,0,0
1054,21,M,White,3000,716,0.35,135,0.0452137813055003,undergrad,Arts,53000.0,-0.6419999999999999,-1.1845653756660035,1,0
1055,20,F,White,8000,753,0.255,96,0.0598803195385864,undergrad,Business,95000.0,-0.08745454545454542,-0.8060183799175822,1,1
1056,19,M,Black,4500,669,0.361,204,0.0563660096946406,undergrad,STEM,26000.0,-0.42590909090909085,-1.102301207244778,1,1
1057,21,F,Black,4500,401,0.29,73,0.0228348227025087,undergrad,STEM,26000.0,-1.2584545454545455,-1.5324724178846498,0,0
1058,32,F,Other,25000,673,0.221,246,0.0089270124529904,graduate,Arts,18000.0,-0.1583636363636364,-0.2654877857995212,1,1
1059,38,M,White,56000,836,0.479,23,0.3748923690837981,undergrad,Business,24000.0,0.15436363636363645,-4.34434479264194,0,1
1060,20,M,White,12000,790,0.111,25,0.0454556038190779,graduate,STEM,18000.0,0.709090909090909,0.1636236632619742,1,1
1061,25,F,Asian,16000,689,0.254,229,0.0845744546441171,graduate,Arts,32000.0,-0.2201818181818182,-1.2350752739112234,0,1
1062,19,M,White,6000,697,0.26,66,0.0348740716996293,undergrad,STEM,22000.0,-0.11309090909090908,-0.5315797694864606,1,1
1063,19,M,Other,14000,785,0.02,62,0.0725423339255437,graduate,Arts,14000.0,0.5849090909090909,-0.2855989161974334,1,1
1064,32,F,White,32000,838,0.12,76,0.0206891202622854,undergrad,Arts,22000.0,0.5356363636363636,0.28736692048893875,1,1
1065,23,M,Other,52000,521,0.122,25,0.0454556038190779,graduate,Arts,31000.0,-0.3510909090909091,-0.8965581549198439,1,1
1066,26,F,White,20000,781,0.174,206,0.0750822455019085,undergrad,Arts,79000.0,0.048363636363636386,-0.8526233096592657,1,1
1067,36,F,Black,43000,723,0.151,113,0.0525842554912459,graduate,Arts,29000.0,0.2714545454545455,-0.3595565204404053,1,1
1068,21,M,White,6500,850,0.217,67,0.1492145159619431,undergrad,Arts,26000.0,0.23227272727272727,-1.55830146427059,0,1
1069,22,F,White,3000,705,0.044,25,0.0454556038190779,undergrad,STEM,32000.0,0.33,-0.21546724582893478,1,1
1070,21,M,White,7500,685,0.154,154,0.0379126509375481,undergrad,Arts,19000.0,-0.23572727272727276,-0.6906790839778499,1,1
1071,20,M,White,29000,562,0.096,76,0.0206891202622854,graduate,Business,70000.0,-0.18799999999999997,-0.4362694431474248,1,1
1072,19,M,White,15000,654,0.089,135,0.0452137813055003,graduate,Arts,22000.0,-0.02345454545454545,-0.566019921120549,1,1
1073,27,M,White,27000,686,0.041,59,0.3317741726742946,undergrad,Arts,56000.0,0.010909090909090924,-3.970380981182444,0,1
1074,22,M,White,4500,473,0.363,98,0.1410823134892537,undergrad,Arts,48000.0,-1.5426363636363638,-3.2356241255074085,0,0
1075,22,F,White,13000,703,0.386,76,0.0206891202622854,graduate,Business,55000.0,-0.3512727272727273,-0.5995421704201521,1,1
1076,22,M,White,10000,712,0.325,23,0.3748923690837981,graduate,Business,67000.0,-0.21454545454545457,-4.713253883551031,0,1
1077,19,M,Black,2000,769,0.184,229,0.0845744546441171,undergrad,STEM,27000.0,0.27672727272727277,-0.7381661830021324,1,1
1078,28,M,White,16000,844,0.185,195,0.0088945731217383,undergrad,Arts,31000.0,0.33145454545454545,0.22471966799368587,1,1
1079,23,M,White,7000,420,0.27,73,0.0228348227025087,undergrad,STEM,98000.0,-1.2343636363636366,-1.5083815087937409,0,0
1080,24,F,White,15000,599,0.171,106,0.0910826444181601,undergrad,Business,23000.0,-0.33745454545454556,-1.4304462784724667,0,1
1081,19,F,Other,3000,850,0.232,76,0.0206891202622854,undergrad,STEM,13000.0,0.4812727272727273,0.2330032841253025,1,1
1082,27,F,White,17000,455,0.07,124,0.3590904470954283,undergrad,Business,35000.0,-0.6470909090909092,-4.956176274236048,0,0
1083,31,F,White,24000,515,0.39,233,0.065642576798278,undergrad,Arts,47000.0,-1.326909090909091,-2.1146200124884267,0,0
1084,28,M,White,17000,850,0.336,62,0.0725423339255437,undergrad,Arts,23000.0,0.05727272727272725,-0.8132352798337971,1,1
1085,19,F,White,6000,676,0.119,76,0.0206891202622854,undergrad,Arts,25000.0,-0.20745454545454545,-0.4557239886019703,1,1
1086,26,M,White,20000,514,0.276,38,0.0889068621286131,undergrad,STEM,46000.0,-0.8265454545454547,-1.8934278000888118,0,0
1087,22,F,White,18000,791,0.211,73,0.0228348227025087,graduate,STEM,56000.0,0.44872727272727264,0.1747094002971682,1,1
1088,22,M,Asian,2000,773,0.116,18,0.0370395003477631,undergrad,STEM,49000.0,0.32727272727272727,-0.11720127690042992,1,1
1089,19,M,White,4000,776,0.082,76,0.0206891202622854,undergrad,Business,44000.0,0.31818181818181823,0.06991237503439343,1,1
1090,21,F,White,27000,613,0.189,96,0.0598803195385864,graduate,Law,45000.0,-0.0005454545454545157,-0.7191092890084912,1,1
1091,21,F,White,2000,625,0.149,30,0.0320534171387883,undergrad,Arts,32000.0,-0.47690909090909084,-0.8615500965745504,1,0
1092,22,M,Other,20000,697,0.223,128,0.0627335567719358,graduate,Arts,25000.0,-0.10509090909090912,-0.8578935903541387,1,1
1093,23,M,Black,14000,705,0.233,124,0.3590904470954283,graduate,Business,31000.0,0.068,-4.24108536514514,0,1
1094,28,M,White,23000,618,0.22,25,0.0454556038190779,undergrad,Arts,13000.0,-0.5183636363636364,-1.0638308821925713,1,0
1095,34,F,Other,19000,665,0.226,62,0.0725423339255437,graduate,STEM,42000.0,-0.03345454545454546,-0.9039625525610697,1,1
1096,19,F,White,3500,620,0.146,193,0.1581640755443653,undergrad,Arts,34000.0,-0.480090909090909,-2.3780598156232924,0,0
1097,19,F,White,6500,655,0.346,25,0.0454556038190779,undergrad,Arts,25000.0,-0.7348181818181817,-1.2802854276471165,0,0
1098,23,M,Asian,4000,781,0.229,229,0.0845744546441171,undergrad,Arts,19000.0,-0.057636363636363645,-1.0725298193657689,1,1
1099,34,F,White,13000,550,0.265,20,0.0,undergrad,Business,11000.0,-0.7156363636363637,-0.7156363636363637,1,0
1100,31,F,White,16000,850,0.216,135,0.0452137813055003,undergrad,Arts,18000.0,0.29127272727272735,-0.25129264839327625,1,1
1101,19,F,Black,3000,507,0.199,37,0.0626858966647204,undergrad,Business,24000.0,-0.8,-1.5522307599766447,0,0
1102,24,M,White,12000,850,0.201,99,0.1376463648534426,graduate,STEM,27000.0,0.7472727272727273,-0.9044836509685836,1,1
1103,25,F,White,34000,806,0.332,73,0.0228348227025087,undergrad,Business,26000.0,0.20727272727272725,-0.0667451451573772,1,1
1104,30,M,White,35000,532,0.199,135,0.0452137813055003,graduate,Arts,49000.0,-0.6670909090909091,-1.2096562847569126,1,0
1105,24,M,White,25000,744,0.129,36,0.0336352568068902,undergrad,Business,71000.0,0.2338181818181818,-0.16980489986450067,1,1
1106,30,M,White,29000,676,0.101,76,0.0206891202622854,undergrad,STEM,42000.0,0.16654545454545455,-0.08172398860197025,1,1
1107,23,F,White,2000,647,0.245,96,0.0598803195385864,undergrad,Business,8000.0,-0.38890909090909087,-1.1074729253721276,1,1
1108,29,F,White,58000,748,0.162,25,0.0454556038190779,undergrad,Arts,9000.0,0.28036363636363637,-0.26510360946529843,1,1
1109,23,F,Asian,4000,674,0.232,23,0.3748923690837981,undergrad,Business,54000.0,-0.3527272727272728,-4.851435701732849,0,1
1110,20,F,Black,3500,493,0.432,32,0.0582855875045255,undergrad,Arts,15000.0,-1.513909090909091,-2.213336140963397,0,0
1111,22,F,White,3000,826,0.132,96,0.0598803195385864,undergrad,STEM,95000.0,0.49400000000000005,-0.22456383446303668,1,1
1112,27,F,White,50000,784,0.261,73,0.0228348227025087,graduate,Arts,66000.0,0.21527272727272725,-0.05874514515737719,1,1
1113,25,F,Other,41000,727,0.394,135,0.0452137813055003,graduate,Business,56000.0,-0.11200000000000002,-0.6545653756660036,1,1
1114,21,F,White,7500,757,0.185,68,0.0875786003731616,undergrad,STEM,46000.0,0.16409090909090912,-0.8868522953870301,1,1
1115,28,M,Black,22000,850,0.31,25,0.0454556038190779,undergrad,Arts,23000.0,0.1392727272727273,-0.4061945185562075,1,1
1116,22,M,White,15000,668,0.222,211,0.0262039808823449,graduate,Arts,11000.0,-0.23854545454545456,-0.5529932251335934,1,1
1117,28,F,Asian,36000,539,0.028,96,0.0598803195385864,graduate,Law,92000.0,0.3063636363636364,-0.41220019809940034,1,1
1118,26,F,White,23000,577,0.243,211,0.0262039808823449,undergrad,Business,15000.0,-0.5134545454545454,-0.8279023160426842,1,0
1119,25,M,White,26000,621,0.268,76,0.0206891202622854,undergrad,Arts,33000.0,-0.5854545454545454,-0.8337239886019703,1,0
1120,19,F,Black,5500,537,0.127,169,0.0821687824439703,undergrad,STEM,34000.0,-0.43190909090909085,-1.4179344802367344,0,1
1121,33,F,White,27000,681,0.217,229,0.0845744546441171,undergrad,Arts,17000.0,-0.25927272727272727,-1.2741661830021325,0,1
1122,25,M,White,14000,365,0.02,62,0.0725423339255437,undergrad,Arts,51000.0,-1.1923636363636365,-2.062871643470161,0,0
1123,19,F,White,3000,649,0.314,125,0.076007198487916,undergrad,Arts,49000.0,-0.8136363636363636,-1.7257227454913555,0,0
1124,30,F,White,24000,547,0.215,62,0.0725423339255437,undergrad,Arts,32000.0,-0.7605454545454545,-1.631053461651979,0,0
1125,22,M,Other,7000,595,0.093,37,0.0626858966647204,undergrad,STEM,38000.0,-0.14400000000000002,-0.8962307599766447,1,1
1126,20,F,Black,18000,309,0.287,135,0.0452137813055003,graduate,Law,43000.0,-1.356,-1.8985653756660037,0,0
1127,21,F,White,3000,617,0.266,154,0.0379126509375481,undergrad,Arts,39000.0,-0.734,-1.1889518112505773,1,0
1128,19,M,Other,7000,758,0.061,135,0.0452137813055003,undergrad,Business,62000.0,0.3127272727272727,-0.22983810293873091,1,1
1129,24,M,White,51000,358,0.239,154,0.0379126509375481,undergrad,STEM,41000.0,-1.1338181818181818,-1.588769993068759,0,0
1130,19,F,Other,1000,747,0.049,135,0.0452137813055003,undergrad,STEM,25000.0,0.4607272727272727,-0.0818381029387309,1,1
1131,19,M,Other,1000,748,0.362,161,0.0860070529714547,undergrad,Arts,31000.0,-0.4616363636363636,-1.4937209992938199,0,0
1132,24,F,White,13000,548,0.214,38,0.0889068621286131,graduate,Arts,90000.0,-0.7709090909090909,-1.8377914364524481,0,0
1133,35,M,Asian,31000,766,0.196,76,0.0206891202622854,undergrad,Arts,24000.0,0.11581818181818179,-0.132451261329243,1,1
1134,19,M,Black,3000,633,0.311,128,0.0627335567719358,undergrad,STEM,15000.0,-0.46581818181818174,-1.2186208630814113,1,0
1135,27,F,White,11000,773,0.18,59,0.3317741726742946,undergrad,Arts,37000.0,0.05327272727272728,-3.928017344818808,0,1
1136,21,F,White,14000,711,0.115,236,0.0880062949634072,graduate,Arts,47000.0,0.025818181818181796,-1.0302573577427048,1,1
1137,28,F,White,34000,846,0.362,135,0.0452137813055003,undergrad,Arts,30000.0,0.0927272727272728,-0.44983810293873083,1,1
1138,28,F,White,22000,672,0.296,15,0.058549574873081,undergrad,Business,57000.0,-0.38,-1.0825948984769722,1,1
1139,20,F,White,38000,710,0.12,135,0.0452137813055003,graduate,Arts,40000.0,0.2561818181818182,-0.2863835574841854,1,1
1140,23,M,White,54000,638,0.274,62,0.0725423339255437,graduate,Arts,29000.0,-0.21763636363636374,-1.0881443707428882,1,1
1141,24,F,White,28000,721,0.169,62,0.0725423339255437,undergrad,Arts,59000.0,-0.11181818181818184,-0.9823261889247061,1,1
1142,22,F,White,22000,736,0.193,20,0.0,graduate,Arts,55000.0,0.008727272727272722,0.008727272727272722,1,1
1143,31,M,Asian,39000,688,0.163,34,0.0406085217379756,graduate,STEM,148000.0,0.2961818181818182,-0.19112044267388895,1,1
1144,31,M,White,17000,506,0.071,121,0.0259552783224867,undergrad,Arts,41000.0,-0.7636363636363637,-1.075099703506204,1,0
1145,19,F,White,29000,684,0.277,195,0.0088945731217383,graduate,Arts,35000.0,-0.20636363636363636,-0.31309851382449594,1,1
1146,19,M,White,2500,586,0.139,37,0.0626858966647204,undergrad,Arts,48000.0,-0.6957272727272726,-1.4479580327039172,0,0
1147,20,F,Black,10000,530,0.056,62,0.0725423339255437,graduate,Arts,48000.0,-0.5383636363636364,-1.4088716434701607,0,0
1148,20,M,White,3500,507,0.285,62,0.0725423339255437,undergrad,STEM,12000.0,-0.869,-1.7395080071065243,0,0
1149,24,F,White,18000,734,0.173,76,0.0206891202622854,undergrad,Arts,30000.0,-0.0325454545454545,-0.2808148976928793,1,1
1150,25,F,White,30000,613,0.311,119,0.104774711507828,undergrad,Arts,28000.0,-0.6765454545454544,-1.9338419926393904,0,0
1151,31,F,White,26000,397,0.325,5,0.1198171740714977,undergrad,Business,21000.0,-1.314,-2.7518060888579723,0,0
1152,29,F,White,18000,594,0.213,165,0.0719466863863115,graduate,Arts,59000.0,-0.5716363636363636,-1.4349966002721017,0,0
1153,25,F,White,26000,591,0.2,135,0.0452137813055003,undergrad,STEM,15000.0,-0.25854545454545447,-0.801110830211458,1,1
1154,21,F,White,5000,651,0.118,38,0.0889068621286131,undergrad,Business,31000.0,-0.10236363636363635,-1.1692459819069936,1,1
1155,19,F,Black,4000,550,0.209,121,0.0259552783224867,undergrad,Arts,43000.0,-0.9576363636363636,-1.269099703506204,0,0
1156,25,F,White,18000,611,0.299,211,0.0262039808823449,undergrad,Arts,34000.0,-0.7318181818181818,-1.0462659524063205,1,0
1157,22,F,White,5000,749,0.248,135,0.0452137813055003,undergrad,Business,15000.0,-0.006000000000000005,-0.5485653756660036,1,1
1158,24,F,White,30000,850,0.117,62,0.0725423339255437,undergrad,Arts,12000.0,0.5732727272727273,-0.29723527983379705,1,1
1159,26,M,Other,26000,597,0.115,135,0.0452137813055003,undergrad,Arts,29000.0,-0.3667272727272727,-0.9092926483932763,1,1
1160,19,M,Black,19000,798,0.144,141,0.0011525810664222,graduate,STEM,47000.0,0.6141818181818182,0.6003508453847518,1,1
1161,24,M,White,15000,651,0.264,41,0.0804917995274429,graduate,Arts,59000.0,-0.48436363636363633,-1.450265230692951,0,0
1162,26,M,White,19000,793,0.286,125,0.076007198487916,graduate,Business,52000.0,0.21200000000000008,-0.700086381854992,1,1
1163,26,M,White,12000,850,0.293,25,0.0454556038190779,graduate,Arts,95000.0,0.16327272727272732,-0.38219451855620745,1,1
1164,23,M,White,4500,507,0.267,73,0.0228348227025087,undergrad,STEM,27000.0,-0.8270000000000002,-1.1010178724301047,1,0
1165,21,M,Asian,5500,588,0.116,135,0.0452137813055003,undergrad,STEM,12000.0,-0.2244545454545454,-0.7670199211205491,1,1
1166,26,M,Black,14000,607,0.061,25,0.0454556038190779,undergrad,Arts,43000.0,-0.39436363636363636,-0.9398308821925712,1,1
1167,21,M,White,2000,586,0.139,73,0.0228348227025087,undergrad,STEM,49000.0,-0.39872727272727265,-0.6727451451573772,1,1
1168,19,F,Asian,6500,802,0.31,62,0.0725423339255437,undergrad,Arts,32000.0,-0.12827272727272726,-0.9987807343792516,1,1
1169,22,F,White,34000,566,0.135,135,0.0452137813055003,graduate,Business,28000.0,-0.12145454545454543,-0.6640199211205491,1,1
1170,25,M,White,13000,705,0.066,131,0.1344456654095692,undergrad,Arts,39000.0,0.04600000000000001,-1.5673479849148304,0,1
1171,23,F,Asian,18000,771,0.126,76,0.0206891202622854,graduate,Business,34000.0,0.5459999999999999,0.2977305568525751,1,1
1172,32,F,White,15000,525,0.324,76,0.0206891202622854,graduate,Arts,12000.0,-0.9625454545454544,-1.2108148976928792,1,0
1173,24,F,White,11000,600,0.158,25,0.0454556038190779,undergrad,STEM,32000.0,-0.2318181818181818,-0.7772854276471166,1,1
1174,28,M,White,21000,741,0.219,87,0.1131675882185023,undergrad,Business,63000.0,0.01890909090909093,-1.3391019677129365,0,1
1175,23,M,White,2500,734,0.034,96,0.0598803195385864,undergrad,Arts,20000.0,0.15245454545454548,-0.5661092890084912,1,1
1176,20,F,Black,2500,590,0.234,3,0.056430275339365,undergrad,STEM,19000.0,-0.4711818181818182,-1.1483451222541983,1,0
1177,25,M,White,24000,850,0.289,67,0.1492145159619431,undergrad,Arts,79000.0,0.09327272727272734,-1.6973014642705897,0,1
1178,21,F,White,6000,398,0.075,44,0.0905072834983424,undergrad,Arts,32000.0,-1.1303636363636365,-2.2164510383437452,0,0
1179,34,F,White,34000,675,0.12,23,0.3748923690837981,undergrad,STEM,55000.0,0.15490909090909094,-4.343799338096486,0,1
1180,25,F,Black,23000,393,0.02,96,0.0598803195385864,undergrad,Arts,73000.0,-1.0365454545454547,-1.7551092890084914,0,0
1181,30,F,White,21000,591,0.175,25,0.0454556038190779,graduate,Business,188000.0,-0.28854545454545444,-0.8340127003743892,1,1
1182,28,F,White,23000,700,0.09,62,0.0725423339255437,undergrad,Business,19000.0,0.23981818181818185,-0.6306898252883425,1,1
1183,24,F,White,11000,533,0.134,25,0.0454556038190779,undergrad,Arts,13000.0,-0.7274545454545455,-1.2729217912834803,0,0
1184,29,M,White,16000,746,0.171,62,0.0725423339255437,undergrad,STEM,16000.0,0.3030909090909091,-0.5674170980156152,1,1
1185,25,M,White,17000,555,0.105,121,0.0259552783224867,undergrad,Arts,20000.0,-0.5534545454545454,-0.8649178853243857,1,0
1186,19,F,White,1500,747,0.253,73,0.0228348227025087,undergrad,Arts,23000.0,-0.24427272727272728,-0.5182905997028318,1,1
1187,27,M,Asian,17000,625,0.203,135,0.0452137813055003,undergrad,Arts,54000.0,-0.5949090909090909,-1.1374744665750947,1,0
1188,21,F,White,6000,481,0.165,205,0.0159789019923045,undergrad,Arts,74000.0,-1.1085454545454547,-1.3002922784531088,0,0
1189,19,F,Other,32000,793,0.326,76,0.0206891202622854,graduate,Law,39000.0,0.51,0.2617305568525752,1,1
1190,20,M,Black,4000,609,0.121,135,0.0452137813055003,undergrad,Arts,47000.0,-0.567090909090909,-1.1096562847569125,1,0
1191,19,F,Asian,6000,469,0.209,135,0.0452137813055003,undergrad,Arts,22000.0,-1.1401818181818182,-1.6827471938478218,0,0
1192,24,F,Other,17000,472,0.026,50,0.1250146196994477,undergrad,Arts,125000.0,-0.7972727272727272,-2.2974481636660995,0,0
1193,19,F,White,12000,300,0.265,147,0.1173572203571072,graduate,Arts,13000.0,-1.6807272727272728,-3.0890139170125592,0,0
1194,20,F,White,1000,792,0.246,88,0.2972646915349723,undergrad,STEM,63000.0,0.13036363636363638,-3.436812662056031,0,1
1195,21,M,Other,43000,300,0.261,246,0.0089270124529904,graduate,STEM,15000.0,-1.1867272727272729,-1.2938514221631576,0,0
1196,22,F,White,8000,478,0.231,122,0.0715110732622415,undergrad,STEM,32000.0,-0.8394545454545455,-1.6975874246014435,0,0
1197,19,F,Asian,6500,548,0.074,211,0.0262039808823449,undergrad,STEM,18000.0,-0.2799090909090909,-0.5943568614972297,1,1
1198,21,F,White,5000,761,0.049,229,0.0845744546441171,undergrad,Arts,52000.0,0.1356363636363636,-0.8792570920930416,1,1
1199,20,M,White,6000,575,0.336,96,0.0598803195385864,undergrad,Arts,23000.0,-1.0087272727272727,-1.7272911071903094,0,0
1200,21,F,White,6000,720,0.13,96,0.0598803195385864,undergrad,Arts,36000.0,-0.06945454545454549,-0.7880183799175822,1,1
1201,25,F,Asian,20000,756,0.17,25,0.0454556038190779,undergrad,Business,30000.0,0.2654545454545454,-0.2800127003743894,1,1
1202,25,M,White,32000,515,0.141,30,0.0320534171387883,graduate,Arts,31000.0,-0.5309090909090908,-0.9155500965745504,1,0
1203,25,M,White,15000,634,0.218,3,0.056430275339365,undergrad,STEM,32000.0,-0.2041818181818182,-0.8813451222541981,1,1
1204,24,F,White,19000,640,0.265,112,0.1324079841540636,graduate,Arts,31000.0,-0.40236363636363637,-1.9912594462123994,0,1
1205,25,F,White,10000,555,0.168,232,0.0830288146298239,undergrad,Arts,10000.0,-0.7214545454545455,-1.7178003210124322,0,0
1206,22,F,White,16000,300,0.364,135,0.0452137813055003,graduate,STEM,21000.0,-1.5547272727272727,-2.0972926483932763,0,0
1207,19,M,White,5500,850,0.26,23,0.3748923690837981,undergrad,Arts,44000.0,0.040272727272727266,-4.458435701732849,0,1
1208,29,M,White,18000,607,0.088,135,0.0452137813055003,undergrad,Arts,6000.0,-0.3243636363636364,-0.86692901202964,1,1
1209,30,M,White,25000,652,0.418,25,0.0454556038190779,undergrad,Arts,18000.0,-0.7787272727272726,-1.3241945185562074,0,0
1210,31,F,Black,24000,483,0.285,105,0.3071273154392573,graduate,Business,39000.0,-0.7832727272727271,-4.468800512543815,0,0
1211,19,M,White,7000,766,0.051,25,0.0454556038190779,undergrad,STEM,19000.0,0.5618181818181818,0.016350935989246973,1,1
1212,28,F,Asian,19000,616,0.204,211,0.0262039808823449,undergrad,Arts,83000.0,-0.6176363636363635,-0.9320841342245023,1,0
1213,27,F,White,21000,549,0.046,135,0.0452137813055003,undergrad,Arts,26000.0,-0.43327272727272725,-0.9758381029387309,1,1
1214,19,M,White,13000,683,0.247,135,0.0452137813055003,graduate,Arts,12000.0,-0.246,-0.7885653756660036,1,1
