applicant_id,institution_id,cohort_default_rate,race,age,sex,status,income,credit_score,dti,program_level,major,loan_amount,score_base,score_with_cdr,approved
1409,46,0.0694158059645007,White,22,M,Non-US,7000,391,0.427,undergrad,Arts,26000.0,-1.8538181818181818,-2.547976241463189,0
1410,130,0.0737830316203467,White,31,F,Non-US,25000,387,0.028,graduate,STEM,45000.0,-0.6123636363636362,-1.3501939525671034,0
1411,154,0.0379126509375481,Asian,26,F,Non-US,20000,410,0.332,undergrad,Business,200000.0,-1.4167272727272726,-1.7958537821027536,0
1412,112,0.1324079841540636,Black,20,M,Non-US,27000,616,0.139,graduate,Arts,29000.0,-0.1896363636363637,-1.5137162051769997,0
1413,244,0.0401675232474372,White,35,F,Non-US,29000,695,0.184,undergrad,Arts,51000.0,-0.23036363636363635,-0.6320388688380083,1
1414,135,0.0452137813055003,White,19,F,Non-US,1000,782,0.191,undergrad,STEM,44000.0,0.204,-0.24813781305500301,1
1415,135,0.0452137813055003,White,27,M,Non-US,19000,621,0.116,graduate,STEM,20000.0,0.12654545454545454,-0.3255923585095485,1
1416,59,0.3317741726742946,White,35,M,Non-US,29000,808,0.268,undergrad,Business,53000.0,0.21254545454545457,-3.1051962721974915,0
1417,34,0.0406085217379756,White,25,F,Non-US,16000,728,0.222,undergrad,Business,20000.0,0.03563636363636363,-0.37044885374339237,1
1418,212,0.0192123729913557,White,20,M,Non-US,4500,592,0.205,undergrad,Arts,26000.0,-0.6939090909090908,-0.8860328208226478,1
1419,135,0.0452137813055003,Black,31,M,Non-US,20000,577,0.181,graduate,Arts,7000.0,-0.45745454545454545,-0.9095923585095484,1
1420,122,0.0715110732622415,White,28,M,Non-US,26000,413,0.107,graduate,Arts,36000.0,-0.8698181818181817,-1.5849289144405967,0
1421,96,0.0598803195385864,White,35,F,US Person,29000,654,0.175,undergrad,Business,14000.0,-0.06145454545454543,-0.6602577408404094,1
1422,62,0.0725423339255437,White,19,M,Non-US,2500,609,0.313,undergrad,Arts,18000.0,-0.860090909090909,-1.585514248346346,0
1423,104,0.0834136145138897,White,24,M,Non-US,30000,512,0.359,undergrad,Business,27000.0,-0.939818181818182,-1.773954326957079,0
1424,76,0.0206891202622854,White,21,M,Non-US,10000,850,0.121,graduate,STEM,14000.0,0.8952727272727274,0.6883815246498735,1
1425,135,0.0452137813055003,Black,28,M,Non-US,21000,775,0.332,graduate,Law,47000.0,0.4665454545454545,0.014407641490451484,1
1426,25,0.0454556038190779,White,19,F,Non-US,15000,728,0.087,graduate,Business,44000.0,0.34963636363636363,-0.10491967455441537,1
1427,135,0.0452137813055003,Other,22,M,Non-US,20000,359,0.078,graduate,Law,73000.0,-0.7441818181818178,-1.196319631236821,0
1428,239,0.0858379021309365,Other,19,F,Non-US,17000,611,0.176,graduate,Law,70000.0,-0.041818181818181865,-0.9001972031275469,1
1429,62,0.0725423339255437,White,24,M,US Person,30000,850,0.088,undergrad,Business,21000.0,0.8312727272727273,0.10584938801729027,1
1430,248,0.0114381620879679,White,26,M,Non-US,30000,850,0.172,undergrad,Business,10000.0,0.6632727272727273,0.5488911063930484,1
1431,142,0.3267463977010624,White,31,F,Non-US,32000,768,0.231,undergrad,Business,40000.0,0.25909090909090904,-3.008373067919715,0
1432,62,0.0725423339255437,Black,19,M,Non-US,2000,850,0.051,undergrad,Arts,48000.0,0.43727272727272737,-0.28815061198270964,1
1433,135,0.0452137813055003,White,28,F,Non-US,23000,666,0.46,graduate,Law,143000.0,-0.17381818181818176,-0.6259559948731848,1
1434,248,0.0114381620879679,White,31,F,Non-US,38000,559,0.242,undergrad,Arts,17000.0,-0.6869090909090909,-0.8012907117887699,1
1435,135,0.0452137813055003,White,25,M,Non-US,38000,794,0.157,undergrad,STEM,49000.0,0.5376363636363637,0.08549855058136069,1
1436,73,0.0228348227025087,White,21,F,Non-US,7500,661,0.192,undergrad,Business,11000.0,-0.19900000000000004,-0.427348227025087,1
1437,135,0.0452137813055003,Black,19,M,Non-US,6000,622,0.05,undergrad,Business,80000.0,-0.16581818181818184,-0.6179559948731849,1
1438,76,0.0206891202622854,White,21,M,Non-US,3000,841,0.15,undergrad,Arts,98000.0,0.21254545454545457,0.005654251922600578,1
1439,206,0.0750822455019085,White,25,M,Non-US,16000,625,0.186,undergrad,Arts,45000.0,-0.5669090909090909,-1.317731545928176,0
1440,110,0.1297935402004485,Black,22,F,Non-US,26000,717,0.3,graduate,Law,80000.0,0.14963636363636365,-1.1482990383681215,0
1441,76,0.0206891202622854,Other,26,F,Non-US,34000,633,0.186,undergrad,Arts,24000.0,-0.3298181818181818,-0.5367093844410358,1
1442,229,0.0845744546441171,White,30,F,Non-US,11000,483,0.164,undergrad,Business,58000.0,-0.8692727272727272,-1.7150172737138982,0
1443,135,0.0452137813055003,Black,27,M,Non-US,30000,580,0.462,undergrad,Arts,56000.0,-1.1985454545454548,-1.6506832676004577,0
1444,25,0.0454556038190779,White,22,M,US Person,13000,479,0.288,graduate,Arts,14000.0,-1.0698181818181816,-1.5243742200089605,0
1445,135,0.0452137813055003,White,22,F,Non-US,6500,392,0.497,undergrad,Arts,62000.0,-2.0931818181818183,-2.545319631236821,0
1446,25,0.0454556038190779,White,36,F,Non-US,32000,850,0.029,undergrad,STEM,23000.0,1.0612727272727271,0.6067166890819482,1
1447,76,0.0206891202622854,Other,23,F,Non-US,5000,409,0.495,undergrad,Arts,31000.0,-1.9363636363636363,-2.1432548389864903,0
1448,25,0.0454556038190779,White,27,M,Non-US,15000,503,0.306,graduate,STEM,19000.0,-0.7065454545454544,-1.1611014927362333,0
1449,135,0.0452137813055003,Asian,22,F,Non-US,3500,850,0.237,undergrad,Arts,9000.0,0.17427272727272733,-0.27786508578227564,1
1450,135,0.0452137813055003,White,25,F,Non-US,15000,705,0.215,undergrad,Arts,16000.0,-0.24,-0.692137813055003,1
1451,96,0.0598803195385864,Asian,19,F,Non-US,15000,804,0.25,graduate,Arts,17000.0,0.20000000000000004,-0.39880319538586395,1
1452,135,0.0452137813055003,White,19,F,Non-US,5500,700,0.128,undergrad,Arts,22000.0,-0.14118181818181819,-0.5933196312368212,1
1453,102,0.1417615330827516,Other,21,F,US Person,7000,530,0.077,undergrad,STEM,11000.0,-0.34836363636363626,-1.7659789671911523,0
1454,244,0.0401675232474372,Asian,26,F,Non-US,44000,799,0.209,undergrad,Business,36000.0,0.48781818181818193,0.08614294934380995,1
1455,46,0.0694158059645007,White,19,F,Non-US,25000,682,0.191,graduate,STEM,26000.0,0.23436363636363633,-0.45979442328137066,1
1456,5,0.1198171740714977,White,24,F,Non-US,17000,619,0.064,undergrad,Arts,10000.0,-0.23872727272727273,-1.4368990134422497,0
1457,135,0.0452137813055003,Other,27,F,US Person,29000,676,0.201,undergrad,Arts,21000.0,-0.23345454545454547,-0.6855923585095485,1
1458,25,0.0454556038190779,Black,19,F,Non-US,5000,337,0.099,undergrad,Business,14000.0,-1.206181818181818,-1.660737856372597,0
1459,246,0.0089270124529904,White,26,M,Non-US,36000,629,0.087,undergrad,Business,20000.0,0.06563636363636366,-0.023633760893540343,1
1460,135,0.0452137813055003,Black,19,F,Non-US,7000,479,0.252,undergrad,STEM,5000.0,-0.8838181818181818,-1.335955994873185,0
1461,161,0.0860070529714547,White,19,F,Non-US,5000,529,0.297,undergrad,Arts,22000.0,-1.104,-1.964070529714547,0
1462,25,0.0454556038190779,White,23,M,Non-US,35000,767,0.356,graduate,Arts,30000.0,-0.02654545454545451,-0.4811014927362335,1
1463,31,0.0327223818479609,Other,28,M,Non-US,23000,625,0.368,undergrad,Arts,12000.0,-0.7889090909090909,-1.1161329093886998,0
1464,25,0.0454556038190779,White,19,M,Non-US,6000,625,0.496,undergrad,Business,24000.0,-0.9469090909090908,-1.4014651290998699,0
1465,244,0.0401675232474372,White,23,M,US Person,22000,548,0.142,graduate,Arts,19000.0,-0.47290909090909083,-0.8745843233834628,1
1466,68,0.0875786003731616,White,22,F,Non-US,15000,650,0.381,graduate,Arts,33000.0,-0.622,-1.497786003731616,0
1467,41,0.0804917995274429,Other,20,F,Non-US,5500,850,0.12,undergrad,Business,111000.0,0.5202727272727273,-0.28464526800170165,1
1468,135,0.0452137813055003,White,27,M,US Person,18000,803,0.23,undergrad,Business,41000.0,0.20436363636363636,-0.24777417669136664,1
1469,229,0.0845744546441171,White,19,F,Non-US,5000,565,0.203,undergrad,STEM,66000.0,-0.5850909090909091,-1.4308354555320801,0
1470,38,0.0889068621286131,Black,20,M,Non-US,1000,845,0.307,undergrad,STEM,30000.0,0.30109090909090913,-0.5879777121952219,1
1471,76,0.0206891202622854,White,21,F,Non-US,5000,691,0.05,undergrad,Arts,23000.0,-0.020909090909090933,-0.22780029353194492,1
1472,76,0.0206891202622854,White,19,F,Non-US,3500,739,0.165,undergrad,STEM,27000.0,0.2146363636363636,0.0077451610135096105,1
1473,25,0.0454556038190779,Other,24,F,US Person,20000,682,0.234,graduate,STEM,90000.0,0.01836363636363636,-0.43619240182714264,1
1474,25,0.0454556038190779,White,26,F,Non-US,12000,598,0.095,undergrad,Business,35000.0,-0.20709090909090908,-0.661646947281688,1
1475,135,0.0452137813055003,White,25,M,Non-US,22000,709,0.075,undergrad,Arts,14000.0,0.09654545454545455,-0.35559235850954846,1
1476,53,0.0898336474343075,Other,22,M,Non-US,7500,569,0.392,undergrad,Arts,31000.0,-1.1335454545454549,-2.03188192888853,0
1477,112,0.1324079841540636,White,33,F,Non-US,36000,764,0.323,undergrad,STEM,42000.0,0.08454545454545453,-1.2395343869951816,0
1478,62,0.0725423339255437,Other,19,F,Non-US,18000,850,0.203,graduate,Business,100000.0,0.5792727272727273,-0.14615061198270973,1
1479,96,0.0598803195385864,Other,20,F,US Person,6000,806,0.247,undergrad,STEM,37000.0,0.30927272727272725,-0.28953046811313676,1
1480,122,0.0715110732622415,White,22,F,Non-US,4000,609,0.305,undergrad,Arts,23000.0,-0.835090909090909,-1.550201641713324,0
1481,49,0.0624837147088386,White,27,M,Non-US,24000,667,0.234,graduate,Arts,31000.0,-0.2121818181818182,-0.8370189652702043,1
1482,155,0.1053200874323668,Black,22,F,US Person,12000,648,0.235,graduate,STEM,38000.0,-0.055272727272727196,-1.1084736015963952,0
1483,76,0.0206891202622854,Black,24,F,Non-US,16000,554,0.222,undergrad,Business,39000.0,-0.5970909090909091,-0.8039821117137631,1
1484,25,0.0454556038190779,White,24,M,Non-US,29000,492,0.101,undergrad,Arts,30000.0,-0.7025454545454546,-1.1571014927362335,0
1485,25,0.0454556038190779,White,19,F,Non-US,6500,562,0.125,undergrad,Business,11000.0,-0.43100000000000005,-0.885556038190779,1
1486,15,0.058549574873081,White,19,F,Non-US,29000,693,0.056,graduate,Business,61000.0,0.36836363636363634,-0.21713211236717367,1
1487,135,0.0452137813055003,Asian,20,M,Non-US,18000,691,0.303,graduate,Arts,49000.0,-0.398909090909091,-0.851046903964094,1
1488,232,0.0830288146298239,Black,19,F,Non-US,15000,535,0.072,graduate,Arts,41000.0,-0.5221818181818181,-1.352469964480057,0
1489,122,0.0715110732622415,White,25,M,Non-US,21000,623,0.204,undergrad,Arts,38000.0,-0.48018181818181815,-1.1952925508042331,0
1490,25,0.0454556038190779,White,19,M,US Person,4500,558,0.194,undergrad,Arts,11000.0,-0.7955454545454546,-1.2501014927362335,0
1491,239,0.0858379021309365,White,22,F,Non-US,13000,546,0.09,graduate,Arts,41000.0,-0.5301818181818181,-1.3885608394911833,0
1492,62,0.0725423339255437,White,21,F,Non-US,4000,774,0.227,undergrad,STEM,27000.0,0.22090909090909092,-0.5045142483463461,1
1493,1,0.0633813776097611,White,33,M,Non-US,32000,559,0.164,graduate,Business,86000.0,-0.3169090909090909,-0.9507228670067019,1
1494,62,0.0725423339255437,Black,23,F,Non-US,7000,605,0.386,undergrad,Arts,33000.0,-0.9936363636363635,-1.7190597028918004,0
1495,229,0.0845744546441171,White,19,F,Non-US,10000,736,0.082,graduate,Law,57000.0,0.5587272727272727,-0.2870172737138983,1
1496,25,0.0454556038190779,White,29,F,US Person,10000,659,0.284,undergrad,Arts,44000.0,-0.6752727272727272,-1.1298287654635062,0
1497,248,0.0114381620879679,White,20,F,Non-US,15000,809,0.267,graduate,Arts,12000.0,0.18418181818181809,0.06980019730213909,1
1498,211,0.0262039808823449,Asian,25,F,Non-US,57000,400,0.232,undergrad,STEM,23000.0,-0.8310909090909091,-1.0931307179143581,0
1499,96,0.0598803195385864,Asian,26,F,Non-US,29000,652,0.172,graduate,STEM,18000.0,0.1872727272727273,-0.4115304681131367,1
1500,23,0.3748923690837981,White,29,M,Non-US,40000,538,0.127,undergrad,Arts,49000.0,-0.6212727272727272,-4.370196418110709,0
1501,135,0.0452137813055003,White,21,M,Non-US,6000,713,0.192,undergrad,Arts,28000.0,-0.21890909090909091,-0.6710469039640939,1
1502,25,0.0454556038190779,White,23,F,Non-US,6000,694,0.311,undergrad,Arts,5000.0,-0.5259999999999999,-0.980556038190779,1
1503,25,0.0454556038190779,White,27,M,Non-US,13000,664,0.17,undergrad,STEM,36000.0,-0.011090909090909096,-0.4656469472816881,1
1504,135,0.0452137813055003,White,19,M,Non-US,6000,603,0.33,undergrad,Business,28000.0,-0.6949090909090909,-1.1470469039640938,0
1505,135,0.0452137813055003,Black,27,F,Non-US,21000,744,0.225,undergrad,Business,20000.0,0.1178181818181818,-0.3343196312368212,1
1506,135,0.0452137813055003,White,20,F,Non-US,14000,739,0.159,graduate,Arts,22000.0,0.1396363636363636,-0.31250144941863944,1
1507,135,0.0452137813055003,Asian,29,F,Non-US,23000,708,0.25,undergrad,Business,24000.0,-0.05109090909090905,-0.5032287221459121,1
1508,25,0.0454556038190779,White,26,F,Non-US,29000,529,0.264,undergrad,STEM,24000.0,-0.5939999999999999,-1.0485560381907788,0
1509,76,0.0206891202622854,Asian,19,M,Non-US,3000,606,0.152,undergrad,Business,35000.0,-0.346,-0.552891202622854,1
1510,229,0.0845744546441171,Black,22,F,US Person,4500,806,0.226,undergrad,Arts,45000.0,-0.057727272727272766,-0.9034718191684438,1
1511,85,0.0294226470636067,White,19,F,Non-US,2500,713,0.07,undergrad,Arts,39000.0,0.004090909090909076,-0.2901355615451579,1
1512,62,0.0725423339255437,White,24,F,Non-US,40000,553,0.257,graduate,Arts,15000.0,-0.5767272727272728,-1.3021506119827098,0
1513,65,0.1241910448658457,Asian,29,F,Non-US,46000,850,0.478,graduate,Business,43000.0,0.19727272727272735,-1.0446377213857296,0
1514,73,0.0228348227025087,White,24,F,Non-US,17000,567,0.036,graduate,Business,67000.0,-0.12181818181818185,-0.3501664088432689,1
1515,154,0.0379126509375481,White,31,M,Non-US,47000,649,0.359,graduate,Arts,7000.0,-0.38963636363636356,-0.7687628730118445,1
1516,23,0.3748923690837981,White,20,F,Non-US,13000,663,0.271,graduate,STEM,71000.0,-0.16672727272727278,-3.9156509635652537,0
1517,15,0.058549574873081,White,27,M,Non-US,26000,808,0.095,undergrad,Arts,21000.0,0.4405454545454546,-0.14495029418535543,1
1518,62,0.0725423339255437,White,33,M,Non-US,30000,850,0.112,undergrad,STEM,23000.0,0.8832727272727272,0.1578493880172902,1
1519,212,0.0192123729913557,Asian,19,M,Non-US,16000,735,0.177,graduate,Business,17000.0,0.3010909090909091,0.10896717917735207,1
1520,135,0.0452137813055003,Asian,33,M,US Person,24000,839,0.309,undergrad,Arts,43000.0,0.01327272727272727,-0.43886508578227573,1
1521,147,0.1173572203571072,Black,25,M,Non-US,18000,585,0.28,undergrad,STEM,36000.0,-0.4883636363636364,-1.6619358399347084,0
1522,46,0.0694158059645007,Other,30,F,Non-US,12000,778,0.237,undergrad,Arts,30000.0,-0.03654545454545452,-0.7307035141904615,1
1523,105,0.3071273154392573,White,19,F,Non-US,7500,807,0.213,undergrad,Arts,16000.0,0.08990909090909091,-2.981364063483482,0
1524,135,0.0452137813055003,Asian,19,F,US Person,26000,532,0.335,graduate,Arts,23000.0,-0.893090909090909,-1.345228722145912,0
1525,139,0.3296299630165421,Black,19,F,Non-US,8000,850,0.073,undergrad,Business,26000.0,0.7292727272727273,-2.567026902892694,0
1526,68,0.0875786003731616,White,25,M,Non-US,33000,726,0.091,graduate,Law,115000.0,0.6423636363636365,-0.2334223673679796,1
1527,215,0.117501396154848,White,19,M,Non-US,5500,835,0.399,undergrad,STEM,12000.0,0.1077272727272727,-1.0672866888212074,0
1528,5,0.1198171740714977,White,27,F,Non-US,21000,767,0.468,graduate,Arts,34000.0,-0.33454545454545465,-1.5327171952604317,0
1529,143,0.3225492305952699,White,19,F,Non-US,19000,850,0.026,graduate,Business,28000.0,1.0392727272727273,-2.186219578679972,0
1530,76,0.0206891202622854,White,20,M,Non-US,5500,687,0.183,undergrad,Arts,14000.0,-0.2984545454545454,-0.5053457480773994,1
1531,211,0.0262039808823449,White,24,M,Non-US,31000,752,0.394,graduate,Arts,23000.0,-0.18109090909090914,-0.44313071791435815,1
1532,154,0.0379126509375481,White,29,M,Non-US,47000,667,0.264,undergrad,Arts,33000.0,-0.2841818181818182,-0.6633083275572992,1
1533,229,0.0845744546441171,White,27,F,US Person,16000,600,0.334,undergrad,STEM,11000.0,-0.5538181818181818,-1.3995627282593528,0
1534,135,0.0452137813055003,White,34,F,US Person,22000,706,0.155,undergrad,Business,77000.0,0.02563636363636365,-0.4265014494186393,1
1535,135,0.0452137813055003,Black,22,F,Non-US,7500,755,0.056,undergrad,Arts,55000.0,0.11481818181818182,-0.3373196312368212,1
1536,147,0.1173572203571072,Other,27,F,Non-US,12000,659,0.327,undergrad,Arts,32000.0,-0.6492727272727273,-1.8228449308437993,0
1537,135,0.0452137813055003,Other,19,M,Non-US,41000,501,0.2,graduate,STEM,13000.0,-0.34581818181818186,-0.7979559948731849,1
1538,135,0.0452137813055003,Other,25,F,Non-US,19000,660,0.137,undergrad,Arts,53000.0,-0.3236363636363636,-0.7757741766913666,1
1539,62,0.0725423339255437,Other,23,F,Non-US,15000,850,0.02,graduate,Arts,19000.0,0.8272727272727273,0.10184938801729027,1
1540,25,0.0454556038190779,White,23,M,Non-US,7000,799,0.237,undergrad,Business,5000.0,0.2098181818181819,-0.2447378563725971,1
1541,135,0.0452137813055003,Black,23,F,Non-US,3000,708,0.348,undergrad,Arts,61000.0,-0.667090909090909,-1.119228722145912,0
1542,38,0.0889068621286131,White,30,F,Non-US,52000,780,0.182,undergrad,Business,8000.0,0.5207272727272727,-0.36834134855885825,1
1543,25,0.0454556038190779,White,23,M,US Person,4500,850,0.164,undergrad,Arts,24000.0,0.32627272727272727,-0.12828331091805173,1
1544,135,0.0452137813055003,Black,22,F,Non-US,5500,612,0.236,undergrad,Arts,58000.0,-0.7771818181818181,-1.229319631236821,0
1545,73,0.0228348227025087,White,24,F,Non-US,15000,850,0.17,undergrad,Business,27000.0,0.5772727272727273,0.34892450024764027,1
1546,96,0.0598803195385864,Asian,28,F,Non-US,29000,638,0.02,undergrad,Arts,57000.0,-0.10963636363636364,-0.7084395590222277,1
1547,58,0.0620081260025002,White,27,M,Non-US,31000,486,0.312,undergrad,Arts,5000.0,-1.1343636363636365,-1.7544448963886383,0
1548,135,0.0452137813055003,White,25,F,Non-US,11000,600,0.025,undergrad,Business,12000.0,-0.0658181818181818,-0.5179559948731848,1
1549,135,0.0452137813055003,White,24,F,Non-US,37000,835,0.148,undergrad,STEM,26000.0,0.7987272727272727,0.34658945967226973,1
1550,135,0.0452137813055003,White,21,M,Non-US,14000,773,0.289,graduate,Arts,56000.0,-0.0967272727272727,-0.5488650857822757,1
1551,73,0.0228348227025087,Other,23,M,Non-US,4000,542,0.177,undergrad,Business,12000.0,-0.6227272727272727,-0.8510754997523597,1
1552,142,0.3267463977010624,White,19,F,Non-US,5000,376,0.177,undergrad,Arts,25000.0,-1.4203636363636363,-4.68782761337426,0
1553,130,0.0737830316203467,White,19,F,US Person,7000,850,0.183,undergrad,Arts,17000.0,0.30327272727272725,-0.4345575889307398,1
1554,37,0.0626858966647204,White,27,F,Non-US,28000,816,0.041,undergrad,Business,77000.0,0.6896363636363637,0.06277739698915974,1
1555,73,0.0228348227025087,Other,26,F,Non-US,19000,850,0.061,undergrad,Arts,32000.0,0.6192727272727273,0.3909245002476403,1
1556,59,0.3317741726742946,White,29,M,US Person,48000,766,0.155,undergrad,Arts,30000.0,0.2998181818181819,-3.017923544924764,0
1557,76,0.0206891202622854,White,31,F,Non-US,44000,781,0.045,undergrad,Business,40000.0,0.7503636363636363,0.5434724337407824,1
1558,232,0.0830288146298239,White,26,M,Non-US,22000,522,0.111,undergrad,Business,41000.0,-0.5554545454545454,-1.3857426917527844,0
1559,38,0.0889068621286131,White,20,F,Non-US,13000,704,0.292,graduate,Arts,65000.0,-0.35963636363636364,-1.2487049849224947,0
1560,62,0.0725423339255437,White,24,F,Non-US,10000,535,0.278,graduate,Law,149000.0,-0.5641818181818181,-1.2896051574372551,0
1561,73,0.0228348227025087,Other,29,F,Non-US,23000,401,0.299,graduate,STEM,36000.0,-1.0154545454545454,-1.2438027724796323,0
1562,25,0.0454556038190779,White,34,F,US Person,24000,503,0.266,graduate,Arts,94000.0,-0.9725454545454546,-1.4271014927362335,0
1563,195,0.0088945731217383,White,24,M,Non-US,26000,802,0.237,undergrad,Arts,58000.0,0.034727272727272746,-0.054218458490110255,1
1564,229,0.0845744546441171,White,21,M,Non-US,3500,385,0.225,undergrad,Business,42000.0,-1.3926363636363637,-2.2383809100775345,0
1565,73,0.0228348227025087,White,19,M,Non-US,6500,562,0.119,undergrad,Business,54000.0,-0.519,-0.7473482270250871,1
1566,239,0.0858379021309365,White,19,M,Non-US,7000,376,0.089,undergrad,STEM,22000.0,-0.9323636363636363,-1.7907426576730012,0
1567,135,0.0452137813055003,Other,24,F,Non-US,26000,634,0.403,undergrad,Arts,53000.0,-0.9081818181818182,-1.360319631236821,0
1568,76,0.0206891202622854,Other,25,M,Non-US,14000,647,0.195,graduate,Business,41000.0,-0.16690909090909092,-0.3738002935319449,1
1569,120,0.0542016312380452,White,25,M,Non-US,14000,674,0.147,undergrad,STEM,54000.0,-0.022727272727272707,-0.5647435851077247,1
1570,25,0.0454556038190779,Black,27,F,Non-US,18000,639,0.215,graduate,Arts,38000.0,-0.312,-0.766556038190779,1
1571,62,0.0725423339255437,White,24,F,Non-US,29000,559,0.121,graduate,Arts,39000.0,-0.3489090909090909,-1.0743324301645278,0
1572,25,0.0454556038190779,Black,25,M,Non-US,16000,529,0.326,graduate,STEM,14000.0,-0.6460000000000001,-1.100556038190779,0
1573,212,0.0192123729913557,Asian,19,M,Non-US,3500,539,0.153,undergrad,Arts,50000.0,-0.8886363636363636,-1.0807600935499206,0
1574,38,0.0889068621286131,White,24,F,US Person,38000,808,0.061,graduate,Arts,27000.0,0.7305454545454546,-0.15852316674067635,1
1575,76,0.0206891202622854,White,30,F,Non-US,27000,814,0.183,undergrad,Arts,16000.0,0.2923636363636364,0.0854724337407824,1
1576,73,0.0228348227025087,White,23,M,Non-US,2500,438,0.264,undergrad,Arts,38000.0,-1.3839090909090912,-1.6122573179341781,0
1577,72,0.098006312495863,Other,26,M,Non-US,24000,850,0.16,undergrad,Business,49000.0,0.5512727272727274,-0.42879039768590266,1
1578,37,0.0626858966647204,White,19,M,US Person,3000,527,0.416,undergrad,Arts,87000.0,-1.4612727272727273,-2.088131693919931,0
1579,73,0.0228348227025087,White,24,M,Non-US,24000,637,0.109,undergrad,STEM,25000.0,0.07872727272727276,-0.14962095429781425,1
1580,25,0.0454556038190779,White,24,M,Non-US,11000,691,0.157,undergrad,Arts,28000.0,-0.19890909090909092,-0.6534651290998699,1
1581,232,0.0830288146298239,White,27,M,Non-US,21000,611,0.296,undergrad,STEM,28000.0,-0.4078181818181818,-1.2381063281164209,0
1582,135,0.0452137813055003,White,19,F,Non-US,3500,850,0.16,undergrad,Business,23000.0,0.5282727272727273,0.07613491421772434,1
1583,229,0.0845744546441171,Asian,23,F,Non-US,4500,645,0.078,undergrad,Business,30000.0,-0.047181818181818186,-0.8929263646229892,1
1584,229,0.0845744546441171,White,24,M,Non-US,20000,567,0.363,undergrad,Arts,18000.0,-1.0078181818181817,-1.8535627282593528,0
1585,217,0.0652733104074734,White,27,F,US Person,20000,603,0.371,graduate,Law,29000.0,-0.14290909090909087,-0.7956421949838249,1
1586,96,0.0598803195385864,White,19,M,Non-US,4000,632,0.249,undergrad,Arts,30000.0,-0.6394545454545454,-1.2382577408404094,0
1587,76,0.0206891202622854,Black,23,M,Non-US,3000,637,0.307,undergrad,Arts,22000.0,-0.7432727272727272,-0.9501639298955812,1
1588,135,0.0452137813055003,White,19,F,US Person,11000,474,0.133,graduate,STEM,18000.0,-0.49000000000000005,-0.9421378130550031,1
1589,76,0.0206891202622854,White,22,F,Non-US,5000,550,0.144,undergrad,Arts,20000.0,-0.7216363636363635,-0.9285275662592175,1
1590,229,0.0845744546441171,Black,25,M,Non-US,22000,587,0.181,undergrad,STEM,20000.0,-0.2590909090909091,-1.10483545553208,0
1591,97,0.1699801216915541,Black,26,F,Non-US,22000,650,0.136,undergrad,Business,96000.0,-0.14,-1.839801216915541,0
1592,62,0.0725423339255437,White,27,M,Non-US,15000,348,0.108,undergrad,Business,35000.0,-1.124181818181818,-1.849605157437255,0
1593,76,0.0206891202622854,Black,21,F,Non-US,5500,850,0.183,undergrad,STEM,21000.0,0.5942727272727273,0.3873815246498733,1
1594,229,0.0845744546441171,Other,19,F,Non-US,2500,766,0.06,undergrad,Arts,152000.0,0.11681818181818182,-0.7289263646229892,1
1595,135,0.0452137813055003,Asian,25,M,Non-US,21000,808,0.05,graduate,Business,41000.0,0.7505454545454546,0.2984076414904516,1
1596,211,0.0262039808823449,White,30,M,Non-US,13000,680,0.115,undergrad,STEM,23000.0,0.1570909090909091,-0.10494889973253993,1
1597,120,0.0542016312380452,White,23,M,Non-US,37000,850,0.31,graduate,Business,12000.0,0.5792727272727273,0.03725641489227527,1
1598,104,0.0834136145138897,White,19,F,Non-US,4500,750,0.383,undergrad,Arts,21000.0,-0.4753636363636363,-1.3094997815025335,0
1599,76,0.0206891202622854,White,22,M,Non-US,4500,610,0.077,undergrad,Arts,36000.0,-0.37245454545454537,-0.5793457480773994,1
1600,195,0.0088945731217383,White,23,M,US Person,1000,664,0.315,undergrad,Business,49000.0,-0.5730909090909091,-0.6620366403082921,1
1601,229,0.0845744546441171,White,25,F,Non-US,35000,614,0.203,undergrad,STEM,116000.0,-0.226909090909091,-1.072653637350262,0
1602,213,0.0771643582178653,Black,26,F,Non-US,36000,850,0.304,undergrad,Arts,23000.0,0.23527272727272727,-0.5363708549059256,1
1603,62,0.0725423339255437,White,22,M,Non-US,3000,377,0.096,undergrad,Arts,24000.0,-1.2667272727272727,-1.9921506119827097,0
1604,76,0.0206891202622854,Other,22,M,Non-US,3000,711,0.188,undergrad,Arts,59000.0,-0.3361818181818182,-0.5430730208046721,1
1605,135,0.0452137813055003,Asian,27,F,Non-US,16000,534,0.249,undergrad,Business,10000.0,-0.7238181818181819,-1.1759559948731848,0
1606,76,0.0206891202622854,White,26,M,Non-US,25000,848,0.188,graduate,Arts,27000.0,0.544,0.33710879737714605,1
1607,37,0.0626858966647204,White,22,F,US Person,1000,687,0.112,undergrad,Arts,112000.0,-0.28345454545454546,-0.9103135121017494,1
1608,25,0.0454556038190779,Other,19,F,US Person,1500,578,0.26,undergrad,Business,40000.0,-0.6728181818181819,-1.127374220008961,0
1609,135,0.0452137813055003,Other,25,F,Non-US,30000,494,0.2,undergrad,STEM,25000.0,-0.5872727272727274,-1.0394105403277303,1
1610,154,0.0379126509375481,White,21,F,Non-US,6500,846,0.23,undergrad,STEM,29000.0,0.49172727272727274,0.11260076335179175,1
